,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_rank,params_window_length,system_attrs_nsga2:generation,state
166,166,-0.5193352176819734,0.14078528364704584,2024-05-10 18:10:33.132887,2024-05-10 18:10:39.154789,0 days 00:00:06.021902,63,19,65,3,COMPLETE
167,167,0.2126629848970703,0.10360938023254233,2024-05-10 18:10:39.154789,2024-05-10 18:10:47.134631,0 days 00:00:07.979842,100,118,131,3,COMPLETE
168,168,-0.5456503223156958,0.14539205000757488,2024-05-10 18:10:47.134631,2024-05-10 18:10:53.355927,0 days 00:00:06.221296,66,15,66,3,COMPLETE
169,169,0.300091773408784,0.09475645161208741,2024-05-10 18:10:53.358886,2024-05-10 18:10:59.532166,0 days 00:00:06.173280,74,39,93,3,COMPLETE
170,170,-0.35148017297951756,0.12822530441867613,2024-05-10 18:10:59.534192,2024-05-10 18:11:03.896101,0 days 00:00:04.361909,41,45,106,3,COMPLETE
171,171,-0.3250639484301742,0.13544173420926867,2024-05-10 18:11:03.899877,2024-05-10 18:11:07.283656,0 days 00:00:03.383779,77,10,21,3,COMPLETE
172,172,0.0420241487459521,0.10271818852291174,2024-05-10 18:11:07.292253,2024-05-10 18:11:15.472869,0 days 00:00:08.180616,61,25,59,3,COMPLETE
173,173,0.18417203835053084,0.09991207104753903,2024-05-10 18:11:15.474679,2024-05-10 18:11:28.359253,0 days 00:00:12.884574,26,47,89,3,COMPLETE
174,174,0.31206617107843587,0.08655370681466486,2024-05-10 18:11:28.360292,2024-05-10 18:11:35.266068,0 days 00:00:06.905776,56,24,88,3,COMPLETE
175,175,0.42810080046161314,0.0873782952799089,2024-05-10 18:11:35.273466,2024-05-10 18:11:48.079364,0 days 00:00:12.805898,99,192,211,3,COMPLETE
176,176,0.3451310496644927,0.08884604856601024,2024-05-10 18:11:48.082381,2024-05-10 18:11:54.892932,0 days 00:00:06.810551,94,159,210,3,COMPLETE
177,177,-3.503165187127967,0.21001852550902073,2024-05-10 18:11:54.892932,2024-05-10 18:11:59.554347,0 days 00:00:04.661415,33,18,47,3,COMPLETE
178,178,0.16917903997086953,0.1076275624677812,2024-05-10 18:11:59.560710,2024-05-10 18:12:08.774223,0 days 00:00:09.213513,61,21,46,3,COMPLETE
179,179,0.2154045671827265,0.10295942065932702,2024-05-10 18:12:08.778841,2024-05-10 18:12:17.332679,0 days 00:00:08.553838,56,26,128,3,COMPLETE
180,180,-0.20916542507012129,0.1261161388076479,2024-05-10 18:12:17.346394,2024-05-10 18:12:24.600343,0 days 00:00:07.253949,97,16,41,3,COMPLETE
181,181,-3.20654288313022,0.19737085428650528,2024-05-10 18:12:24.610752,2024-05-10 18:12:35.698031,0 days 00:00:11.087279,30,5,101,3,COMPLETE
182,182,-0.22475289768097745,0.11928700781480588,2024-05-10 18:12:35.702754,2024-05-10 18:12:43.250410,0 days 00:00:07.547656,87,46,179,3,COMPLETE
183,183,-0.21246628603619594,0.11425789423394572,2024-05-10 18:12:43.260116,2024-05-10 18:12:49.400953,0 days 00:00:06.140837,48,17,113,3,COMPLETE
184,184,-0.34956678223236526,0.12603212999007735,2024-05-10 18:12:49.403997,2024-05-10 18:12:57.020361,0 days 00:00:07.616364,52,10,93,3,COMPLETE
185,185,-3.3419400593210087,0.2235394676007893,2024-05-10 18:12:57.026568,2024-05-10 18:13:01.274828,0 days 00:00:04.248260,24,32,63,3,COMPLETE
186,186,0.21166830687759947,0.10098697579979635,2024-05-10 18:13:01.277918,2024-05-10 18:13:11.724589,0 days 00:00:10.446671,90,86,89,3,COMPLETE
187,187,0.06400601981455248,0.11221980781947911,2024-05-10 18:13:11.731721,2024-05-10 18:13:25.387805,0 days 00:00:13.656084,40,73,139,3,COMPLETE
188,188,0.34925371089946416,0.09405122889526871,2024-05-10 18:13:25.391790,2024-05-10 18:13:35.862508,0 days 00:00:10.470718,31,71,97,3,COMPLETE
189,189,0.2651070864842359,0.09725324243470655,2024-05-10 18:13:35.862508,2024-05-10 18:13:52.229648,0 days 00:00:16.367140,36,72,135,3,COMPLETE
190,190,0.20638695493183104,0.10121993699651885,2024-05-10 18:13:52.237701,2024-05-10 18:14:01.870878,0 days 00:00:09.633177,50,16,93,3,COMPLETE
191,191,-0.942729837109092,0.14596923918368956,2024-05-10 18:14:01.871878,2024-05-10 18:14:14.170919,0 days 00:00:12.299041,19,9,210,3,COMPLETE
192,192,0.07785029808013366,0.10045498261605128,2024-05-10 18:14:14.177898,2024-05-10 18:14:24.480531,0 days 00:00:10.302633,31,85,126,3,COMPLETE
193,193,-2.3925596446776582,0.19568808129937096,2024-05-10 18:14:24.480531,2024-05-10 18:14:33.902362,0 days 00:00:09.421831,5,28,108,3,COMPLETE
194,194,0.5506727637741718,0.07689046831494532,2024-05-10 18:14:33.910105,2024-05-10 18:14:45.081825,0 days 00:00:11.171720,41,177,205,3,COMPLETE
195,195,0.47517900106806066,0.08227657004619929,2024-05-10 18:14:45.081825,2024-05-10 18:14:56.426745,0 days 00:00:11.344920,94,98,161,3,COMPLETE
196,196,0.03738113679086559,0.11092412572047387,2024-05-10 18:14:56.429891,2024-05-10 18:15:07.920200,0 days 00:00:11.490309,55,96,130,3,COMPLETE
197,197,-1.094831913608333,0.16443117642792598,2024-05-10 18:15:07.923704,2024-05-10 18:15:18.236177,0 days 00:00:10.312473,37,63,202,3,COMPLETE
198,198,0.4778609857792926,0.08106233882969813,2024-05-10 18:15:18.240165,2024-05-10 18:15:34.861170,0 days 00:00:16.621005,41,6,10,3,COMPLETE
199,199,-0.9498972520361381,0.1640355061265894,2024-05-10 18:15:34.867717,2024-05-10 18:15:42.111462,0 days 00:00:07.243745,64,2,96,3,COMPLETE
200,200,-0.5755233535020624,0.11913065611615412,2024-05-10 18:15:42.121060,2024-05-10 18:15:54.800190,0 days 00:00:12.679130,34,78,93,4,COMPLETE
201,201,-0.4912778646445629,0.14586650398570206,2024-05-10 18:15:54.800190,2024-05-10 18:16:04.300394,0 days 00:00:09.500204,99,64,67,4,COMPLETE
202,202,-0.483053315668478,0.13603307523400274,2024-05-10 18:16:04.300394,2024-05-10 18:16:11.378861,0 days 00:00:07.078467,48,39,73,4,COMPLETE
203,203,-1.8554011354453401,0.19369446857261274,2024-05-10 18:16:11.383252,2024-05-10 18:16:18.246658,0 days 00:00:06.863406,41,1,27,4,COMPLETE
204,204,-0.8698738503907476,0.16155495340499543,2024-05-10 18:16:18.250019,2024-05-10 18:16:24.240694,0 days 00:00:05.990675,31,66,205,4,COMPLETE
205,205,0.37338770911873376,0.0866149238393827,2024-05-10 18:16:24.249265,2024-05-10 18:16:40.464293,0 days 00:00:16.215028,56,52,143,4,COMPLETE
206,206,-3.174423226907872,0.2147080896815085,2024-05-10 18:16:40.470445,2024-05-10 18:16:49.992820,0 days 00:00:09.522375,4,137,205,4,COMPLETE
207,207,0.645343231507888,0.06482182401898035,2024-05-10 18:16:49.998071,2024-05-10 18:17:01.989081,0 days 00:00:11.991010,65,41,88,4,COMPLETE
208,208,0.3850317509781132,0.08431890509115711,2024-05-10 18:17:01.997580,2024-05-10 18:17:17.421148,0 days 00:00:15.423568,47,19,153,4,COMPLETE
209,209,-0.18154859492202294,0.1207697291952331,2024-05-10 18:17:17.428725,2024-05-10 18:17:27.150257,0 days 00:00:09.721532,90,104,145,4,COMPLETE
210,210,0.31282756855722826,0.0911379134438357,2024-05-10 18:17:27.157822,2024-05-10 18:17:39.300036,0 days 00:00:12.142214,41,5,5,4,COMPLETE
211,211,-17.442703671727504,0.44891728225379823,2024-05-10 18:17:39.304333,2024-05-10 18:17:49.271214,0 days 00:00:09.966881,9,64,128,4,COMPLETE
212,212,0.051289323461183714,0.1032876463978905,2024-05-10 18:17:49.282764,2024-05-10 18:17:59.569676,0 days 00:00:10.286912,40,28,161,4,COMPLETE
213,213,0.23726541097640888,0.10221736104790033,2024-05-10 18:17:59.576661,2024-05-10 18:18:12.490302,0 days 00:00:12.913641,56,91,106,4,COMPLETE
214,214,-0.1832556783308018,0.12098069580684838,2024-05-10 18:18:12.500050,2024-05-10 18:18:19.797895,0 days 00:00:07.297845,20,52,99,4,COMPLETE
215,215,-2.242231597025823,0.18074131682521516,2024-05-10 18:18:19.801060,2024-05-10 18:18:27.047813,0 days 00:00:07.246753,20,60,110,4,COMPLETE
216,216,-0.26636825559747446,0.11705067925425583,2024-05-10 18:18:27.050805,2024-05-10 18:18:36.339515,0 days 00:00:09.288710,30,25,59,4,COMPLETE
217,217,0.23632003235251978,0.10392950231494127,2024-05-10 18:18:36.347881,2024-05-10 18:18:50.809880,0 days 00:00:14.461999,67,109,116,4,COMPLETE
218,218,-1.0020913884652718,0.15779890021674153,2024-05-10 18:18:50.822659,2024-05-10 18:19:00.641036,0 days 00:00:09.818377,41,92,191,4,COMPLETE
219,219,-0.43272951345242117,0.13516838844837956,2024-05-10 18:19:00.657067,2024-05-10 18:19:07.296806,0 days 00:00:06.639739,90,7,42,4,COMPLETE
220,220,-0.31380920809451074,0.13454405571776323,2024-05-10 18:19:07.303051,2024-05-10 18:19:17.479922,0 days 00:00:10.176871,74,82,161,4,COMPLETE
221,221,-0.16673974086085752,0.12818522093514303,2024-05-10 18:19:17.479922,2024-05-10 18:19:24.153862,0 days 00:00:06.673940,23,102,161,4,COMPLETE
222,222,0.2734244790915403,0.0945054314168326,2024-05-10 18:19:24.160073,2024-05-10 18:19:35.207051,0 days 00:00:11.046978,71,36,179,4,COMPLETE
223,223,-1.2048774550368262,0.17524691775804552,2024-05-10 18:19:35.218723,2024-05-10 18:19:38.940371,0 days 00:00:03.721648,98,34,61,4,COMPLETE
224,224,0.16848005063890084,0.10788205371417989,2024-05-10 18:19:38.944456,2024-05-10 18:19:49.743635,0 days 00:00:10.799179,100,46,80,4,COMPLETE
225,225,0.2300694141349499,0.10220295587656454,2024-05-10 18:19:49.747624,2024-05-10 18:20:04.443970,0 days 00:00:14.696346,75,121,146,4,COMPLETE
226,226,0.44811097332569894,0.08454438346655213,2024-05-10 18:20:04.450126,2024-05-10 18:20:15.301365,0 days 00:00:10.851239,56,36,58,4,COMPLETE
227,227,-0.7712576493385194,0.13988772686288736,2024-05-10 18:20:15.309208,2024-05-10 18:20:27.345608,0 days 00:00:12.036400,28,22,59,4,COMPLETE
228,228,-0.2531268447478678,0.1284656205187958,2024-05-10 18:20:27.351210,2024-05-10 18:20:35.877301,0 days 00:00:08.526091,70,109,213,4,COMPLETE
229,229,0.38467087462865857,0.08973427308912178,2024-05-10 18:20:35.880011,2024-05-10 18:20:48.010089,0 days 00:00:12.130078,55,173,187,4,COMPLETE
230,230,0.3318743569076405,0.09409839113890082,2024-05-10 18:20:48.010089,2024-05-10 18:21:00.100624,0 days 00:00:12.090535,58,70,116,4,COMPLETE
231,231,-0.43270680169443826,0.1320387658989745,2024-05-10 18:21:00.100624,2024-05-10 18:21:07.785348,0 days 00:00:07.684724,30,30,66,4,COMPLETE
232,232,-0.4948299079725354,0.1300554472219827,2024-05-10 18:21:07.789828,2024-05-10 18:21:20.031375,0 days 00:00:12.241547,41,52,111,4,COMPLETE
233,233,-1.2095385367053364,0.16623455874751256,2024-05-10 18:21:20.037721,2024-05-10 18:21:26.978664,0 days 00:00:06.940943,41,2,156,4,COMPLETE
234,234,0.27424199919292114,0.09882481656978193,2024-05-10 18:21:26.982625,2024-05-10 18:21:37.531957,0 days 00:00:10.549332,41,8,10,4,COMPLETE
235,235,-0.1943179662235875,0.12407573103371305,2024-05-10 18:21:37.541000,2024-05-10 18:21:42.320072,0 days 00:00:04.779072,90,19,98,4,COMPLETE
236,236,0.17952091414242935,0.1073448057345848,2024-05-10 18:21:42.326013,2024-05-10 18:21:51.324935,0 days 00:00:08.998922,45,97,156,4,COMPLETE
237,237,-5.094834049467476,0.21295171610567354,2024-05-10 18:21:51.328790,2024-05-10 18:22:00.621884,0 days 00:00:09.293094,36,63,66,4,COMPLETE
238,238,0.3520821003326526,0.0940460200964777,2024-05-10 18:22:00.630707,2024-05-10 18:22:22.040032,0 days 00:00:21.409325,37,54,111,4,COMPLETE
239,239,-0.8911850587425683,0.14206509729261438,2024-05-10 18:22:22.045442,2024-05-10 18:22:29.099697,0 days 00:00:07.054255,24,29,42,4,COMPLETE
240,240,-0.05848792028652054,0.11546411285111965,2024-05-10 18:22:29.108665,2024-05-10 18:22:39.888541,0 days 00:00:10.779876,78,107,176,4,COMPLETE
241,241,-1.2732895022355666,0.17274056225612017,2024-05-10 18:22:39.891534,2024-05-10 18:22:47.879124,0 days 00:00:07.987590,41,77,85,4,COMPLETE
242,242,0.1876289473221503,0.10274510804963015,2024-05-10 18:22:47.883009,2024-05-10 18:22:57.596369,0 days 00:00:09.713360,94,41,156,4,COMPLETE
243,243,0.4734359549961377,0.08232509015686865,2024-05-10 18:22:57.600201,2024-05-10 18:23:08.889667,0 days 00:00:11.289466,67,46,66,4,COMPLETE
244,244,0.5623093049831693,0.07425893691850351,2024-05-10 18:23:08.892138,2024-05-10 18:23:21.065310,0 days 00:00:12.173172,30,9,59,4,COMPLETE
245,245,0.3411253454618279,0.09261916342231921,2024-05-10 18:23:21.069444,2024-05-10 18:23:31.968996,0 days 00:00:10.899552,90,27,28,4,COMPLETE
246,246,0.3923935393371658,0.09028203681110683,2024-05-10 18:23:31.971903,2024-05-10 18:23:44.282700,0 days 00:00:12.310797,48,80,128,4,COMPLETE
247,247,-0.5559429586879603,0.14799869592598486,2024-05-10 18:23:44.282700,2024-05-10 18:23:51.501790,0 days 00:00:07.219090,62,108,120,4,COMPLETE
248,248,-0.5754442189404939,0.14670390585249787,2024-05-10 18:23:51.504782,2024-05-10 18:24:03.447473,0 days 00:00:11.942691,75,113,205,4,COMPLETE
249,249,0.011135771828363828,0.11114353471602141,2024-05-10 18:24:03.451778,2024-05-10 18:24:12.199843,0 days 00:00:08.748065,100,32,211,4,COMPLETE
250,250,-0.6752080237371466,0.15668065570294767,2024-05-10 18:24:12.207472,2024-05-10 18:24:15.500240,0 days 00:00:03.292768,25,49,79,5,COMPLETE
251,251,0.19299592243112337,0.10294105734305899,2024-05-10 18:24:15.507452,2024-05-10 18:24:24.940541,0 days 00:00:09.433089,99,181,211,5,COMPLETE
252,252,-1.3789868795866185,0.1697929622519644,2024-05-10 18:24:24.950799,2024-05-10 18:24:35.759944,0 days 00:00:10.809145,17,95,203,5,COMPLETE
253,253,0.5710469133971822,0.07173643996827982,2024-05-10 18:24:35.767462,2024-05-10 18:24:49.830076,0 days 00:00:14.062614,51,80,134,5,COMPLETE
254,254,-0.5137088453786871,0.14661134627676117,2024-05-10 18:24:49.832149,2024-05-10 18:24:57.699480,0 days 00:00:07.867331,78,34,201,5,COMPLETE
255,255,-0.20209020378164463,0.12351697624614541,2024-05-10 18:24:57.708722,2024-05-10 18:25:07.672977,0 days 00:00:09.964255,65,77,108,5,COMPLETE
256,256,0.26245339312126525,0.09901611351595885,2024-05-10 18:25:07.680185,2024-05-10 18:25:19.061642,0 days 00:00:11.381457,78,38,49,5,COMPLETE
257,257,0.12017065106168186,0.11152504941880867,2024-05-10 18:25:19.066945,2024-05-10 18:25:35.018337,0 days 00:00:15.951392,75,195,211,5,COMPLETE
258,258,-7.355762633125488,0.2527424403503041,2024-05-10 18:25:35.022522,2024-05-10 18:25:42.671622,0 days 00:00:07.649100,4,79,205,5,COMPLETE
259,259,0.1265666654371928,0.10723250029543567,2024-05-10 18:25:42.671622,2024-05-10 18:25:52.287563,0 days 00:00:09.615941,56,147,188,5,COMPLETE
260,260,-1.1893731779422876,0.16244852431365756,2024-05-10 18:25:52.289924,2024-05-10 18:25:58.239710,0 days 00:00:05.949786,24,16,62,5,COMPLETE
261,261,-0.05815952900472663,0.10242088156404247,2024-05-10 18:25:58.244153,2024-05-10 18:26:03.519398,0 days 00:00:05.275245,96,19,21,5,COMPLETE
262,262,-0.3672934012700207,0.1311352104415402,2024-05-10 18:26:03.519398,2024-05-10 18:26:12.425773,0 days 00:00:08.906375,65,17,58,5,COMPLETE
263,263,-21.793786775769583,0.4698757343076479,2024-05-10 18:26:12.429420,2024-05-10 18:26:21.957269,0 days 00:00:09.527849,8,20,114,5,COMPLETE
264,264,-0.23641408476957565,0.11958577771647391,2024-05-10 18:26:21.959918,2024-05-10 18:26:29.877644,0 days 00:00:07.917726,90,38,67,5,COMPLETE
265,265,0.5275828800680726,0.07676253424979523,2024-05-10 18:26:29.884470,2024-05-10 18:26:44.548286,0 days 00:00:14.663816,51,22,66,5,COMPLETE
266,266,-0.05815574499456393,0.11334616776379607,2024-05-10 18:26:44.549814,2024-05-10 18:26:52.573692,0 days 00:00:08.023878,56,13,49,5,COMPLETE
267,267,-1.3092363897235124,0.14923996460820899,2024-05-10 18:26:52.579332,2024-05-10 18:27:07.928805,0 days 00:00:15.349473,99,15,128,5,COMPLETE
268,268,-1.115297410923786,0.1523399651021407,2024-05-10 18:27:07.933199,2024-05-10 18:27:15.069440,0 days 00:00:07.136241,49,31,88,5,COMPLETE
269,269,0.3126216232808341,0.0929533394111712,2024-05-10 18:27:15.079964,2024-05-10 18:27:25.210077,0 days 00:00:10.130113,73,51,181,5,COMPLETE
270,270,-1.6317800797362623,0.18848537207111385,2024-05-10 18:27:25.210077,2024-05-10 18:27:31.989245,0 days 00:00:06.779168,41,1,194,5,COMPLETE
271,271,0.2877313676031513,0.09841410840960427,2024-05-10 18:27:31.991456,2024-05-10 18:27:38.539787,0 days 00:00:06.548331,76,143,156,5,COMPLETE
272,272,0.24650021418882284,0.10111302181392341,2024-05-10 18:27:38.552950,2024-05-10 18:27:46.948238,0 days 00:00:08.395288,99,58,66,5,COMPLETE
273,273,-0.2042408263749424,0.12744353732374766,2024-05-10 18:27:46.951228,2024-05-10 18:27:58.276516,0 days 00:00:11.325288,13,28,88,5,COMPLETE
274,274,-0.8306920675666103,0.1593695490057927,2024-05-10 18:27:58.279509,2024-05-10 18:28:07.058498,0 days 00:00:08.778989,33,146,161,5,COMPLETE
275,275,-0.28096923671029683,0.11652285784941947,2024-05-10 18:28:07.060492,2024-05-10 18:28:22.440239,0 days 00:00:15.379747,48,15,128,5,COMPLETE
276,276,-0.04677341517764546,0.122029735298908,2024-05-10 18:28:22.451423,2024-05-10 18:28:32.787351,0 days 00:00:10.335928,56,61,210,5,COMPLETE
277,277,0.22130725238848328,0.10071677281818063,2024-05-10 18:28:32.791544,2024-05-10 18:28:40.444026,0 days 00:00:07.652482,59,28,99,5,COMPLETE
278,278,0.0850904320834203,0.10458130521470912,2024-05-10 18:28:40.449010,2024-05-10 18:28:48.242275,0 days 00:00:07.793265,65,67,88,5,COMPLETE
279,279,0.24945151909489677,0.09970029850898188,2024-05-10 18:28:48.246234,2024-05-10 18:28:59.673546,0 days 00:00:11.427312,30,39,156,5,COMPLETE
280,280,0.2317965438775606,0.09695263322642719,2024-05-10 18:28:59.678156,2024-05-10 18:29:11.484319,0 days 00:00:11.806163,77,82,156,5,COMPLETE
281,281,-1.387135550333468,0.17407299805725876,2024-05-10 18:29:11.490105,2024-05-10 18:29:16.389732,0 days 00:00:04.899627,31,135,151,5,COMPLETE
282,282,0.2283700318996528,0.09674080637702329,2024-05-10 18:29:16.394719,2024-05-10 18:29:21.899489,0 days 00:00:05.504770,50,10,42,5,COMPLETE
283,283,0.36916463315569004,0.09383701900915199,2024-05-10 18:29:21.899489,2024-05-10 18:29:32.360760,0 days 00:00:10.461271,74,140,156,5,COMPLETE
284,284,-0.7251829329604209,0.14747658818510134,2024-05-10 18:29:32.365537,2024-05-10 18:29:42.715029,0 days 00:00:10.349492,74,2,128,5,COMPLETE
285,285,0.03736947676814293,0.11151573306714042,2024-05-10 18:29:42.719076,2024-05-10 18:29:55.025802,0 days 00:00:12.306726,85,47,120,5,COMPLETE
286,286,-1.4392810129536133,0.1505041255026322,2024-05-10 18:29:55.034568,2024-05-10 18:30:01.411019,0 days 00:00:06.376451,3,120,143,5,COMPLETE
287,287,0.19843202790893677,0.10326408165071939,2024-05-10 18:30:01.418418,2024-05-10 18:30:08.301190,0 days 00:00:06.882772,88,23,117,5,COMPLETE
288,288,-0.19144248654646576,0.12417609073636897,2024-05-10 18:30:08.309064,2024-05-10 18:30:21.768367,0 days 00:00:13.459303,89,169,187,5,COMPLETE
289,289,0.4841064204187502,0.08371855445010773,2024-05-10 18:30:21.769397,2024-05-10 18:30:35.508658,0 days 00:00:13.739261,58,69,88,5,COMPLETE
290,290,-4.444189990381712,0.245107713864659,2024-05-10 18:30:35.509657,2024-05-10 18:30:50.540745,0 days 00:00:15.031088,10,32,115,5,COMPLETE
291,291,0.059865136046972786,0.10843623772692028,2024-05-10 18:30:50.550116,2024-05-10 18:30:59.165074,0 days 00:00:08.614958,21,24,141,5,COMPLETE
292,292,-0.4746986758701528,0.13754241777309323,2024-05-10 18:30:59.169500,2024-05-10 18:31:13.193913,0 days 00:00:14.024413,27,102,156,5,COMPLETE
293,293,-0.06213229868459598,0.11852402563917544,2024-05-10 18:31:13.203030,2024-05-10 18:31:20.804740,0 days 00:00:07.601710,74,70,128,5,COMPLETE
294,294,0.26953690406243824,0.09882770422338119,2024-05-10 18:31:20.809021,2024-05-10 18:31:36.730434,0 days 00:00:15.921413,65,34,88,5,COMPLETE
295,295,-2.9925090700369905,0.20453412317353242,2024-05-10 18:31:36.739365,2024-05-10 18:31:45.497242,0 days 00:00:08.757877,5,57,128,5,COMPLETE
296,296,-0.3865690582229574,0.13542501099367604,2024-05-10 18:31:45.499272,2024-05-10 18:31:51.429637,0 days 00:00:05.930365,56,36,99,5,COMPLETE
297,297,0.17345453364504299,0.10767801124714964,2024-05-10 18:31:51.438732,2024-05-10 18:32:04.153675,0 days 00:00:12.714943,48,62,155,5,COMPLETE
298,298,-1.130080498287938,0.17232192924808293,2024-05-10 18:32:04.160049,2024-05-10 18:32:12.267057,0 days 00:00:08.107008,82,3,12,5,COMPLETE
299,299,-0.4402919708358506,0.1391369034958237,2024-05-10 18:32:12.269292,2024-05-10 18:32:17.831691,0 days 00:00:05.562399,15,2,66,5,COMPLETE
300,300,-0.1190505797927851,0.11454661658019509,2024-05-10 18:32:17.840525,2024-05-10 18:32:27.017036,0 days 00:00:09.176511,51,129,143,6,COMPLETE
301,301,-0.7966001142277322,0.14423415653927782,2024-05-10 18:32:27.019452,2024-05-10 18:32:33.778470,0 days 00:00:06.759018,53,9,110,6,COMPLETE
302,302,0.3500247586587215,0.09360777012662899,2024-05-10 18:32:33.782117,2024-05-10 18:32:44.488200,0 days 00:00:10.706083,88,121,142,6,COMPLETE
303,303,0.3367456396765788,0.09234502036916564,2024-05-10 18:32:44.493005,2024-05-10 18:32:56.210979,0 days 00:00:11.717974,51,57,134,6,COMPLETE
304,304,-1.6816805756095483,0.1714091214943566,2024-05-10 18:32:56.214763,2024-05-10 18:33:02.040573,0 days 00:00:05.825810,48,60,128,6,COMPLETE
305,305,-0.394881112903893,0.1405800247367311,2024-05-10 18:33:02.044560,2024-05-10 18:33:13.173065,0 days 00:00:11.128505,55,5,11,6,COMPLETE
306,306,-0.06860254216842802,0.10953809013521058,2024-05-10 18:33:13.178017,2024-05-10 18:33:22.519846,0 days 00:00:09.341829,31,64,88,6,COMPLETE
307,307,-0.3661337138593659,0.1274562112322632,2024-05-10 18:33:22.528177,2024-05-10 18:33:29.836930,0 days 00:00:07.308753,46,142,153,6,COMPLETE
308,308,0.13190639279955638,0.11014719707432459,2024-05-10 18:33:29.841414,2024-05-10 18:33:45.269327,0 days 00:00:15.427913,79,123,146,6,COMPLETE
309,309,0.012203281267670785,0.10628259240244317,2024-05-10 18:33:45.274514,2024-05-10 18:33:54.571450,0 days 00:00:09.296936,72,77,161,6,COMPLETE
310,310,0.23631538238005279,0.10239853130427164,2024-05-10 18:33:54.580765,2024-05-10 18:34:05.821052,0 days 00:00:11.240287,36,71,93,6,COMPLETE
311,311,-0.06994471774457292,0.12372652918048976,2024-05-10 18:34:05.821052,2024-05-10 18:34:19.529994,0 days 00:00:13.708942,30,82,112,6,COMPLETE
312,312,-0.15080637629071353,0.12348248560707864,2024-05-10 18:34:19.534681,2024-05-10 18:34:30.072007,0 days 00:00:10.537326,11,21,37,6,COMPLETE
313,313,0.18969326846809592,0.1051679353350264,2024-05-10 18:34:30.072007,2024-05-10 18:34:43.780150,0 days 00:00:13.708143,30,154,181,6,COMPLETE
314,314,-0.1858030260400035,0.120835035198457,2024-05-10 18:34:43.781147,2024-05-10 18:34:55.897180,0 days 00:00:12.116033,99,115,116,6,COMPLETE
315,315,-14.256226323820737,0.38125499615575303,2024-05-10 18:34:55.898933,2024-05-10 18:35:07.697830,0 days 00:00:11.798897,9,114,187,6,COMPLETE
316,316,-0.6657432321574713,0.13678218260665792,2024-05-10 18:35:07.699824,2024-05-10 18:35:13.671009,0 days 00:00:05.971185,31,26,52,6,COMPLETE
317,317,-0.13649949317018983,0.11359832900726181,2024-05-10 18:35:13.677049,2024-05-10 18:35:26.312975,0 days 00:00:12.635926,58,26,52,6,COMPLETE
318,318,0.49108328109591187,0.07343458287558047,2024-05-10 18:35:26.320124,2024-05-10 18:35:37.949546,0 days 00:00:11.629422,51,33,116,6,COMPLETE
319,319,-1.671058747826453,0.19309178257216156,2024-05-10 18:35:37.954781,2024-05-10 18:35:43.180823,0 days 00:00:05.226042,24,41,175,6,COMPLETE
320,320,0.07896764109792578,0.11014548219725404,2024-05-10 18:35:43.185799,2024-05-10 18:35:54.442122,0 days 00:00:11.256323,34,119,181,6,COMPLETE
321,321,0.20105487082226672,0.10139747425034966,2024-05-10 18:35:54.450434,2024-05-10 18:36:01.569307,0 days 00:00:07.118873,47,41,150,6,COMPLETE
322,322,0.16350839331338785,0.1076827904121623,2024-05-10 18:36:01.580281,2024-05-10 18:36:08.488262,0 days 00:00:06.907981,58,120,148,6,COMPLETE
323,323,-0.531050024312344,0.12995860989854496,2024-05-10 18:36:08.496348,2024-05-10 18:36:22.220117,0 days 00:00:13.723769,47,97,129,6,COMPLETE
324,324,-2.867224070756767,0.1795239242795867,2024-05-10 18:36:22.226701,2024-05-10 18:36:31.083088,0 days 00:00:08.856387,30,62,132,6,COMPLETE
325,325,0.444855085264576,0.0851661504048247,2024-05-10 18:36:31.088187,2024-05-10 18:36:41.770240,0 days 00:00:10.682053,71,12,15,6,COMPLETE
326,326,0.15362599025603835,0.10863077036908438,2024-05-10 18:36:41.776490,2024-05-10 18:36:57.697159,0 days 00:00:15.920669,67,112,128,6,COMPLETE
327,327,0.03494873321748324,0.11196671434123773,2024-05-10 18:36:57.702700,2024-05-10 18:37:07.052290,0 days 00:00:09.349590,12,44,88,6,COMPLETE
328,328,0.3336517247102687,0.09582214397013172,2024-05-10 18:37:07.057983,2024-05-10 18:37:15.897779,0 days 00:00:08.839796,56,99,205,6,COMPLETE
329,329,0.07536425657387413,0.10907589134168674,2024-05-10 18:37:15.898776,2024-05-10 18:37:23.949952,0 days 00:00:08.051176,51,37,134,6,COMPLETE
330,330,-1.0529096527406954,0.16831565974600876,2024-05-10 18:37:23.949952,2024-05-10 18:37:29.219274,0 days 00:00:05.269322,25,60,96,6,COMPLETE
331,331,0.08245026593274855,0.11355623285585761,2024-05-10 18:37:29.222994,2024-05-10 18:37:38.356814,0 days 00:00:09.133820,62,56,158,6,COMPLETE
332,332,0.25760275642082103,0.09527368362121721,2024-05-10 18:37:38.360617,2024-05-10 18:37:46.259570,0 days 00:00:07.898953,65,16,164,6,COMPLETE
333,333,-2.648119965578953,0.22173497183846633,2024-05-10 18:37:46.259570,2024-05-10 18:37:51.178338,0 days 00:00:04.918768,25,139,146,6,COMPLETE
334,334,-0.28839817388391437,0.12324041792381828,2024-05-10 18:37:51.181330,2024-05-10 18:38:00.620809,0 days 00:00:09.439479,73,71,181,6,COMPLETE
