,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_window_length,system_attrs_nsga2:generation,state
164,164,-11.927541623822115,6.423121315824114e-05,2024-05-16 12:36:22.097348,2024-05-16 12:36:24.292848,0 days 00:00:02.195500,22,211,3,COMPLETE
165,165,-23.992305586374346,0.00010305875932075046,2024-05-16 12:36:24.293874,2024-05-16 12:36:27.176838,0 days 00:00:02.882964,98,154,3,COMPLETE
166,166,-4.729430780259348,4.650027692404001e-05,2024-05-16 12:36:27.178913,2024-05-16 12:36:29.325867,0 days 00:00:02.146954,12,116,3,COMPLETE
167,167,-4.902264170638249,4.71960294270441e-05,2024-05-16 12:36:29.335778,2024-05-16 12:36:31.425238,0 days 00:00:02.089460,12,175,3,COMPLETE
168,168,-13.870998238824933,7.741391562733773e-05,2024-05-16 12:36:31.427602,2024-05-16 12:36:33.850704,0 days 00:00:02.423102,50,143,3,COMPLETE
169,169,-13.990259878593756,7.442474806792566e-05,2024-05-16 12:36:33.854063,2024-05-16 12:36:36.139751,0 days 00:00:02.285688,49,111,3,COMPLETE
170,170,-28.928056194713008,0.00010355512297026961,2024-05-16 12:36:36.146183,2024-05-16 12:36:38.905205,0 days 00:00:02.759022,96,209,3,COMPLETE
171,171,-115.65292742974444,0.00018900164232644323,2024-05-16 12:36:38.914217,2024-05-16 12:36:41.554789,0 days 00:00:02.640572,70,203,3,COMPLETE
172,172,-4.709335086724993,4.6425661964769475e-05,2024-05-16 12:36:41.563810,2024-05-16 12:36:43.511901,0 days 00:00:01.948091,6,47,3,COMPLETE
173,173,-10.261283741696866,6.164099822104894e-05,2024-05-16 12:36:43.514470,2024-05-16 12:36:45.568656,0 days 00:00:02.054186,5,27,3,COMPLETE
174,174,-15.862847760384701,8.337731134885537e-05,2024-05-16 12:36:45.570454,2024-05-16 12:36:48.085480,0 days 00:00:02.515026,64,62,3,COMPLETE
175,175,-35.88024473987343,0.00012194865071669166,2024-05-16 12:36:48.089907,2024-05-16 12:36:50.891236,0 days 00:00:02.801329,86,88,3,COMPLETE
176,176,-40.18555422918053,8.817922535713538e-05,2024-05-16 12:36:50.894434,2024-05-16 12:36:52.967448,0 days 00:00:02.073014,10,111,3,COMPLETE
177,177,-23.16135393647486,9.678816005361787e-05,2024-05-16 12:36:52.975301,2024-05-16 12:36:55.483027,0 days 00:00:02.507726,72,14,3,COMPLETE
178,178,-4.492782993460691,4.5434114987244416e-05,2024-05-16 12:36:55.486110,2024-05-16 12:36:57.673383,0 days 00:00:02.187273,9,158,3,COMPLETE
179,179,-4.579323747905109,4.581620669798104e-05,2024-05-16 12:36:57.676078,2024-05-16 12:36:59.881274,0 days 00:00:02.205196,10,174,3,COMPLETE
180,180,-40.77469284695347,8.808452796960111e-05,2024-05-16 12:36:59.882271,2024-05-16 12:37:01.854637,0 days 00:00:01.972366,6,73,3,COMPLETE
181,181,-32.75521502174765,0.00011655804901285263,2024-05-16 12:37:01.856174,2024-05-16 12:37:04.311673,0 days 00:00:02.455499,96,116,3,COMPLETE
182,182,-21.05054205919879,9.719218877100543e-05,2024-05-16 12:37:04.321693,2024-05-16 12:37:06.859611,0 days 00:00:02.537918,90,166,3,COMPLETE
183,183,-4.797985756795684,4.667586726582641e-05,2024-05-16 12:37:06.861790,2024-05-16 12:37:08.892965,0 days 00:00:02.031175,9,70,3,COMPLETE
184,184,-8.097246511842082,5.6548335492543714e-05,2024-05-16 12:37:08.899224,2024-05-16 12:37:11.153605,0 days 00:00:02.254381,21,111,3,COMPLETE
185,185,-16.66668287385302,6.888372154141789e-05,2024-05-16 12:37:11.157858,2024-05-16 12:37:13.477867,0 days 00:00:02.320009,10,207,3,COMPLETE
186,186,-14.548888242319123,6.885226090978893e-05,2024-05-16 12:37:13.480241,2024-05-16 12:37:15.989436,0 days 00:00:02.509195,26,12,3,COMPLETE
187,187,-4.505175158205896,4.504698104116706e-05,2024-05-16 12:37:15.998307,2024-05-16 12:37:18.376215,0 days 00:00:02.377908,14,97,3,COMPLETE
188,188,-3.164501718299376,3.79826288698507e-05,2024-05-16 12:37:18.378208,2024-05-16 12:37:20.356687,0 days 00:00:01.978479,6,4,3,COMPLETE
189,189,-9.306918479861567,6.001119095217821e-05,2024-05-16 12:37:20.360546,2024-05-16 12:37:22.957854,0 days 00:00:02.597308,23,20,3,COMPLETE
190,190,-11.137201981372549,7.042898883955857e-05,2024-05-16 12:37:22.963117,2024-05-16 12:37:25.127090,0 days 00:00:02.163973,40,56,3,COMPLETE
191,191,-15.63729370946831,7.996597504541687e-05,2024-05-16 12:37:25.133282,2024-05-16 12:37:27.635165,0 days 00:00:02.501883,53,75,3,COMPLETE
192,192,-5.444271976785785,4.952995303677955e-05,2024-05-16 12:37:27.640599,2024-05-16 12:37:29.813039,0 days 00:00:02.172440,17,144,3,COMPLETE
193,193,-200.567616233694,0.0002104054150123276,2024-05-16 12:37:29.813972,2024-05-16 12:37:32.914157,0 days 00:00:03.100185,87,45,3,COMPLETE
194,194,-4.101777927230091,4.39331525837909e-05,2024-05-16 12:37:32.917148,2024-05-16 12:37:35.157618,0 days 00:00:02.240470,6,58,3,COMPLETE
195,195,-5.261240261178955,4.857836357307407e-05,2024-05-16 12:37:35.160167,2024-05-16 12:37:37.445681,0 days 00:00:02.285514,3,62,3,COMPLETE
196,196,-4.960564578428437,4.785236624379176e-05,2024-05-16 12:37:37.446999,2024-05-16 12:37:39.561651,0 days 00:00:02.114652,18,203,3,COMPLETE
197,197,-4.6843440645554795,4.6205855428045756e-05,2024-05-16 12:37:39.578023,2024-05-16 12:37:41.593969,0 days 00:00:02.015946,3,20,3,COMPLETE
198,198,-13.327983127002067,7.744747486846979e-05,2024-05-16 12:37:41.609791,2024-05-16 12:37:43.837761,0 days 00:00:02.227970,34,62,3,COMPLETE
199,199,-4.236391207886953,4.4523255774044895e-05,2024-05-16 12:37:43.840389,2024-05-16 12:37:45.951865,0 days 00:00:02.111476,6,189,3,COMPLETE
200,200,-6.283866106298606,5.178620104569327e-05,2024-05-16 12:37:45.954228,2024-05-16 12:37:48.152376,0 days 00:00:02.198148,3,116,4,COMPLETE
201,201,-8.623184433850614,5.619565340841935e-05,2024-05-16 12:37:48.154643,2024-05-16 12:37:50.374260,0 days 00:00:02.219617,12,178,4,COMPLETE
202,202,-91.49411821037147,8.75231052218667e-05,2024-05-16 12:37:50.381471,2024-05-16 12:37:52.509082,0 days 00:00:02.127611,5,154,4,COMPLETE
203,203,-4.358690807671053,4.489611698254678e-05,2024-05-16 12:37:52.512650,2024-05-16 12:37:54.530118,0 days 00:00:02.017468,10,19,4,COMPLETE
204,204,-23.332357568377414,0.00010077165762267757,2024-05-16 12:37:54.531469,2024-05-16 12:37:57.187921,0 days 00:00:02.656452,90,71,4,COMPLETE
205,205,-4.844863121683921,4.482455650711374e-05,2024-05-16 12:37:57.191172,2024-05-16 12:37:59.350073,0 days 00:00:02.158901,10,73,4,COMPLETE
206,206,-4.459282024813546,4.464051591951839e-05,2024-05-16 12:37:59.352068,2024-05-16 12:38:01.519341,0 days 00:00:02.167273,16,56,4,COMPLETE
207,207,-5.661460452279021,5.0518504255521914e-05,2024-05-16 12:38:01.520712,2024-05-16 12:38:03.985423,0 days 00:00:02.464711,23,71,4,COMPLETE
208,208,-19.78128749070265,9.127759631378574e-05,2024-05-16 12:38:03.989195,2024-05-16 12:38:06.383875,0 days 00:00:02.394680,59,70,4,COMPLETE
209,209,-19.409928207717,9.139048345225192e-05,2024-05-16 12:38:06.398202,2024-05-16 12:38:09.479659,0 days 00:00:03.081457,84,109,4,COMPLETE
210,210,-69.53236872690556,0.00012660837678194506,2024-05-16 12:38:09.483797,2024-05-16 12:38:11.664842,0 days 00:00:02.181045,18,154,4,COMPLETE
211,211,-4.945019229726902,4.6890225731230576e-05,2024-05-16 12:38:11.674067,2024-05-16 12:38:13.700123,0 days 00:00:02.026056,6,4,4,COMPLETE
212,212,-3.9777116395157095,4.224679855049629e-05,2024-05-16 12:38:13.703570,2024-05-16 12:38:15.962950,0 days 00:00:02.259380,12,89,4,COMPLETE
213,213,-21.93840862884526,9.909688688711328e-05,2024-05-16 12:38:15.968056,2024-05-16 12:38:18.577471,0 days 00:00:02.609415,66,92,4,COMPLETE
214,214,-15.44374482088297,8.262290648135509e-05,2024-05-16 12:38:18.589044,2024-05-16 12:38:20.991495,0 days 00:00:02.402451,43,74,4,COMPLETE
215,215,-3.3553004370636152,4.017795761336348e-05,2024-05-16 12:38:20.993115,2024-05-16 12:38:23.259662,0 days 00:00:02.266547,14,26,4,COMPLETE
216,216,-17.560229659880967,8.252319080906853e-05,2024-05-16 12:38:23.265940,2024-05-16 12:38:25.724275,0 days 00:00:02.458335,42,27,4,COMPLETE
217,217,-4.03121392068549,4.31173960520772e-05,2024-05-16 12:38:25.735924,2024-05-16 12:38:27.734285,0 days 00:00:01.998361,6,16,4,COMPLETE
218,218,-29.0694995385462,0.00011305870132076626,2024-05-16 12:38:27.738862,2024-05-16 12:38:30.106222,0 days 00:00:02.367360,98,149,4,COMPLETE
219,219,-23.77836110855828,0.00010264779767395869,2024-05-16 12:38:30.107220,2024-05-16 12:38:33.122126,0 days 00:00:03.014906,99,8,4,COMPLETE
220,220,-48.80224965792276,0.00010626556878940174,2024-05-16 12:38:33.137666,2024-05-16 12:38:35.570895,0 days 00:00:02.433229,62,208,4,COMPLETE
221,221,-4.431654043873136,4.531894937732791e-05,2024-05-16 12:38:35.583138,2024-05-16 12:38:37.486684,0 days 00:00:01.903546,6,56,4,COMPLETE
222,222,-5.361610044297875,4.8422070528745846e-05,2024-05-16 12:38:37.491960,2024-05-16 12:38:39.619787,0 days 00:00:02.127827,12,8,4,COMPLETE
223,223,-9.96046613765931,6.388635934612513e-05,2024-05-16 12:38:39.623893,2024-05-16 12:38:41.884768,0 days 00:00:02.260875,29,15,4,COMPLETE
224,224,-13.69865515769185,7.08292893531153e-05,2024-05-16 12:38:41.900049,2024-05-16 12:38:44.783120,0 days 00:00:02.883071,69,71,4,COMPLETE
225,225,-4.302677765259568,4.448352271604684e-05,2024-05-16 12:38:44.786516,2024-05-16 12:38:46.789615,0 days 00:00:02.003099,14,106,4,COMPLETE
226,226,-4.609656353719055,4.5780109153588964e-05,2024-05-16 12:38:46.792018,2024-05-16 12:38:48.998284,0 days 00:00:02.206266,14,177,4,COMPLETE
227,227,-144.97806526877557,0.00018177277851038885,2024-05-16 12:38:49.001882,2024-05-16 12:38:51.500293,0 days 00:00:02.498411,96,209,4,COMPLETE
228,228,-154.78962893635102,0.0001378353995375002,2024-05-16 12:38:51.515072,2024-05-16 12:38:53.761855,0 days 00:00:02.246783,7,211,4,COMPLETE
229,229,-4.41124677143122,4.524277125984512e-05,2024-05-16 12:38:53.764196,2024-05-16 12:38:55.710461,0 days 00:00:01.946265,7,154,4,COMPLETE
230,230,-15.64536043523887,7.484589794807197e-05,2024-05-16 12:38:55.712004,2024-05-16 12:38:57.927061,0 days 00:00:02.215057,45,163,4,COMPLETE
231,231,-5.906762761633673,5.071318262513995e-05,2024-05-16 12:38:57.931532,2024-05-16 12:39:00.068949,0 days 00:00:02.137417,12,8,4,COMPLETE
232,232,-5.143127860378109,4.796530527203976e-05,2024-05-16 12:39:00.070767,2024-05-16 12:39:02.330716,0 days 00:00:02.259949,12,124,4,COMPLETE
233,233,-4.5933369172472425,4.59675926706897e-05,2024-05-16 12:39:02.333389,2024-05-16 12:39:04.340510,0 days 00:00:02.007121,5,93,4,COMPLETE
234,234,-4.606726521065418,4.6093196868979256e-05,2024-05-16 12:39:04.344152,2024-05-16 12:39:06.324566,0 days 00:00:01.980414,14,97,4,COMPLETE
235,235,-7.652647697694725,5.475964748376449e-05,2024-05-16 12:39:06.330499,2024-05-16 12:39:08.223098,0 days 00:00:01.892599,12,58,4,COMPLETE
236,236,-24.34343277312106,9.017222495371045e-05,2024-05-16 12:39:08.231253,2024-05-16 12:39:10.628544,0 days 00:00:02.397291,49,201,4,COMPLETE
237,237,-3.4825481807028593,3.94858087477946e-05,2024-05-16 12:39:10.631969,2024-05-16 12:39:12.614215,0 days 00:00:01.982246,9,76,4,COMPLETE
238,238,-42.98720892756856,0.00012000765132546983,2024-05-16 12:39:12.616424,2024-05-16 12:39:14.785897,0 days 00:00:02.169473,65,58,4,COMPLETE
239,239,-6.312995517551049,5.057856308770448e-05,2024-05-16 12:39:14.787866,2024-05-16 12:39:16.833943,0 days 00:00:02.046077,14,97,4,COMPLETE
240,240,-24.286685279478174,0.00010389520123532309,2024-05-16 12:39:16.835937,2024-05-16 12:39:19.301535,0 days 00:00:02.465598,97,185,4,COMPLETE
241,241,-6.51031447630619,5.470933556037572e-05,2024-05-16 12:39:19.308264,2024-05-16 12:39:21.283924,0 days 00:00:01.975660,22,182,4,COMPLETE
242,242,-19.90818729769205,9.24631526188735e-05,2024-05-16 12:39:21.292475,2024-05-16 12:39:24.052686,0 days 00:00:02.760211,75,115,4,COMPLETE
243,243,-78.42420930187288,0.00013577537675791402,2024-05-16 12:39:24.056840,2024-05-16 12:39:27.146173,0 days 00:00:03.089333,92,202,4,COMPLETE
244,244,-5.264716456872657,4.914359865254447e-05,2024-05-16 12:39:27.149599,2024-05-16 12:39:29.506578,0 days 00:00:02.356979,18,106,4,COMPLETE
245,245,-4.476859226659649,4.5501515011062e-05,2024-05-16 12:39:29.510752,2024-05-16 12:39:31.794043,0 days 00:00:02.283291,7,112,4,COMPLETE
246,246,-10.475629452927624,6.65940048824309e-05,2024-05-16 12:39:31.797121,2024-05-16 12:39:34.263839,0 days 00:00:02.466718,46,141,4,COMPLETE
247,247,-4.598573927425952,4.596007500798757e-05,2024-05-16 12:39:34.265449,2024-05-16 12:39:36.541381,0 days 00:00:02.275932,8,204,4,COMPLETE
248,248,-838.0170441787225,0.00018225559015712514,2024-05-16 12:39:36.543343,2024-05-16 12:39:38.830137,0 days 00:00:02.286794,12,184,4,COMPLETE
249,249,-4.562520765906436,4.583154413430963e-05,2024-05-16 12:39:38.832133,2024-05-16 12:39:41.033388,0 days 00:00:02.201255,5,89,4,COMPLETE
250,250,-4.39580240042344,4.5086240941920524e-05,2024-05-16 12:39:41.036381,2024-05-16 12:39:43.255577,0 days 00:00:02.219196,6,96,5,COMPLETE
251,251,-12.496880112360161,6.625399681541697e-05,2024-05-16 12:39:43.257061,2024-05-16 12:39:46.361887,0 days 00:00:03.104826,23,154,5,COMPLETE
252,252,-10.084773643865706,6.675794898970328e-05,2024-05-16 12:39:46.370407,2024-05-16 12:39:48.779794,0 days 00:00:02.409387,37,141,5,COMPLETE
253,253,-24.739556355497015,8.888202254436996e-05,2024-05-16 12:39:48.785816,2024-05-16 12:39:51.809677,0 days 00:00:03.023861,63,19,5,COMPLETE
254,254,-4.574289938684474,4.590173529113688e-05,2024-05-16 12:39:51.813565,2024-05-16 12:39:53.888014,0 days 00:00:02.074449,5,209,5,COMPLETE
255,255,-4.4208719669984005,4.5212245159899604e-05,2024-05-16 12:39:53.889806,2024-05-16 12:39:55.897755,0 days 00:00:02.007949,6,123,5,COMPLETE
256,256,-5.2613980802634925,4.838740358036844e-05,2024-05-16 12:39:55.900547,2024-05-16 12:39:57.884476,0 days 00:00:01.983929,10,190,5,COMPLETE
257,257,-3.5332918517831033,3.982306614979045e-05,2024-05-16 12:39:57.898265,2024-05-16 12:39:59.966877,0 days 00:00:02.068612,7,185,5,COMPLETE
258,258,-17.12237323729891,8.57796893987646e-05,2024-05-16 12:39:59.969349,2024-05-16 12:40:02.365785,0 days 00:00:02.396436,55,56,5,COMPLETE
259,259,-4.430350166641502,4.53779814162177e-05,2024-05-16 12:40:02.371861,2024-05-16 12:40:04.404916,0 days 00:00:02.033055,7,211,5,COMPLETE
260,260,-18.051955458368248,8.507012104817826e-05,2024-05-16 12:40:04.406578,2024-05-16 12:40:07.425348,0 days 00:00:03.018770,65,56,5,COMPLETE
261,261,-4.589783134637154,4.595155339027261e-05,2024-05-16 12:40:07.426593,2024-05-16 12:40:09.518486,0 days 00:00:02.091893,5,71,5,COMPLETE
262,262,-4.593425316807718,4.5952613717082955e-05,2024-05-16 12:40:09.520999,2024-05-16 12:40:11.645440,0 days 00:00:02.124441,11,182,5,COMPLETE
263,263,-18.018651484683712,8.372760091183884e-05,2024-05-16 12:40:11.648166,2024-05-16 12:40:14.244624,0 days 00:00:02.596458,74,48,5,COMPLETE
264,264,-18.113249525383615,8.894265933046008e-05,2024-05-16 12:40:14.246811,2024-05-16 12:40:16.591834,0 days 00:00:02.345023,54,58,5,COMPLETE
265,265,-4.3818376749383345,4.5254991847218104e-05,2024-05-16 12:40:16.593232,2024-05-16 12:40:18.660872,0 days 00:00:02.067640,15,213,5,COMPLETE
266,266,-26.206758675798465,0.00010623364700642878,2024-05-16 12:40:18.662581,2024-05-16 12:40:21.167422,0 days 00:00:02.504841,78,116,5,COMPLETE
267,267,-20.877600851697757,9.455132033655335e-05,2024-05-16 12:40:21.169416,2024-05-16 12:40:23.805610,0 days 00:00:02.636194,88,89,5,COMPLETE
268,268,-5.001337726522743,4.756091455360251e-05,2024-05-16 12:40:23.818644,2024-05-16 12:40:26.006622,0 days 00:00:02.187978,4,56,5,COMPLETE
269,269,-9.111200270966496,5.717115775260768e-05,2024-05-16 12:40:26.009355,2024-05-16 12:40:28.320949,0 days 00:00:02.311594,33,73,5,COMPLETE
270,270,-8.777514342315182,6.22388302091482e-05,2024-05-16 12:40:28.325198,2024-05-16 12:40:30.355675,0 days 00:00:02.030477,30,53,5,COMPLETE
271,271,-18.926691132476464,9.030372449961005e-05,2024-05-16 12:40:30.369190,2024-05-16 12:40:32.719000,0 days 00:00:02.349810,93,70,5,COMPLETE
272,272,-4.886381579708872,4.683325574966323e-05,2024-05-16 12:40:32.722985,2024-05-16 12:40:34.692589,0 days 00:00:01.969604,10,154,5,COMPLETE
273,273,-24.680274125391666,0.0001050094603835425,2024-05-16 12:40:34.697257,2024-05-16 12:40:37.150357,0 days 00:00:02.453100,72,203,5,COMPLETE
274,274,-4.357320476223061,4.499811924145279e-05,2024-05-16 12:40:37.152441,2024-05-16 12:40:39.098697,0 days 00:00:01.946256,6,203,5,COMPLETE
275,275,-5.230344555759734,4.640521799263916e-05,2024-05-16 12:40:39.101613,2024-05-16 12:40:41.846997,0 days 00:00:02.745384,21,8,5,COMPLETE
276,276,-4.060185006218289,4.2719899066135934e-05,2024-05-16 12:40:41.849457,2024-05-16 12:40:43.879798,0 days 00:00:02.030341,3,40,5,COMPLETE
277,277,-11.16063058484701,6.757495621983164e-05,2024-05-16 12:40:43.884987,2024-05-16 12:40:46.314253,0 days 00:00:02.429266,47,124,5,COMPLETE
278,278,-4.198726707677164,4.220524321261857e-05,2024-05-16 12:40:46.316040,2024-05-16 12:40:48.678617,0 days 00:00:02.362577,21,112,5,COMPLETE
279,279,-4.379411444232302,4.5051250100068096e-05,2024-05-16 12:40:48.680493,2024-05-16 12:40:50.710005,0 days 00:00:02.029512,9,144,5,COMPLETE
280,280,-6.103405044110888,5.1015457477718514e-05,2024-05-16 12:40:50.711032,2024-05-16 12:40:52.978845,0 days 00:00:02.267813,3,24,5,COMPLETE
281,281,-7.021642561681365,5.545928538220118e-05,2024-05-16 12:40:52.979880,2024-05-16 12:40:55.342295,0 days 00:00:02.362415,21,84,5,COMPLETE
282,282,-30.608780857965208,0.0001120943149568818,2024-05-16 12:40:55.348410,2024-05-16 12:40:57.874560,0 days 00:00:02.526150,94,189,5,COMPLETE
283,283,-4.1176242690641205,4.378891343138157e-05,2024-05-16 12:40:57.882300,2024-05-16 12:41:00.046577,0 days 00:00:02.164277,12,148,5,COMPLETE
284,284,-4.604798546728648,4.59828187777862e-05,2024-05-16 12:41:00.051025,2024-05-16 12:41:02.130172,0 days 00:00:02.079147,9,189,5,COMPLETE
285,285,-266.4942002938668,0.00021549960844738418,2024-05-16 12:41:02.137122,2024-05-16 12:41:04.914460,0 days 00:00:02.777338,71,160,5,COMPLETE
286,286,-66.70416409377768,0.00010187025082122888,2024-05-16 12:41:04.915786,2024-05-16 12:41:07.139359,0 days 00:00:02.223573,12,204,5,COMPLETE
287,287,-17.45898202878348,8.626123415680948e-05,2024-05-16 12:41:07.146126,2024-05-16 12:41:09.685805,0 days 00:00:02.539679,66,71,5,COMPLETE
288,288,-5.1473344914194055,4.822948502688713e-05,2024-05-16 12:41:09.687998,2024-05-16 12:41:12.063172,0 days 00:00:02.375174,18,4,5,COMPLETE
289,289,-4.671779642523477,4.5838427141582565e-05,2024-05-16 12:41:12.073019,2024-05-16 12:41:14.108269,0 days 00:00:02.035250,9,115,5,COMPLETE
290,290,-5.201763254117736,4.670562036007706e-05,2024-05-16 12:41:14.113369,2024-05-16 12:41:16.332885,0 days 00:00:02.219516,15,19,5,COMPLETE
291,291,-5.034726065452784,4.610549115952889e-05,2024-05-16 12:41:16.341749,2024-05-16 12:41:18.452049,0 days 00:00:02.110300,5,138,5,COMPLETE
292,292,-5.320450744492929,4.726485518730171e-05,2024-05-16 12:41:18.456178,2024-05-16 12:41:20.676797,0 days 00:00:02.220619,6,58,5,COMPLETE
293,293,-54.840733792448965,0.00014034453575891595,2024-05-16 12:41:20.681082,2024-05-16 12:41:23.337967,0 days 00:00:02.656885,78,38,5,COMPLETE
294,294,-4.852841067689025,4.7035079278734564e-05,2024-05-16 12:41:23.344578,2024-05-16 12:41:25.312375,0 days 00:00:01.967797,10,206,5,COMPLETE
295,295,-11.498752216707434,7.238515096057162e-05,2024-05-16 12:41:25.321578,2024-05-16 12:41:27.747077,0 days 00:00:02.425499,44,4,5,COMPLETE
296,296,-23.34899577703126,0.00010166004666496716,2024-05-16 12:41:27.749072,2024-05-16 12:41:30.378967,0 days 00:00:02.629895,73,58,5,COMPLETE
297,297,-16.74970332040545,8.526277799147242e-05,2024-05-16 12:41:30.381032,2024-05-16 12:41:33.457787,0 days 00:00:03.076755,66,182,5,COMPLETE
298,298,-4.347350822787738,4.501534020686044e-05,2024-05-16 12:41:33.460107,2024-05-16 12:41:35.418418,0 days 00:00:01.958311,6,58,5,COMPLETE
299,299,-26.97445532024696,0.0001051146446582318,2024-05-16 12:41:35.422574,2024-05-16 12:41:38.036534,0 days 00:00:02.613960,74,124,5,COMPLETE
300,300,-4.5636634514553025,4.590973624908212e-05,2024-05-16 12:41:38.039767,2024-05-16 12:41:40.137124,0 days 00:00:02.097357,7,132,6,COMPLETE
301,301,-4.311931498901577,4.4565917476306866e-05,2024-05-16 12:41:40.138209,2024-05-16 12:41:42.372058,0 days 00:00:02.233849,12,148,6,COMPLETE
302,302,-15.152638422936974,7.92976872723597e-05,2024-05-16 12:41:42.376821,2024-05-16 12:41:44.988076,0 days 00:00:02.611255,44,11,6,COMPLETE
303,303,-4.420073469237673,4.4846897503960796e-05,2024-05-16 12:41:44.991814,2024-05-16 12:41:47.057018,0 days 00:00:02.065204,7,185,6,COMPLETE
304,304,-22.718438918721457,9.980641853576025e-05,2024-05-16 12:41:47.058848,2024-05-16 12:41:49.882814,0 days 00:00:02.823966,79,71,6,COMPLETE
305,305,-4.383664376095913,4.5083160982611534e-05,2024-05-16 12:41:49.884988,2024-05-16 12:41:51.883894,0 days 00:00:01.998906,5,68,6,COMPLETE
306,306,-5.370584030875699,4.894418455549817e-05,2024-05-16 12:41:51.895752,2024-05-16 12:41:53.832979,0 days 00:00:01.937227,3,40,6,COMPLETE
307,307,-4.495120323143064,4.554935097376665e-05,2024-05-16 12:41:53.834985,2024-05-16 12:41:55.955599,0 days 00:00:02.120614,6,58,6,COMPLETE
308,308,-3.9757676293754742,4.1759000994237046e-05,2024-05-16 12:41:55.960431,2024-05-16 12:41:58.392416,0 days 00:00:02.431985,21,112,6,COMPLETE
309,309,-20.69649867163892,9.63831615958661e-05,2024-05-16 12:41:58.393414,2024-05-16 12:42:01.246489,0 days 00:00:02.853075,66,124,6,COMPLETE
310,310,-7.605238208321647,5.213687079050984e-05,2024-05-16 12:42:01.247754,2024-05-16 12:42:03.706038,0 days 00:00:02.458284,22,12,6,COMPLETE
311,311,-4.660190941753923,4.621713386626617e-05,2024-05-16 12:42:03.708441,2024-05-16 12:42:05.828611,0 days 00:00:02.120170,12,124,6,COMPLETE
312,312,-8.304801881581959,5.31690567234452e-05,2024-05-16 12:42:05.830853,2024-05-16 12:42:07.821897,0 days 00:00:01.991044,4,54,6,COMPLETE
313,313,-4.830210456557687,4.7041776403241746e-05,2024-05-16 12:42:07.824024,2024-05-16 12:42:09.992591,0 days 00:00:02.168567,7,211,6,COMPLETE
314,314,-5.045123726866814,4.7523667455093953e-05,2024-05-16 12:42:09.996944,2024-05-16 12:42:12.075129,0 days 00:00:02.078185,7,185,6,COMPLETE
315,315,-5.081759620166528,4.790859505066499e-05,2024-05-16 12:42:12.084430,2024-05-16 12:42:14.311911,0 days 00:00:02.227481,14,26,6,COMPLETE
316,316,-24.99666125148774,0.0001007531272006323,2024-05-16 12:42:14.313618,2024-05-16 12:42:17.154128,0 days 00:00:02.840510,81,154,6,COMPLETE
317,317,-22.443880784268675,8.550080721858769e-05,2024-05-16 12:42:17.157437,2024-05-16 12:42:19.637249,0 days 00:00:02.479812,43,185,6,COMPLETE
318,318,-3.9285285762041284,4.3023461537123025e-05,2024-05-16 12:42:19.649267,2024-05-16 12:42:21.803976,0 days 00:00:02.154709,15,19,6,COMPLETE
319,319,-15.210008256291271,8.088340045785792e-05,2024-05-16 12:42:21.808190,2024-05-16 12:42:24.286200,0 days 00:00:02.478010,54,135,6,COMPLETE
320,320,-4.574796686245058,4.589308379801184e-05,2024-05-16 12:42:24.301849,2024-05-16 12:42:26.380269,0 days 00:00:02.078420,6,58,6,COMPLETE
321,321,-84.02778883286851,0.0001107505831275405,2024-05-16 12:42:26.382732,2024-05-16 12:42:28.784704,0 days 00:00:02.401972,14,212,6,COMPLETE
322,322,-4.541698935320274,4.5732864832674464e-05,2024-05-16 12:42:28.786698,2024-05-16 12:42:30.937637,0 days 00:00:02.150939,15,187,6,COMPLETE
323,323,-5772.477030534227,0.0007457440705681715,2024-05-16 12:42:30.942588,2024-05-16 12:42:33.870122,0 days 00:00:02.927534,71,160,6,COMPLETE
324,324,-3.7660507582481144,4.183292813813227e-05,2024-05-16 12:42:33.877108,2024-05-16 12:42:35.850932,0 days 00:00:01.973824,7,19,6,COMPLETE
325,325,-4.77773699442671,4.704649342314686e-05,2024-05-16 12:42:35.852486,2024-05-16 12:42:37.938988,0 days 00:00:02.086502,18,193,6,COMPLETE
326,326,-18.169628747945488,8.545858314901766e-05,2024-05-16 12:42:37.941024,2024-05-16 12:42:40.145901,0 days 00:00:02.204877,65,122,6,COMPLETE
327,327,-36.87815120853837,8.5160332951243e-05,2024-05-16 12:42:40.156585,2024-05-16 12:42:42.161635,0 days 00:00:02.005050,7,78,6,COMPLETE
328,328,-7.808638664842708,5.763941443664752e-05,2024-05-16 12:42:42.169860,2024-05-16 12:42:44.560645,0 days 00:00:02.390785,25,13,6,COMPLETE
329,329,-4.044651121748551,4.356173038705355e-05,2024-05-16 12:42:44.563846,2024-05-16 12:42:46.742053,0 days 00:00:02.178207,7,116,6,COMPLETE
330,330,-4.341141874144297,4.4939979075220465e-05,2024-05-16 12:42:46.745311,2024-05-16 12:42:48.891059,0 days 00:00:02.145748,6,66,6,COMPLETE
331,331,-991.2776402670668,0.000201965882696691,2024-05-16 12:42:48.898652,2024-05-16 12:42:51.027233,0 days 00:00:02.128581,12,71,6,COMPLETE
332,332,-16.93543460850021,6.778623444628434e-05,2024-05-16 12:42:51.029228,2024-05-16 12:42:53.230885,0 days 00:00:02.201657,7,36,6,COMPLETE
