,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_smoothing_level,params_smoothing_trend,params_use_boxcox,system_attrs_nsga2:generation,state
499,499,0.16947824618047264,0.0981414428061668,2024-05-16 08:43:36.916222,2024-05-16 08:43:38.783717,0 days 00:00:01.867495,85,0.8965634370266353,0.4114277405311313,False,9,COMPLETE
500,500,0.06378585889459824,0.1129951959979186,2024-05-16 08:43:38.784714,2024-05-16 08:43:42.565114,0 days 00:00:03.780400,41,0.9406191855923828,0.7921712658552167,False,10,COMPLETE
501,501,-0.9413207625099849,0.14605941186988566,2024-05-16 08:43:42.567107,2024-05-16 08:43:44.405286,0 days 00:00:01.838179,49,0.9529713514881277,0.36060264397280317,False,10,COMPLETE
502,502,-0.1360622638228916,0.10791719620745914,2024-05-16 08:43:44.407281,2024-05-16 08:43:47.531543,0 days 00:00:03.124262,58,0.7949874873712804,0.7921712658552167,False,10,COMPLETE
503,503,-2.3684369694721323,0.20455633282378663,2024-05-16 08:43:47.532539,2024-05-16 08:43:49.885801,0 days 00:00:02.353262,51,0.11896190011159113,0.9942650952488297,True,10,COMPLETE
504,504,0.04984769714483126,0.11357794875846619,2024-05-16 08:43:49.887795,2024-05-16 08:43:54.883269,0 days 00:00:04.995474,58,0.8815382014493156,0.9942650952488297,False,10,COMPLETE
505,505,-0.3545192426059174,0.13440741917097102,2024-05-16 08:43:54.885308,2024-05-16 08:43:58.011751,0 days 00:00:03.126443,99,0.7010900462694593,0.09529769336515159,True,10,COMPLETE
506,506,-0.3822061591939959,0.1341114757274727,2024-05-16 08:43:58.014744,2024-05-16 08:44:00.204274,0 days 00:00:02.189530,45,0.8815382014493156,0.4114277405311313,False,10,COMPLETE
507,507,-0.5261196013061715,0.14371796902313796,2024-05-16 08:44:00.205271,2024-05-16 08:44:02.840406,0 days 00:00:02.635135,45,0.8963994392275162,0.7921712658552167,False,10,COMPLETE
508,508,-0.12583330719994743,0.11542875568209518,2024-05-16 08:44:02.842401,2024-05-16 08:44:06.021721,0 days 00:00:03.179320,52,0.5009401569421854,0.4218919131144234,False,10,COMPLETE
509,509,-3.4486493939397427,0.216559366446967,2024-05-16 08:44:06.022718,2024-05-16 08:44:07.713953,0 days 00:00:01.691235,52,0.2885729837892872,0.6156340061396348,True,10,COMPLETE
510,510,0.12187116503108422,0.10846768051345831,2024-05-16 08:44:07.714951,2024-05-16 08:44:10.979512,0 days 00:00:03.264561,85,0.4564052776124856,0.18773922746579486,True,10,COMPLETE
511,511,-0.5865174802168649,0.15242759236176356,2024-05-16 08:44:10.980510,2024-05-16 08:44:13.285840,0 days 00:00:02.305330,51,0.39010946805355295,0.9942650952488297,True,10,COMPLETE
512,512,0.5418285999069262,0.07660378065251985,2024-05-16 08:44:13.287835,2024-05-16 08:44:17.120163,0 days 00:00:03.832328,51,0.7949874873712804,0.7921712658552167,False,10,COMPLETE
513,513,-0.2995919704900582,0.12835380356550757,2024-05-16 08:44:17.122157,2024-05-16 08:44:18.626858,0 days 00:00:01.504701,45,0.44765709965295475,0.4442653057222128,True,10,COMPLETE
514,514,-0.3546782712798688,0.12963685557308352,2024-05-16 08:44:18.627855,2024-05-16 08:44:21.614330,0 days 00:00:02.986475,45,0.8340340806641107,0.18773922746579486,True,10,COMPLETE
515,515,-0.043349247766238094,0.12193139170622284,2024-05-16 08:44:21.615328,2024-05-16 08:44:24.233701,0 days 00:00:02.618373,85,0.7503470129570773,0.38884053796828555,True,10,COMPLETE
516,516,-1.2063555822161116,0.17610064080476065,2024-05-16 08:44:24.235698,2024-05-16 08:44:25.640607,0 days 00:00:01.404909,35,0.7949874873712804,0.4114277405311313,False,10,COMPLETE
517,517,-0.502940070617865,0.14080372108450828,2024-05-16 08:44:25.641985,2024-05-16 08:44:27.074180,0 days 00:00:01.432195,49,0.0747864263093655,0.30341786265659265,False,10,COMPLETE
518,518,-0.16095181598944736,0.1199288478154884,2024-05-16 08:44:27.075794,2024-05-16 08:44:31.465166,0 days 00:00:04.389372,58,0.7949874873712804,0.9942650952488297,False,10,COMPLETE
519,519,0.08039553720022966,0.11258849380024911,2024-05-16 08:44:31.468156,2024-05-16 08:44:34.281908,0 days 00:00:02.813752,93,0.8204618659611462,0.09529769336515159,False,10,COMPLETE
520,520,-0.36877972012665905,0.13164092344905956,2024-05-16 08:44:34.283711,2024-05-16 08:44:36.267406,0 days 00:00:01.983695,99,0.5176565340749589,0.4114277405311313,False,10,COMPLETE
521,521,0.5548184534980186,0.07589141507034183,2024-05-16 08:44:36.268450,2024-05-16 08:44:38.423000,0 days 00:00:02.154550,52,0.8963994392275162,0.21433889234696413,False,10,COMPLETE
522,522,-1.3386532712966388,0.17922519709204893,2024-05-16 08:44:38.423998,2024-05-16 08:44:39.793424,0 days 00:00:01.369426,58,0.8204618659611462,0.4114277405311313,True,10,COMPLETE
523,523,-0.5438286869301768,0.13114986418117242,2024-05-16 08:44:39.794973,2024-05-16 08:44:43.354826,0 days 00:00:03.559853,49,0.7949874873712804,0.4114277405311313,False,10,COMPLETE
524,524,0.49646746200593517,0.08149890940027013,2024-05-16 08:44:43.356820,2024-05-16 08:44:46.097852,0 days 00:00:02.741032,52,0.8965634370266353,0.38884053796828555,False,10,COMPLETE
525,525,0.2817620589092237,0.09898488226554812,2024-05-16 08:44:46.098956,2024-05-16 08:44:50.535634,0 days 00:00:04.436678,45,0.6127370442950446,0.941236161838664,False,10,COMPLETE
526,526,-0.26339044378572724,0.13286486082606902,2024-05-16 08:44:50.537636,2024-05-16 08:44:53.669021,0 days 00:00:03.131385,99,0.7949874873712804,0.38884053796828555,True,10,COMPLETE
527,527,0.0878704918850026,0.11472047220850526,2024-05-16 08:44:53.670710,2024-05-16 08:44:56.471459,0 days 00:00:02.800749,58,0.8204618659611462,0.4114277405311313,False,10,COMPLETE
528,528,-0.18945294925516878,0.12527829047953848,2024-05-16 08:44:56.473329,2024-05-16 08:45:00.330075,0 days 00:00:03.856746,32,0.8815382014493156,0.019326053872824156,True,10,COMPLETE
529,529,-1.3870325251561075,0.16913189036634946,2024-05-16 08:45:00.332099,2024-05-16 08:45:02.628486,0 days 00:00:02.296387,52,0.8815382014493156,0.2782171293982313,False,10,COMPLETE
530,530,-0.5909362769170377,0.13954257166311004,2024-05-16 08:45:02.629586,2024-05-16 08:45:04.744875,0 days 00:00:02.115289,31,0.8815382014493156,0.06693206732750656,True,10,COMPLETE
531,531,0.11873655146775712,0.11039505513764818,2024-05-16 08:45:04.746777,2024-05-16 08:45:07.173432,0 days 00:00:02.426655,45,0.8963994392275162,0.6156340061396348,True,10,COMPLETE
532,532,-0.5462019611655556,0.1441778356855033,2024-05-16 08:45:07.175690,2024-05-16 08:45:08.961745,0 days 00:00:01.786055,45,0.2227934441304279,0.27262932616117297,False,10,COMPLETE
533,533,-0.006755607725224743,0.11223643414034676,2024-05-16 08:45:08.963740,2024-05-16 08:45:10.646052,0 days 00:00:01.682312,19,0.8127156960799414,0.21433889234696413,False,10,COMPLETE
534,534,-1.1453552134942648,0.17544760871754755,2024-05-16 08:45:10.649549,2024-05-16 08:45:11.339742,0 days 00:00:00.690193,51,0.8815382014493156,0.06693206732750656,True,10,COMPLETE
535,535,-0.4744819934365191,0.14044142531368647,2024-05-16 08:45:11.341832,2024-05-16 08:45:12.846032,0 days 00:00:01.504200,52,0.8815382014493156,0.06693206732750656,True,10,COMPLETE
536,536,0.30412476260697974,0.09809574282843843,2024-05-16 08:45:12.849024,2024-05-16 08:45:17.336380,0 days 00:00:04.487356,58,0.8815382014493156,0.6201856047543517,True,10,COMPLETE
537,537,0.27085225616090697,0.10189562013901746,2024-05-16 08:45:17.338375,2024-05-16 08:45:22.589956,0 days 00:00:05.251581,85,0.8965634370266353,0.38884053796828555,False,10,COMPLETE
538,538,-0.2806642374288687,0.13548415418019202,2024-05-16 08:45:22.592310,2024-05-16 08:45:24.986435,0 days 00:00:02.394125,45,0.7949874873712804,0.36060264397280317,False,10,COMPLETE
539,539,0.4335616789488389,0.08777803223007599,2024-05-16 08:45:24.988430,2024-05-16 08:45:28.148224,0 days 00:00:03.159794,56,0.7949874873712804,0.43776005475302393,False,10,COMPLETE
540,540,0.28743400697064825,0.09852932297067521,2024-05-16 08:45:28.150219,2024-05-16 08:45:33.412924,0 days 00:00:05.262705,49,0.7949874873712804,0.36060264397280317,True,10,COMPLETE
541,541,-0.8179189346597703,0.15904620387142743,2024-05-16 08:45:33.414962,2024-05-16 08:45:37.312873,0 days 00:00:03.897911,99,0.07105365376431638,0.27262932616117297,True,10,COMPLETE
542,542,0.34768941762234573,0.09270301844352119,2024-05-16 08:45:37.314051,2024-05-16 08:45:41.063322,0 days 00:00:03.749271,52,0.8127156960799414,0.5024423413760185,False,10,COMPLETE
543,543,0.009297782618764839,0.11883753222770518,2024-05-16 08:45:41.065120,2024-05-16 08:45:45.139416,0 days 00:00:04.074296,58,0.8963994392275162,0.9942650952488297,True,10,COMPLETE
544,544,0.32755966013019344,0.09244363289749637,2024-05-16 08:45:45.141411,2024-05-16 08:45:49.266569,0 days 00:00:04.125158,51,0.8815382014493156,0.20157247336830153,True,10,COMPLETE
545,545,0.15390913571847414,0.1084810676078513,2024-05-16 08:45:49.268556,2024-05-16 08:45:52.816546,0 days 00:00:03.547990,85,0.7961820646575748,0.7584878539858644,True,10,COMPLETE
546,546,0.21510238427702663,0.10570532044027703,2024-05-16 08:45:52.819540,2024-05-16 08:45:58.127016,0 days 00:00:05.307476,85,0.9406191855923828,0.7584878539858644,False,10,COMPLETE
547,547,0.2921508299912972,0.09362175080783987,2024-05-16 08:45:58.129197,2024-05-16 08:46:00.610614,0 days 00:00:02.481417,52,0.8127156960799414,0.4218919131144234,True,10,COMPLETE
548,548,0.15056396467476899,0.10737185165559342,2024-05-16 08:46:00.612609,2024-05-16 08:46:04.751685,0 days 00:00:04.139076,52,0.8127156960799414,0.4114277405311313,False,10,COMPLETE
549,549,0.07214481151384038,0.10733052473752995,2024-05-16 08:46:04.752718,2024-05-16 08:46:07.503551,0 days 00:00:02.750833,99,0.7949874873712804,0.9567823796717667,True,10,COMPLETE
550,550,-0.25749087384944885,0.12930097529630788,2024-05-16 08:46:07.505545,2024-05-16 08:46:11.533390,0 days 00:00:04.027845,45,0.8815382014493156,0.4114277405311313,False,11,COMPLETE
551,551,0.5257005241893378,0.08156415096648702,2024-05-16 08:46:11.534471,2024-05-16 08:46:14.649578,0 days 00:00:03.115107,45,0.7949874873712804,0.4114277405311313,True,11,COMPLETE
552,552,-1.163120843686461,0.1715929588572672,2024-05-16 08:46:14.651398,2024-05-16 08:46:16.255213,0 days 00:00:01.603815,29,0.04312605811916148,0.18773922746579486,False,11,COMPLETE
553,553,-1.824550513809978,0.16891608773028877,2024-05-16 08:46:16.256881,2024-05-16 08:46:19.216235,0 days 00:00:02.959354,5,0.8963994392275162,0.4114277405311313,False,11,COMPLETE
554,554,0.26925749052920256,0.10099278207299214,2024-05-16 08:46:19.218230,2024-05-16 08:46:22.869723,0 days 00:00:03.651493,52,0.95769670358605,0.4218919131144234,True,11,COMPLETE
555,555,0.09709062426330224,0.11095513289693848,2024-05-16 08:46:22.871718,2024-05-16 08:46:26.322435,0 days 00:00:03.450717,99,0.7949874873712804,0.8539968741746727,False,11,COMPLETE
556,556,0.11559567801197304,0.11082985803390381,2024-05-16 08:46:26.324431,2024-05-16 08:46:30.333743,0 days 00:00:04.009312,66,0.8815382014493156,0.21433889234696413,False,11,COMPLETE
557,557,-0.4067896129558942,0.14205805986446335,2024-05-16 08:46:30.335738,2024-05-16 08:46:32.745663,0 days 00:00:02.409925,99,0.7010900462694593,0.7515780733765638,True,11,COMPLETE
558,558,0.17824926841217606,0.1061696730356683,2024-05-16 08:46:32.747657,2024-05-16 08:46:37.654849,0 days 00:00:04.907192,45,0.7949874873712804,0.43776005475302393,True,11,COMPLETE
559,559,0.3652091669415161,0.09168634151585532,2024-05-16 08:46:37.656844,2024-05-16 08:46:42.262867,0 days 00:00:04.606023,96,0.8204618659611462,0.4114277405311313,True,11,COMPLETE
560,560,-0.24428210747553525,0.12432950193660879,2024-05-16 08:46:42.264862,2024-05-16 08:46:43.475023,0 days 00:00:01.210161,58,0.7949874873712804,0.9306195641405779,False,11,COMPLETE
561,561,-0.00933159605933298,0.11773592294188011,2024-05-16 08:46:43.477011,2024-05-16 08:46:46.090023,0 days 00:00:02.613012,75,0.7627392791846088,0.38884053796828555,False,11,COMPLETE
562,562,0.1414630343675381,0.10530284535995375,2024-05-16 08:46:46.092018,2024-05-16 08:46:48.905721,0 days 00:00:02.813703,80,0.6127370442950446,0.7584878539858644,False,11,COMPLETE
563,563,0.06757410526282862,0.10796071526517,2024-05-16 08:46:48.907447,2024-05-16 08:46:53.699313,0 days 00:00:04.791866,45,0.5836289631842915,0.5328834007962729,True,11,COMPLETE
564,564,-2.1978292341105976,0.18162357842346416,2024-05-16 08:46:53.702306,2024-05-16 08:46:57.019278,0 days 00:00:03.316972,51,0.8815382014493156,0.20157247336830153,True,11,COMPLETE
565,565,-0.8309606651259915,0.16685410817962662,2024-05-16 08:46:57.021273,2024-05-16 08:46:58.842391,0 days 00:00:01.821118,66,0.8965634370266353,0.6376986790520559,False,11,COMPLETE
566,566,0.43455991936010196,0.08452065133917917,2024-05-16 08:46:58.843389,2024-05-16 08:47:01.922040,0 days 00:00:03.078651,49,0.7949874873712804,0.4114277405311313,True,11,COMPLETE
567,567,0.01605992515951573,0.11818864630797579,2024-05-16 08:47:01.925119,2024-05-16 08:47:05.902995,0 days 00:00:03.977876,99,0.7949874873712804,0.4114277405311313,False,11,COMPLETE
568,568,0.42146122158231947,0.08716790498376555,2024-05-16 08:47:05.905093,2024-05-16 08:47:08.656600,0 days 00:00:02.751507,42,0.8965634370266353,0.38884053796828555,False,11,COMPLETE
569,569,0.33755326578638406,0.09305721744059452,2024-05-16 08:47:08.658595,2024-05-16 08:47:12.350310,0 days 00:00:03.691715,99,0.7949874873712804,0.3580210577772477,True,11,COMPLETE
570,570,-0.103232383616964,0.11787283536046105,2024-05-16 08:47:12.352198,2024-05-16 08:47:16.533882,0 days 00:00:04.181684,52,0.5536638183919582,0.948300642820539,False,11,COMPLETE
571,571,-9.762658022083336,0.3558732653072188,2024-05-16 08:47:16.535807,2024-05-16 08:47:20.354532,0 days 00:00:03.818725,8,0.6054216271447561,0.7921712658552167,False,11,COMPLETE
572,572,-0.8385290368545626,0.15602811057061486,2024-05-16 08:47:20.357363,2024-05-16 11:29:45.259205,0 days 02:42:24.901842,51,0.9141906247994607,0.21433889234696413,False,11,COMPLETE
573,573,-0.4661745017654149,0.14686377960546246,2024-05-16 11:29:45.259205,2024-05-16 11:29:48.162062,0 days 00:00:02.902857,15,0.24657501302648854,0.27262932616117297,False,11,COMPLETE
574,574,0.034804351287609815,0.1090647349867998,2024-05-16 11:29:48.164056,2024-05-16 11:29:51.438109,0 days 00:00:03.274053,85,0.8965634370266353,0.870230413969654,False,11,COMPLETE
575,575,0.4169691434207038,0.08584722062386518,2024-05-16 11:29:51.438109,2024-05-16 11:29:54.511689,0 days 00:00:03.073580,45,0.6127370442950446,0.7921712658552167,True,11,COMPLETE
576,576,-2.0613532263405294,0.18627527488178147,2024-05-16 11:29:54.511689,2024-05-16 11:29:56.343848,0 days 00:00:01.832159,36,0.5320904792789163,0.7584878539858644,False,11,COMPLETE
577,577,-0.19909027567376794,0.12446462063636757,2024-05-16 11:29:56.343848,2024-05-16 11:29:57.787360,0 days 00:00:01.443512,21,0.8963994392275162,0.38884053796828555,True,11,COMPLETE
578,578,-0.21477796088741977,0.1289484819740448,2024-05-16 11:29:57.787360,2024-05-16 11:30:00.262386,0 days 00:00:02.475026,85,0.8127156960799414,0.5024423413760185,True,11,COMPLETE
579,579,-1.1661988015096354,0.1504215830107794,2024-05-16 11:30:00.262386,2024-05-16 11:30:03.387264,0 days 00:00:03.124878,52,0.31889627703978474,0.38884053796828555,False,11,COMPLETE
580,580,-0.3056567457786886,0.13339274498989942,2024-05-16 11:30:03.387264,2024-05-16 11:30:06.903060,0 days 00:00:03.515796,42,0.4114005675332484,0.9967781950740741,False,11,COMPLETE
581,581,0.3270577624318313,0.09621229497295966,2024-05-16 11:30:06.905055,2024-05-16 11:30:10.397190,0 days 00:00:03.492135,51,0.7949874873712804,0.2332080264681936,True,11,COMPLETE
582,582,0.295002444978675,0.09604877808252885,2024-05-16 11:30:10.399185,2024-05-16 11:30:13.457977,0 days 00:00:03.058792,49,0.9529713514881277,0.36060264397280317,True,11,COMPLETE
583,583,0.34284509056221985,0.0934139985372546,2024-05-16 11:30:13.457977,2024-05-16 11:30:16.212755,0 days 00:00:02.754778,45,0.8965634370266353,0.38884053796828555,False,11,COMPLETE
584,584,0.09159115836802587,0.10493459768067082,2024-05-16 11:30:16.214752,2024-05-16 11:30:19.737721,0 days 00:00:03.522969,45,0.8963994392275162,0.9942650952488297,True,11,COMPLETE
585,585,-0.38382612727531196,0.13381100919841074,2024-05-16 11:30:19.737721,2024-05-16 11:30:22.050771,0 days 00:00:02.313050,52,0.8052796926522279,0.06693206732750656,True,11,COMPLETE
586,586,-1.4092561053858241,0.155138107577037,2024-05-16 11:30:22.052766,2024-05-16 11:30:24.012221,0 days 00:00:01.959455,31,0.8815382014493156,0.451153442335281,True,11,COMPLETE
587,587,-0.08202864522909707,0.11658879273778935,2024-05-16 11:30:24.012221,2024-05-16 11:30:26.031513,0 days 00:00:02.019292,52,0.8815382014493156,0.3979205340127546,True,11,COMPLETE
588,588,-1.3397157724617443,0.1749919248082559,2024-05-16 11:30:26.048204,2024-05-16 11:30:27.813089,0 days 00:00:01.764885,52,0.5643901554965143,0.026941486640469248,False,11,COMPLETE
589,589,0.350501831078307,0.09420376171613483,2024-05-16 11:30:27.813089,2024-05-16 11:30:31.767097,0 days 00:00:03.954008,79,0.6127370442950446,0.941236161838664,True,11,COMPLETE
590,590,-0.28407580472721844,0.1251010472771223,2024-05-16 11:30:31.767097,2024-05-16 11:30:34.461953,0 days 00:00:02.694856,37,0.5634025355998641,0.7921712658552167,True,11,COMPLETE
591,591,-0.3080184069742942,0.1310654433310416,2024-05-16 11:30:34.463464,2024-05-16 11:30:36.922751,0 days 00:00:02.459287,45,0.8204618659611462,0.36060264397280317,False,11,COMPLETE
592,592,0.10094205071701427,0.11007664960242931,2024-05-16 11:30:36.924745,2024-05-16 11:30:40.263352,0 days 00:00:03.338607,52,0.7010900462694593,0.38884053796828555,True,11,COMPLETE
593,593,-2.6526037125496065,0.17047246441773217,2024-05-16 11:30:40.278973,2024-05-16 11:30:42.531727,0 days 00:00:02.252754,58,0.8963994392275162,0.43776005475302393,False,11,COMPLETE
594,594,0.5012205015294114,0.0809238191817459,2024-05-16 11:30:42.532769,2024-05-16 11:30:44.385437,0 days 00:00:01.852668,52,0.8963994392275162,0.6156340061396348,False,11,COMPLETE
595,595,0.22034110204805177,0.099941148870414,2024-05-16 11:30:44.385437,2024-05-16 11:30:48.789095,0 days 00:00:04.403658,32,0.7949874873712804,0.941236161838664,True,11,COMPLETE
596,596,-1.5680725818988206,0.18522341084638597,2024-05-16 11:30:48.791090,2024-05-16 11:30:50.113178,0 days 00:00:01.322088,23,0.821128326781757,0.18773922746579486,True,11,COMPLETE
597,597,-0.6674459287352209,0.15034377081439973,2024-05-16 11:30:50.115173,2024-05-16 11:30:52.554295,0 days 00:00:02.439122,80,0.04303403462476396,0.7584878539858644,False,11,COMPLETE
598,598,-0.6749324587491754,0.14122245495114819,2024-05-16 11:30:52.555394,2024-05-16 11:30:54.596295,0 days 00:00:02.040901,52,0.8815382014493156,0.7921712658552167,False,11,COMPLETE
599,599,-0.27319875461998044,0.12132489750787989,2024-05-16 11:30:54.598290,2024-05-16 11:30:56.522885,0 days 00:00:01.924595,58,0.8815382014493156,0.43776005475302393,False,11,COMPLETE
600,600,0.17530836784390397,0.10566326961546797,2024-05-16 11:30:56.523882,2024-05-16 11:30:58.498482,0 days 00:00:01.974600,79,0.7949874873712804,0.7921712658552167,False,12,COMPLETE
601,601,-0.10632801740473319,0.1182707737935403,2024-05-16 11:30:58.500477,2024-05-16 11:31:02.077119,0 days 00:00:03.576642,52,0.7949874873712804,0.06693206732750656,False,12,COMPLETE
602,602,-0.5004065458021364,0.13664174336513366,2024-05-16 11:31:02.078117,2024-05-16 11:31:04.523646,0 days 00:00:02.445529,82,0.20500968708156186,0.43776005475302393,False,12,COMPLETE
603,603,0.1615174843864454,0.10580578549277479,2024-05-16 11:31:04.525641,2024-05-16 11:31:06.961193,0 days 00:00:02.435552,49,0.8965634370266353,0.18773922746579486,True,12,COMPLETE
604,604,-2.5949271481142073,0.1660950719918675,2024-05-16 11:31:06.962186,2024-05-16 11:31:09.341178,0 days 00:00:02.378992,52,0.7949874873712804,0.4114277405311313,False,12,COMPLETE
605,605,-1.2166110872183924,0.17750250566785913,2024-05-16 11:31:09.343173,2024-05-16 11:31:12.196588,0 days 00:00:02.853415,45,0.6127370442950446,0.4114277405311313,True,12,COMPLETE
606,606,-1.1290357442797583,0.1621195706475666,2024-05-16 11:31:12.198582,2024-05-16 11:31:15.454108,0 days 00:00:03.255526,43,0.7949874873712804,0.6156340061396348,False,12,COMPLETE
607,607,0.31858078065766016,0.09464701316605686,2024-05-16 11:31:15.456102,2024-05-16 11:31:18.774459,0 days 00:00:03.318357,58,0.8963994392275162,0.21433889234696413,True,12,COMPLETE
608,608,-0.5351474628953947,0.14240550518798212,2024-05-16 11:31:18.777424,2024-05-16 11:31:22.124079,0 days 00:00:03.346655,52,0.45144476860390814,0.7921712658552167,False,12,COMPLETE
609,609,-4.45061177308234,0.2224837795275582,2024-05-16 11:31:22.126070,2024-05-16 11:31:25.281330,0 days 00:00:03.155260,5,0.8490746077046506,0.6373050071306229,True,12,COMPLETE
610,610,-0.24758400761597038,0.1255029090030165,2024-05-16 11:31:25.282253,2024-05-16 11:31:27.879825,0 days 00:00:02.597572,45,0.7949874873712804,0.7921712658552167,False,12,COMPLETE
611,611,-0.40023747479439137,0.12044357293335847,2024-05-16 11:31:27.881820,2024-05-16 11:31:30.228937,0 days 00:00:02.347117,49,0.7949874873712804,0.3746592313434195,False,12,COMPLETE
612,612,0.34291789296414266,0.09273893317092498,2024-05-16 11:31:30.230932,2024-05-16 11:31:33.557747,0 days 00:00:03.326815,52,0.7010900462694593,0.16955608676587586,True,12,COMPLETE
613,613,0.27024154477479334,0.09807560790849472,2024-05-16 11:31:33.559742,2024-05-16 11:31:40.063905,0 days 00:00:06.504163,45,0.5221511291477725,0.21433889234696413,False,12,COMPLETE
614,614,0.49948561876528935,0.08085061743439029,2024-05-16 11:31:40.067128,2024-05-16 11:31:44.981782,0 days 00:00:04.914654,85,0.8965634370266353,0.18773922746579486,True,12,COMPLETE
615,615,-0.00036094612521293535,0.11772297773080523,2024-05-16 11:31:44.982933,2024-05-16 11:31:48.553782,0 days 00:00:03.570849,52,0.7203800858441353,0.5024423413760185,False,12,COMPLETE
616,616,-0.5927698641430362,0.14845254001650604,2024-05-16 11:31:48.555697,2024-05-16 11:31:49.891335,0 days 00:00:01.335638,25,0.7949874873712804,0.38884053796828555,False,12,COMPLETE
617,617,0.36830332922972675,0.09268776794447862,2024-05-16 11:31:49.892656,2024-05-16 11:31:53.154962,0 days 00:00:03.262306,49,0.7949874873712804,0.6156340061396348,True,12,COMPLETE
618,618,0.09266693035769151,0.11387288444476776,2024-05-16 11:31:53.156850,2024-05-16 11:31:56.588856,0 days 00:00:03.432006,100,0.8815382014493156,0.06693206732750656,False,12,COMPLETE
619,619,0.3392335438905377,0.09453647635546336,2024-05-16 11:31:56.591616,2024-05-16 11:32:01.089155,0 days 00:00:04.497539,85,0.8965634370266353,0.18773922746579486,True,12,COMPLETE
620,620,0.28758240446766237,0.0897459168343103,2024-05-16 11:32:01.092832,2024-05-16 11:32:04.737015,0 days 00:00:03.644183,52,0.8963994392275162,0.43776005475302393,False,12,COMPLETE
621,621,0.24153729802227158,0.1028522911283786,2024-05-16 11:32:04.739967,2024-05-16 11:32:07.189746,0 days 00:00:02.449779,52,0.8963994392275162,0.36060264397280317,False,12,COMPLETE
622,622,0.3029183852692388,0.09862563777960665,2024-05-16 11:32:07.191741,2024-05-16 11:32:10.449747,0 days 00:00:03.258006,58,0.8815382014493156,0.38884053796828555,True,12,COMPLETE
623,623,-0.14670332120522464,0.11333887324187145,2024-05-16 11:32:10.450937,2024-05-16 11:32:13.461749,0 days 00:00:03.010812,49,0.6127370442950446,0.27262932616117297,True,12,COMPLETE
624,624,0.2490260259436976,0.09782096314143278,2024-05-16 11:32:13.463774,2024-05-16 11:32:16.041971,0 days 00:00:02.578197,49,0.7949874873712804,0.4114277405311313,True,12,COMPLETE
625,625,-0.41146291257496176,0.13239052644304874,2024-05-16 11:32:16.043978,2024-05-16 11:32:17.912865,0 days 00:00:01.868887,49,0.7949874873712804,0.9000967408863407,True,12,COMPLETE
626,626,0.35010498849250105,0.0921999701429789,2024-05-16 11:32:17.914886,2024-05-16 11:32:23.250900,0 days 00:00:05.336014,49,0.6541671779608331,0.36060264397280317,False,12,COMPLETE
627,627,0.5200082513243354,0.07888658075724549,2024-05-16 11:32:23.251815,2024-05-16 11:32:27.121740,0 days 00:00:03.869925,45,0.8127156960799414,0.36060264397280317,False,12,COMPLETE
628,628,-1.0027302329984251,0.13952436948569344,2024-05-16 11:32:27.123734,2024-05-16 11:32:29.952118,0 days 00:00:02.828384,54,0.7949874873712804,0.6156340061396348,False,12,COMPLETE
629,629,0.1872491955755866,0.10706351061775177,2024-05-16 11:32:29.954237,2024-05-16 11:32:33.262659,0 days 00:00:03.308422,52,0.8815382014493156,0.06693206732750656,False,12,COMPLETE
630,630,0.2845623851835887,0.10077784276732324,2024-05-16 11:32:33.264644,2024-05-16 11:32:38.131790,0 days 00:00:04.867146,58,0.7949874873712804,0.21433889234696413,False,12,COMPLETE
631,631,-0.43286895352207244,0.14195141642400314,2024-05-16 11:32:38.133115,2024-05-16 11:32:40.594786,0 days 00:00:02.461671,52,0.6200023265939749,0.21433889234696413,False,12,COMPLETE
632,632,-0.5239342059764914,0.14602480101274534,2024-05-16 11:32:40.595877,2024-05-16 11:32:44.830515,0 days 00:00:04.234638,99,0.8127156960799414,0.09529769336515159,True,12,COMPLETE
633,633,-0.05751768193703084,0.11145455778073854,2024-05-16 11:32:44.831758,2024-05-16 11:32:47.196806,0 days 00:00:02.365048,51,0.8427455946601524,0.4218919131144234,False,12,COMPLETE
634,634,-0.7264698197800792,0.14824727411798827,2024-05-16 11:32:47.197803,2024-05-16 11:32:49.762885,0 days 00:00:02.565082,77,0.8965634370266353,0.6201856047543517,True,12,COMPLETE
635,635,-0.54734015317047,0.14052297899123528,2024-05-16 11:32:49.764878,2024-05-16 11:32:52.093700,0 days 00:00:02.328822,52,0.8963994392275162,0.4218919131144234,False,12,COMPLETE
636,636,0.4729742764336874,0.08002099251355202,2024-05-16 11:32:52.094698,2024-05-16 11:32:56.746685,0 days 00:00:04.651987,45,0.8815382014493156,0.7921712658552167,True,12,COMPLETE
637,637,0.3034913856823094,0.09391563471136524,2024-05-16 11:32:56.749680,2024-05-16 11:32:59.901634,0 days 00:00:03.151954,51,0.8815382014493156,0.6201856047543517,True,12,COMPLETE
638,638,0.5572590699789934,0.0760042009916246,2024-05-16 11:32:59.903644,2024-05-16 11:33:02.843821,0 days 00:00:02.940177,58,0.8963994392275162,0.4114277405311313,False,12,COMPLETE
639,639,-0.7506608199179227,0.1437723450363548,2024-05-16 11:33:02.847812,2024-05-16 11:33:04.586689,0 days 00:00:01.738877,45,0.7949874873712804,0.18773922746579486,True,12,COMPLETE
