,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_smoothing_level,params_smoothing_trend,params_use_boxcox,system_attrs_nsga2:generation,state
248,248,-0.34073547877764826,0.13576547265793998,2024-05-16 08:29:31.798659,2024-05-16 08:29:34.618908,0 days 00:00:02.820249,70,0.5769768960533889,0.7648646561363112,False,4,COMPLETE
249,249,0.06011223312604626,0.11450082328128533,2024-05-16 08:29:34.620020,2024-05-16 08:29:37.410558,0 days 00:00:02.790538,29,0.7949874873712804,0.4114277405311313,True,4,COMPLETE
250,250,-0.31525400831666545,0.1266383833178481,2024-05-16 08:29:37.411635,2024-05-16 08:29:40.588404,0 days 00:00:03.176769,31,0.8965634370266353,0.43776005475302393,False,5,COMPLETE
251,251,0.2019462662988214,0.10288194023949811,2024-05-16 08:29:40.590083,2024-05-16 08:29:45.165886,0 days 00:00:04.575803,52,0.6895489805070489,0.9483548979403488,False,5,COMPLETE
252,252,0.11012191635626149,0.11307679394352377,2024-05-16 08:29:45.167881,2024-05-16 08:29:49.761761,0 days 00:00:04.593880,63,0.8815382014493156,0.27432642879508673,True,5,COMPLETE
253,253,-0.6069151675772103,0.14673882212853562,2024-05-16 08:29:49.763756,2024-05-16 08:29:52.031703,0 days 00:00:02.267947,23,0.9745573768214442,0.18773922746579486,True,5,COMPLETE
254,254,-0.11141018295801366,0.11088771838605851,2024-05-16 08:29:52.033698,2024-05-16 08:29:53.841761,0 days 00:00:01.808063,70,0.7010900462694593,0.7921712658552167,True,5,COMPLETE
255,255,-1.0065579322464155,0.1624386828535413,2024-05-16 08:29:53.845748,2024-05-16 08:29:55.442571,0 days 00:00:01.596823,55,0.8961890436229181,0.8809279419822443,False,5,COMPLETE
256,256,0.0522395651146812,0.11095806625218574,2024-05-16 08:29:55.444564,2024-05-16 08:29:59.974324,0 days 00:00:04.529760,99,0.3961117503693351,0.9189347646988898,True,5,COMPLETE
257,257,0.146067204277686,0.10917498800510395,2024-05-16 08:29:59.976319,2024-05-16 08:30:05.049491,0 days 00:00:05.073172,27,0.7010900462694593,0.5381833201566016,True,5,COMPLETE
258,258,0.4538353055010417,0.08110691652013005,2024-05-16 08:30:05.051486,2024-05-16 08:30:07.753932,0 days 00:00:02.702446,45,0.7949874873712804,0.7921712658552167,False,5,COMPLETE
259,259,-0.012491689607361,0.10918222329147427,2024-05-16 08:30:07.755006,2024-05-16 08:30:11.053104,0 days 00:00:03.298098,46,0.6895489805070489,0.9483548979403488,False,5,COMPLETE
260,260,-0.12271590306378947,0.11626370994924998,2024-05-16 08:30:11.055099,2024-05-16 08:30:13.391382,0 days 00:00:02.336283,52,0.5320904792789163,0.9765305012752755,False,5,COMPLETE
261,261,-2.0179764309058124,0.213003087136013,2024-05-16 08:30:13.393377,2024-05-16 08:30:14.212710,0 days 00:00:00.819333,45,0.00853563520382239,0.40882399645604595,False,5,COMPLETE
262,262,-4.816257566394501,0.24574172987066772,2024-05-16 08:30:14.214703,2024-05-16 08:30:16.149276,0 days 00:00:01.934573,45,0.06595186777376671,0.8461804815459228,True,5,COMPLETE
263,263,0.21897930065793414,0.10644041208203806,2024-05-16 08:30:16.151127,2024-05-16 08:30:21.039792,0 days 00:00:04.888665,58,0.7949874873712804,0.43776005475302393,False,5,COMPLETE
264,264,-0.05956615901817934,0.11745046759687465,2024-05-16 08:30:21.040789,2024-05-16 08:30:23.544058,0 days 00:00:02.503269,32,0.8963994392275162,0.4218919131144234,False,5,COMPLETE
265,265,0.03177692090132429,0.11141595029296533,2024-05-16 08:30:23.547073,2024-05-16 08:30:26.318339,0 days 00:00:02.771266,93,0.6127370442950446,0.06693206732750656,True,5,COMPLETE
266,266,-0.33385542266658846,0.12416396841894277,2024-05-16 08:30:26.321332,2024-05-16 08:30:30.866644,0 days 00:00:04.545312,44,0.8815382014493156,0.39863160146777066,False,5,COMPLETE
267,267,-1.4768150821440886,0.1847745576619555,2024-05-16 08:30:30.868639,2024-05-16 08:30:33.109593,0 days 00:00:02.240954,48,0.6200239384982462,0.43776005475302393,False,5,COMPLETE
268,268,-0.6785644844000122,0.14746989293187746,2024-05-16 08:30:33.111648,2024-05-16 08:30:36.702349,0 days 00:00:03.590701,45,0.09827228849322767,0.7921712658552167,False,5,COMPLETE
269,269,0.18805313929225362,0.10284491709354424,2024-05-16 08:30:36.704344,2024-05-16 08:30:38.803621,0 days 00:00:02.099277,99,0.7949874873712804,0.27262932616117297,True,5,COMPLETE
270,270,0.22740261816188045,0.1039726319028295,2024-05-16 08:30:38.806723,2024-05-16 08:30:42.761719,0 days 00:00:03.954996,58,0.7949874873712804,0.4114277405311313,False,5,COMPLETE
271,271,-0.8651225836646457,0.14404062511891227,2024-05-16 08:30:42.763713,2024-05-16 08:30:46.931770,0 days 00:00:04.168057,58,0.3424163642250896,0.6156340061396348,True,5,COMPLETE
272,272,0.28687096652581057,0.09384648089223559,2024-05-16 08:30:46.933490,2024-05-16 08:30:51.568173,0 days 00:00:04.634683,76,0.8963994392275162,0.4114277405311313,False,5,COMPLETE
273,273,-0.5811275244814395,0.14570682941840035,2024-05-16 08:30:51.571164,2024-05-16 08:30:53.955375,0 days 00:00:02.384211,11,0.09079267508343536,0.3607770290802459,False,5,COMPLETE
274,274,0.047923656146509286,0.10813739757481382,2024-05-16 08:30:53.958368,2024-05-16 08:30:58.122285,0 days 00:00:04.163917,52,0.6895489805070489,0.7921712658552167,False,5,COMPLETE
275,275,-0.22249739486972553,0.13420665130988038,2024-05-16 08:30:58.125287,2024-05-16 08:31:03.189291,0 days 00:00:05.064004,58,0.8965634370266353,0.8842754137878511,False,5,COMPLETE
276,276,-0.1832559369660532,0.12974886220991674,2024-05-16 08:31:03.191177,2024-05-16 08:31:06.403344,0 days 00:00:03.212167,58,0.2790180118782063,0.27262932616117297,False,5,COMPLETE
277,277,-0.17120027498249552,0.12291519058443616,2024-05-16 08:31:06.405386,2024-05-16 08:31:09.215512,0 days 00:00:02.810126,49,0.6175075423877192,0.2940936469657054,False,5,COMPLETE
278,278,0.21994978146120941,0.10528441364205912,2024-05-16 08:31:09.217506,2024-05-16 08:31:13.473550,0 days 00:00:04.256044,55,0.8961890436229181,0.4114277405311313,True,5,COMPLETE
279,279,-0.7128040679049509,0.15639852321462316,2024-05-16 08:31:13.475545,2024-05-16 08:31:16.516310,0 days 00:00:03.040765,86,0.5320904792789163,0.48422890010402675,False,5,COMPLETE
280,280,-0.26717322518501724,0.13129789817356752,2024-05-16 08:31:16.519303,2024-05-16 08:31:19.641947,0 days 00:00:03.122644,81,0.5354814904781853,0.3431529615843193,False,5,COMPLETE
281,281,-0.06522901816946736,0.11809490250062227,2024-05-16 08:31:19.643942,2024-05-16 08:31:22.873595,0 days 00:00:03.229653,80,0.8815382014493156,0.7055439193298758,False,5,COMPLETE
282,282,0.4086843174135513,0.08916652739597955,2024-05-16 08:31:22.875039,2024-05-16 08:31:27.551460,0 days 00:00:04.676421,58,0.8963994392275162,0.9942650952488297,True,5,COMPLETE
283,283,0.15340887218732302,0.11046339969745977,2024-05-16 08:31:27.552646,2024-05-16 08:31:31.421689,0 days 00:00:03.869043,85,0.8963994392275162,0.4114277405311313,True,5,COMPLETE
284,284,-0.07072772808165984,0.1227498602802602,2024-05-16 08:31:31.426139,2024-05-16 08:31:36.135331,0 days 00:00:04.709192,58,0.7949874873712804,0.4114277405311313,False,5,COMPLETE
285,285,-0.7840476320384506,0.1487671250068049,2024-05-16 08:31:36.137391,2024-05-16 08:31:38.801403,0 days 00:00:02.664012,36,0.5320904792789163,0.7727282629618376,True,5,COMPLETE
286,286,0.32662788272266674,0.09352420861897506,2024-05-16 08:31:38.804337,2024-05-16 08:31:43.422323,0 days 00:00:04.617986,58,0.8963994392275162,0.21679624465602387,True,5,COMPLETE
287,287,-0.0027665541138150564,0.11001965754703728,2024-05-16 08:31:43.425229,2024-05-16 08:31:47.475276,0 days 00:00:04.050047,37,0.8963994392275162,0.6156340061396348,True,5,COMPLETE
288,288,-0.9543889159449227,0.16020331731981702,2024-05-16 08:31:47.476358,2024-05-16 08:31:50.166348,0 days 00:00:02.689990,52,0.45589294152814264,0.3132292102643286,False,5,COMPLETE
289,289,-0.05555081206856847,0.11790018363266,2024-05-16 08:31:50.168344,2024-05-16 08:31:52.993951,0 days 00:00:02.825607,99,0.8965634370266353,0.09529769336515159,False,5,COMPLETE
290,290,-0.46796992102475193,0.14251538352931034,2024-05-16 08:31:52.995805,2024-05-16 08:31:56.791356,0 days 00:00:03.795551,52,0.4879319062745462,0.4589221096227811,False,5,COMPLETE
291,291,-1.4197059658513804,0.1837918459024115,2024-05-16 08:31:56.792523,2024-05-16 08:31:58.278252,0 days 00:00:01.485729,36,0.30365290184052374,0.40882399645604595,True,5,COMPLETE
292,292,0.4642843724800726,0.08399260428920204,2024-05-16 08:31:58.280247,2024-05-16 08:32:01.850418,0 days 00:00:03.570171,51,0.8815382014493156,0.6201856047543517,True,5,COMPLETE
293,293,0.4995846286882168,0.08053287246501117,2024-05-16 08:32:01.852534,2024-05-16 08:32:05.480297,0 days 00:00:03.627763,52,0.8127156960799414,0.21433889234696413,False,5,COMPLETE
294,294,0.22187370445526433,0.09488505701821037,2024-05-16 08:32:05.482291,2024-05-16 08:32:09.216168,0 days 00:00:03.733877,45,0.7949874873712804,0.18773922746579486,True,5,COMPLETE
295,295,-0.8057007711539995,0.15533487212520486,2024-05-16 08:32:09.218162,2024-05-16 08:32:10.689794,0 days 00:00:01.471632,49,0.16706628819518043,0.6156340061396348,True,5,COMPLETE
296,296,-1.9843346258776886,0.19459621288329554,2024-05-16 08:32:10.690791,2024-05-16 08:32:14.077449,0 days 00:00:03.386658,58,0.8312616653625509,0.18773922746579486,False,5,COMPLETE
297,297,-0.8019243064141646,0.16021376839881687,2024-05-16 08:32:14.080277,2024-05-16 08:32:16.036313,0 days 00:00:01.956036,31,0.05683235278801324,0.4114277405311313,False,5,COMPLETE
298,298,-0.1153503215097352,0.12222664580438128,2024-05-16 08:32:16.037522,2024-05-16 08:32:19.848671,0 days 00:00:03.811149,99,0.3561190731814172,0.6201856047543517,True,5,COMPLETE
299,299,0.09899427875217079,0.1145827456697289,2024-05-16 08:32:19.850666,2024-05-16 08:32:26.133660,0 days 00:00:06.282994,80,0.9406191855923828,0.7584878539858644,False,5,COMPLETE
300,300,0.0662675546711525,0.11003396992403755,2024-05-16 08:32:26.135793,2024-05-16 08:32:30.902631,0 days 00:00:04.766838,45,0.8963994392275162,0.7921712658552167,True,6,COMPLETE
301,301,-0.33366860141931176,0.12519509913528626,2024-05-16 08:32:30.905520,2024-05-16 08:32:34.308767,0 days 00:00:03.403247,49,0.6047419803998729,0.09529769336515159,False,6,COMPLETE
302,302,-0.018701504602862063,0.11509076179191609,2024-05-16 08:32:34.310498,2024-05-16 08:32:36.757279,0 days 00:00:02.446781,45,0.8127156960799414,0.21433889234696413,False,6,COMPLETE
303,303,-0.36313355628404864,0.13662327492902201,2024-05-16 08:32:36.759242,2024-05-16 08:32:40.889338,0 days 00:00:04.130096,44,0.5289182412257056,0.941236161838664,True,6,COMPLETE
304,304,-0.10229267998469549,0.126898650670803,2024-05-16 08:32:40.891333,2024-05-16 08:32:43.969412,0 days 00:00:03.078079,54,0.7949874873712804,0.4114277405311313,True,6,COMPLETE
305,305,-0.3966078133408981,0.13370446120394736,2024-05-16 08:32:43.970409,2024-05-16 08:32:45.896899,0 days 00:00:01.926490,52,0.6895489805070489,0.9483548979403488,True,6,COMPLETE
306,306,0.3465235134581596,0.0945869281108918,2024-05-16 08:32:45.899822,2024-05-16 08:32:51.683574,0 days 00:00:05.783752,99,0.8204618659611462,0.09529769336515159,True,6,COMPLETE
307,307,-0.7653224613670798,0.15910312337885088,2024-05-16 08:32:51.685591,2024-05-16 08:32:53.976207,0 days 00:00:02.290616,58,0.4800697903462444,0.09529769336515159,True,6,COMPLETE
308,308,0.1024167548531379,0.10944607701297862,2024-05-16 08:32:53.978203,2024-05-16 08:32:58.838618,0 days 00:00:04.860415,36,0.9406191855923828,0.7584878539858644,True,6,COMPLETE
309,309,-0.1745067575614688,0.1206730169001374,2024-05-16 08:32:58.839961,2024-05-16 08:33:01.720656,0 days 00:00:02.880695,31,0.8965634370266353,0.18773922746579486,True,6,COMPLETE
310,310,-0.6068960680707877,0.1510685389579108,2024-05-16 08:33:01.722651,2024-05-16 08:33:03.085108,0 days 00:00:01.362457,25,0.7010900462694593,0.5761900049198332,False,6,COMPLETE
311,311,0.37110041950726735,0.09269371977279098,2024-05-16 08:33:03.087184,2024-05-16 08:33:06.714941,0 days 00:00:03.627757,85,0.8965634370266353,0.18773922746579486,True,6,COMPLETE
312,312,0.5052673591805897,0.08157387886360386,2024-05-16 08:33:06.717001,2024-05-16 08:33:12.342943,0 days 00:00:05.625942,51,0.8815382014493156,0.9942650952488297,True,6,COMPLETE
313,313,0.02140142652293229,0.11917184935773595,2024-05-16 08:33:12.344939,2024-05-16 08:33:18.555674,0 days 00:00:06.210735,80,0.9922378541335688,0.7584878539858644,False,6,COMPLETE
314,314,-0.1191070181763324,0.11194680173061289,2024-05-16 08:33:18.557726,2024-05-16 08:33:20.746247,0 days 00:00:02.188521,52,0.4147464308995743,0.4114277405311313,False,6,COMPLETE
315,315,0.05712442018342943,0.11471808685739085,2024-05-16 08:33:20.749252,2024-05-16 08:33:23.942295,0 days 00:00:03.193043,80,0.8815382014493156,0.7584878539858644,True,6,COMPLETE
316,316,-0.693452292391601,0.1498370295449835,2024-05-16 08:33:23.944288,2024-05-16 08:33:27.101805,0 days 00:00:03.157517,18,0.8963994392275162,0.6898011220548065,False,6,COMPLETE
317,317,-0.03290835535848986,0.1207614606660603,2024-05-16 08:33:27.104961,2024-05-16 08:33:33.048470,0 days 00:00:05.943509,58,0.5320904792789163,0.7584878539858644,False,6,COMPLETE
318,318,0.32970099002117986,0.09098172601937944,2024-05-16 08:33:33.050644,2024-05-16 08:33:37.394020,0 days 00:00:04.343376,31,0.8963994392275162,0.06693206732750656,True,6,COMPLETE
319,319,0.08710579745031066,0.10932307016468237,2024-05-16 08:33:37.396013,2024-05-16 08:33:39.995496,0 days 00:00:02.599483,80,0.9529713514881277,0.7584878539858644,False,6,COMPLETE
320,320,0.01220122928403684,0.12066692680935968,2024-05-16 08:33:39.998489,2024-05-16 08:33:45.200166,0 days 00:00:05.201677,99,0.8815382014493156,0.18773922746579486,False,6,COMPLETE
321,321,-0.0026758123321033002,0.11301813273393443,2024-05-16 08:33:45.203159,2024-05-16 08:33:48.986128,0 days 00:00:03.782969,76,0.8312616653625509,0.18773922746579486,False,6,COMPLETE
322,322,-0.05141508910906538,0.12253106335523604,2024-05-16 08:33:48.988123,2024-05-16 08:33:53.354616,0 days 00:00:04.366493,85,0.5320904792789163,0.37027069851264105,True,6,COMPLETE
323,323,-0.10495076406375789,0.12650775772039247,2024-05-16 08:33:53.356578,2024-05-16 08:33:55.327715,0 days 00:00:01.971137,99,0.8691693672137041,0.09529769336515159,True,6,COMPLETE
324,324,0.31268368514917055,0.0972154253552351,2024-05-16 08:33:55.329564,2024-05-16 08:33:58.256558,0 days 00:00:02.926994,58,0.8965634370266353,0.40882399645604595,True,6,COMPLETE
325,325,-1.80883845759594,0.2029972479384996,2024-05-16 08:33:58.258553,2024-05-16 08:34:00.241861,0 days 00:00:01.983308,31,0.7177804020261668,0.06693206732750656,False,6,COMPLETE
326,326,0.3295927088911116,0.0966668057846822,2024-05-16 08:34:00.243904,2024-05-16 08:34:03.041874,0 days 00:00:02.797970,85,0.9406191855923828,0.7584878539858644,True,6,COMPLETE
327,327,-0.8056533519932,0.14912041409502594,2024-05-16 08:34:03.042870,2024-05-16 08:34:05.473999,0 days 00:00:02.431129,55,0.044861824674743644,0.9942650952488297,False,6,COMPLETE
328,328,-0.5413599563105883,0.14715738346599744,2024-05-16 08:34:05.475995,2024-05-16 08:34:07.357608,0 days 00:00:01.881613,99,0.14669710339322894,0.9909415767555186,True,6,COMPLETE
329,329,0.38410850758060405,0.08694608695380909,2024-05-16 08:34:07.359603,2024-05-16 08:34:11.595404,0 days 00:00:04.235801,52,0.8815382014493156,0.7921712658552167,False,6,COMPLETE
330,330,-0.34910727654841806,0.13401388057865546,2024-05-16 08:34:11.597419,2024-05-16 08:34:16.423343,0 days 00:00:04.825924,45,0.9745573768214442,0.7921712658552167,True,6,COMPLETE
331,331,-0.22704154431436332,0.12245648786278092,2024-05-16 08:34:16.426334,2024-05-16 08:34:19.559828,0 days 00:00:03.133494,49,0.8815382014493156,0.6201856047543517,True,6,COMPLETE
332,332,-1.2427288238151137,0.1715724432422133,2024-05-16 08:34:19.561935,2024-05-16 08:34:21.651936,0 days 00:00:02.090001,58,0.33164510782358314,0.09763812196428456,False,6,COMPLETE
333,333,-0.05076179188942864,0.12503312220347834,2024-05-16 08:34:21.654082,2024-05-16 08:34:26.945333,0 days 00:00:05.291251,89,0.8963994392275162,0.6156340061396348,False,6,COMPLETE
334,334,0.4010480446992409,0.09109009624437905,2024-05-16 08:34:26.947330,2024-05-16 08:34:31.857623,0 days 00:00:04.910293,96,0.8963994392275162,0.4114277405311313,False,6,COMPLETE
335,335,-0.21167437116185703,0.12720242924787922,2024-05-16 08:34:31.859591,2024-05-16 08:34:35.753931,0 days 00:00:03.894340,45,0.7010900462694593,0.7921712658552167,True,6,COMPLETE
336,336,-0.3305235350552384,0.1267548954709763,2024-05-16 08:34:35.755925,2024-05-16 08:34:39.082857,0 days 00:00:03.326932,49,0.9529713514881277,0.36060264397280317,False,6,COMPLETE
337,337,0.004672018378130227,0.11593491107612264,2024-05-16 08:34:39.084851,2024-05-16 08:34:42.560528,0 days 00:00:03.475677,52,0.8965634370266353,0.18773922746579486,True,6,COMPLETE
338,338,-0.07927933677397372,0.11246726614792979,2024-05-16 08:34:42.562523,2024-05-16 08:34:45.034114,0 days 00:00:02.471591,58,0.8963994392275162,0.17890941648449954,True,6,COMPLETE
339,339,-0.3490047175023506,0.12874388607393566,2024-05-16 08:34:45.036405,2024-05-16 08:34:47.844986,0 days 00:00:02.808581,28,0.6676558989227237,0.6156340061396348,False,6,COMPLETE
340,340,0.24880308773780707,0.1011967541439078,2024-05-16 08:34:47.847035,2024-05-16 08:34:51.280898,0 days 00:00:03.433863,92,0.755572538373168,0.9483548979403488,False,6,COMPLETE
341,341,-0.34520311059113273,0.12534178662508505,2024-05-16 08:34:51.282271,2024-05-16 08:34:55.276046,0 days 00:00:03.993775,52,0.5267835977554118,0.0013918201676141884,True,6,COMPLETE
342,342,-2.2044769211077724,0.17724053589680613,2024-05-16 08:34:55.277797,2024-05-16 08:34:58.239318,0 days 00:00:02.961521,70,0.5769768960533889,0.4589221096227811,False,6,COMPLETE
343,343,-0.015285312965426812,0.11601592857021639,2024-05-16 08:34:58.241315,2024-05-16 08:35:01.212016,0 days 00:00:02.970701,98,0.8963994392275162,0.9797765682529888,False,6,COMPLETE
344,344,0.47327914949534416,0.08159783235307298,2024-05-16 08:35:01.214009,2024-05-16 08:35:05.347368,0 days 00:00:04.133359,49,0.7949874873712804,0.4114277405311313,True,6,COMPLETE
345,345,0.33692190376081116,0.0953220593108158,2024-05-16 08:35:05.350360,2024-05-16 08:35:09.424506,0 days 00:00:04.074146,79,0.7949874873712804,0.27262932616117297,False,6,COMPLETE
346,346,0.15725798123921925,0.1077095318852072,2024-05-16 08:35:09.426499,2024-05-16 08:35:15.537631,0 days 00:00:06.111132,76,0.8965634370266353,0.996016532371611,False,6,COMPLETE
347,347,-0.719675256580895,0.15220000162745656,2024-05-16 08:35:15.539626,2024-05-16 08:35:18.873354,0 days 00:00:03.333728,85,0.3381757000983384,0.43776005475302393,False,6,COMPLETE
348,348,-0.4965011946392379,0.14031781978677413,2024-05-16 08:35:18.875349,2024-05-16 08:35:21.424914,0 days 00:00:02.549565,75,0.0426091552750113,0.7921712658552167,True,6,COMPLETE
349,349,-0.3697652652280982,0.13395756054320973,2024-05-16 08:35:21.427248,2024-05-16 08:35:25.139529,0 days 00:00:03.712281,31,0.9745573768214442,0.3431529615843193,False,6,COMPLETE
350,350,0.40802230303107406,0.09063611719234214,2024-05-16 08:35:25.141387,2024-05-16 08:35:29.479675,0 days 00:00:04.338288,58,0.8204618659611462,0.4114277405311313,True,7,COMPLETE
351,351,0.24124625930205307,0.09877662959794023,2024-05-16 08:35:29.481696,2024-05-16 08:35:31.705709,0 days 00:00:02.224013,99,0.8204618659611462,0.09529769336515159,True,7,COMPLETE
352,352,-0.44070858258632056,0.14306904153150948,2024-05-16 08:35:31.707244,2024-05-16 08:35:35.544600,0 days 00:00:03.837356,85,0.450270914784224,0.09529769336515159,True,7,COMPLETE
353,353,-1.6539223470764863,0.19243684180079706,2024-05-16 08:35:35.547755,2024-05-16 08:35:39.029830,0 days 00:00:03.482075,51,0.005187554543840678,0.6201856047543517,True,7,COMPLETE
354,354,-1.4553311593808613,0.16852776647838527,2024-05-16 08:35:39.031824,2024-05-16 08:35:41.257022,0 days 00:00:02.225198,31,0.5728126556900217,0.15869225196996184,False,7,COMPLETE
355,355,-0.33638713710564383,0.12812349319533356,2024-05-16 08:35:41.259017,2024-05-16 08:35:45.790240,0 days 00:00:04.531223,32,0.5320904792789163,0.3431529615843193,False,7,COMPLETE
356,356,-0.22556501038794458,0.12417218073880051,2024-05-16 08:35:45.792249,2024-05-16 08:35:49.683374,0 days 00:00:03.891125,52,0.8815382014493156,0.9636770161169674,False,7,COMPLETE
357,357,-0.33325621255797344,0.12305282078598159,2024-05-16 08:35:49.684445,2024-05-16 08:35:53.412020,0 days 00:00:03.727575,44,0.983510865806908,0.06693206732750656,True,7,COMPLETE
358,358,-0.27932748695884596,0.11695584558444856,2024-05-16 08:35:53.414015,2024-05-16 08:35:57.086235,0 days 00:00:03.672220,52,0.8963994392275162,0.941236161838664,False,7,COMPLETE
359,359,0.27816932701114255,0.100035855868376,2024-05-16 08:35:57.088247,2024-05-16 08:36:02.992318,0 days 00:00:05.904071,58,0.8963994392275162,0.8413610367901802,False,7,COMPLETE
360,360,0.1099337409112987,0.10971326355382804,2024-05-16 08:36:02.995311,2024-05-16 08:36:07.525357,0 days 00:00:04.530046,49,0.7949874873712804,0.7584878539858644,True,7,COMPLETE
361,361,-0.5696938045453175,0.12364007240456587,2024-05-16 08:36:07.529331,2024-05-16 08:36:11.023788,0 days 00:00:03.494457,52,0.6740138616537614,0.24630302076686028,True,7,COMPLETE
362,362,-0.5721816262421795,0.13977401425928676,2024-05-16 08:36:11.025614,2024-05-16 08:36:13.680508,0 days 00:00:02.654894,62,0.47144427062786554,0.7694976389714177,True,7,COMPLETE
363,363,0.0595696146422684,0.11205481678170659,2024-05-16 08:36:13.682502,2024-05-16 08:36:15.086543,0 days 00:00:01.404041,24,0.9745573768214442,0.3431529615843193,False,7,COMPLETE
364,364,-0.4758095341627236,0.14431879091646813,2024-05-16 08:36:15.088496,2024-05-16 08:36:18.929146,0 days 00:00:03.840650,45,0.8965634370266353,0.18773922746579486,True,7,COMPLETE
365,365,0.03946591726988184,0.10838929142193479,2024-05-16 08:36:18.931141,2024-05-16 08:36:20.541495,0 days 00:00:01.610354,52,0.5734952873970408,0.7921712658552167,False,7,COMPLETE
366,366,-0.823535657257026,0.16115375886411484,2024-05-16 08:36:20.543490,2024-05-16 08:36:21.760789,0 days 00:00:01.217299,99,0.7010900462694593,0.9797765682529888,True,7,COMPLETE
367,367,-0.36795043352811135,0.14047344867759254,2024-05-16 08:36:21.762768,2024-05-16 08:36:25.425652,0 days 00:00:03.662884,31,0.8965634370266353,0.7781671127798495,False,7,COMPLETE
368,368,-0.3513277946756389,0.12999552498605044,2024-05-16 08:36:25.427646,2024-05-16 08:36:28.113471,0 days 00:00:02.685825,85,0.5320904792789163,0.6532604096723131,False,7,COMPLETE
369,369,-2.5113171753563135,0.2115165875384531,2024-05-16 08:36:28.115410,2024-05-16 08:36:32.174520,0 days 00:00:04.059110,49,0.01774391955945298,0.36060264397280317,True,7,COMPLETE
370,370,-0.9260752498123382,0.16274934582592063,2024-05-16 08:36:32.176513,2024-05-16 08:36:33.770808,0 days 00:00:01.594295,99,0.8204618659611462,0.09529769336515159,True,7,COMPLETE
371,371,-0.06181905406699158,0.11811299475981407,2024-05-16 08:36:33.772013,2024-05-16 08:36:37.298301,0 days 00:00:03.526288,96,0.8965634370266353,0.4114277405311313,True,7,COMPLETE
372,372,-0.20891666693635721,0.12591516911333084,2024-05-16 08:36:37.299475,2024-05-16 08:36:40.137341,0 days 00:00:02.837866,99,0.7949874873712804,0.09529769336515159,False,7,COMPLETE
373,373,-0.24811306977996656,0.12122373347265247,2024-05-16 08:36:40.139287,2024-05-16 08:36:42.869740,0 days 00:00:02.730453,45,0.7949874873712804,0.21433889234696413,False,7,COMPLETE
374,374,-0.20372231893394271,0.12539318919485742,2024-05-16 08:36:42.871736,2024-05-16 08:36:46.603515,0 days 00:00:03.731779,85,0.9406191855923828,0.7584878539858644,True,7,COMPLETE
375,375,-0.39752397023868946,0.13701218522584693,2024-05-16 08:36:46.606523,2024-05-16 08:36:50.200191,0 days 00:00:03.593668,49,0.6127370442950446,0.941236161838664,True,7,COMPLETE
376,376,-0.7615464186000611,0.15624040542005435,2024-05-16 08:36:50.202340,2024-05-16 08:36:52.723253,0 days 00:00:02.520913,51,0.9465429648242581,0.6201856047543517,True,7,COMPLETE
377,377,-0.7091500216033977,0.14677182885371637,2024-05-16 08:36:52.724459,2024-05-16 08:36:54.308565,0 days 00:00:01.584106,24,0.7949874873712804,0.6029092855177313,True,7,COMPLETE
378,378,0.09484527249047683,0.10152338186548841,2024-05-16 08:36:54.310898,2024-05-16 08:36:56.727821,0 days 00:00:02.416923,80,0.9406191855923828,0.8355773254812181,False,7,COMPLETE
379,379,-0.0633925060253756,0.10918397656244641,2024-05-16 08:36:56.728924,2024-05-16 08:36:59.452133,0 days 00:00:02.723209,52,0.8963994392275162,0.4218919131144234,False,7,COMPLETE
380,380,-4.006600741524086,0.2362855984514931,2024-05-16 08:36:59.454225,2024-05-16 08:37:01.797169,0 days 00:00:02.342944,5,0.8524996753330224,0.4114277405311313,False,7,COMPLETE
381,381,-0.27447625643011175,0.12627897846061345,2024-05-16 08:37:01.799236,2024-05-16 08:37:04.984619,0 days 00:00:03.185383,58,0.8965634370266353,0.40882399645604595,False,7,COMPLETE
382,382,-0.40863414580638924,0.1393277865315846,2024-05-16 08:37:04.987044,2024-05-16 08:37:08.254677,0 days 00:00:03.267633,85,0.5074403932253387,0.7584878539858644,False,7,COMPLETE
383,383,0.35251585405798685,0.09370574445048914,2024-05-16 08:37:08.257669,2024-05-16 08:37:13.688463,0 days 00:00:05.430794,85,0.9406191855923828,0.7584878539858644,True,7,COMPLETE
384,384,-0.6042023934625489,0.14162131949907883,2024-05-16 08:37:13.689460,2024-05-16 08:37:18.170487,0 days 00:00:04.481027,17,0.9826987144758548,0.4114277405311313,True,7,COMPLETE
385,385,0.27153818884421443,0.09852381534873798,2024-05-16 08:37:18.173480,2024-05-16 08:37:20.240193,0 days 00:00:02.066713,85,0.6313172390510446,0.18773922746579486,True,7,COMPLETE
386,386,0.31934795594432686,0.0938240867920345,2024-05-16 08:37:20.242424,2024-05-16 08:37:25.379041,0 days 00:00:05.136617,45,0.7949874873712804,0.4114277405311313,True,7,COMPLETE
387,387,-0.15817935584342363,0.12406329472648969,2024-05-16 08:37:25.381036,2024-05-16 08:37:29.167469,0 days 00:00:03.786433,31,0.5241674000711831,0.4114277405311313,False,7,COMPLETE
388,388,-2.790591687125847,0.1669482327907143,2024-05-16 08:37:29.169443,2024-05-16 08:37:34.147023,0 days 00:00:04.977580,12,0.9529713514881277,0.9942650952488297,False,7,COMPLETE
