,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_smoothing_level,system_attrs_nsga2:generation,state
156,156,-1.8134201042764466,0.008506162360986476,2024-05-18 14:26:38.535564,2024-05-18 14:26:40.986092,0 days 00:00:02.450528,215,0.18256734443596623,3,COMPLETE
157,157,-0.33685504175862646,0.005862403119431566,2024-05-18 14:26:40.987612,2024-05-18 14:26:43.777657,0 days 00:00:02.790045,404,0.7198400535460219,3,COMPLETE
158,158,-0.5421037248552507,0.006115420238629191,2024-05-18 14:26:43.778654,2024-05-18 14:26:48.546648,0 days 00:00:04.767994,688,0.46872282321131487,3,COMPLETE
159,159,-0.6584284457765226,0.0066733966470101215,2024-05-18 14:26:48.546648,2024-05-18 14:26:51.141810,0 days 00:00:02.595162,305,0.5855621864660694,3,COMPLETE
160,160,-0.4967303170087449,0.006232416866398553,2024-05-18 14:26:51.142807,2024-05-18 14:26:54.047466,0 days 00:00:02.904659,378,0.32061460898849947,3,COMPLETE
161,161,-0.7934376820016328,0.006796089860306225,2024-05-18 14:26:54.047466,2024-05-18 14:26:59.452567,0 days 00:00:05.405101,859,0.30614131600703576,3,COMPLETE
162,162,-0.2619653213003651,0.005719128318711766,2024-05-18 14:26:59.453565,2024-05-18 14:27:04.715382,0 days 00:00:05.261817,967,0.09084591787104401,3,COMPLETE
163,163,-0.291430885184034,0.005758313598457696,2024-05-18 14:27:04.717377,2024-05-18 14:27:09.589202,0 days 00:00:04.871825,849,0.46872282321131487,3,COMPLETE
164,164,-1.4536103448568063,0.007673931636678043,2024-05-18 14:27:09.604823,2024-05-18 14:27:11.773920,0 days 00:00:02.169097,145,0.2758632087197752,3,COMPLETE
165,165,-1.2146824791288378,0.0076717026615131636,2024-05-18 14:27:11.774917,2024-05-18 14:27:14.000608,0 days 00:00:02.225691,244,0.6418392551813703,3,COMPLETE
166,166,-1.4879724153622285,0.007998851129175246,2024-05-18 14:27:14.000608,2024-05-18 14:27:19.596627,0 days 00:00:05.596019,971,0.25627897793753884,3,COMPLETE
167,167,-1.1470397917485657,0.007358887652211971,2024-05-18 14:27:19.596627,2024-05-18 14:27:22.270357,0 days 00:00:02.673730,403,0.2872477928571312,3,COMPLETE
168,168,-0.32786793956113847,0.005876930648598322,2024-05-18 14:27:22.273348,2024-05-18 14:27:28.751791,0 days 00:00:06.478443,992,0.1897965120599433,3,COMPLETE
169,169,-0.9104765701577449,0.007073799388009912,2024-05-18 14:27:28.753786,2024-05-18 14:27:34.829795,0 days 00:00:06.076009,994,0.18256734443596623,3,COMPLETE
170,170,-0.7538306235409419,0.006741507583976676,2024-05-18 14:27:34.831790,2024-05-18 14:27:37.215857,0 days 00:00:02.384067,374,0.9715982831479465,3,COMPLETE
171,171,-0.6446705762616444,0.006528383304497719,2024-05-18 14:27:37.215857,2024-05-18 14:27:41.790121,0 days 00:00:04.574264,837,0.5043092791493061,3,COMPLETE
172,172,-0.822292995722694,0.006816019807395174,2024-05-18 14:27:41.791118,2024-05-18 14:27:46.290685,0 days 00:00:04.499567,663,0.353443322508493,3,COMPLETE
173,173,-1.2546225561806774,0.0076927276167111525,2024-05-18 14:27:46.290685,2024-05-18 14:27:50.827135,0 days 00:00:04.536450,770,0.7087737942871889,3,COMPLETE
174,174,-0.9948501088726239,0.007144857060847358,2024-05-18 14:27:50.827135,2024-05-18 14:27:53.279761,0 days 00:00:02.452626,305,0.4477733171304772,3,COMPLETE
175,175,-1.030523538262143,0.006905900713680441,2024-05-18 14:27:53.281755,2024-05-18 14:27:57.194050,0 days 00:00:03.912295,766,0.7087737942871889,3,COMPLETE
176,176,-1.584657642892934,0.008076262959198265,2024-05-18 14:27:57.194050,2024-05-18 14:27:58.699774,0 days 00:00:01.505724,67,0.7087737942871889,3,COMPLETE
177,177,-0.8787128291055482,0.00702788619528068,2024-05-18 14:27:58.699774,2024-05-18 14:28:02.900162,0 days 00:00:04.200388,963,0.4793474740625989,3,COMPLETE
178,178,-2.2725516883250036,0.008637122803271249,2024-05-18 14:28:02.900162,2024-05-18 14:28:07.305276,0 days 00:00:04.405114,971,0.07183050982196404,3,COMPLETE
179,179,-0.5629170474273184,0.006174255286503022,2024-05-18 14:28:07.305276,2024-05-18 14:28:09.025847,0 days 00:00:01.720571,199,0.2758632087197752,3,COMPLETE
180,180,-2.201508597138883,0.008817909835739459,2024-05-18 14:28:09.025847,2024-05-18 14:28:13.215393,0 days 00:00:04.189546,871,0.48355820020741525,3,COMPLETE
181,181,-0.5089534619186342,0.00625945667276512,2024-05-18 14:28:13.218352,2024-05-18 14:28:15.620971,0 days 00:00:02.402619,359,0.7071623975810978,3,COMPLETE
182,182,-0.6069116647485197,0.0063737049385929005,2024-05-18 14:28:15.620971,2024-05-18 14:28:20.321447,0 days 00:00:04.700476,816,0.46872282321131487,3,COMPLETE
183,183,-0.6132266657872487,0.0065996296640978645,2024-05-18 14:28:20.323443,2024-05-18 14:28:22.612727,0 days 00:00:02.289284,378,0.7973912483587718,3,COMPLETE
184,184,-0.7361931172824565,0.006684663037029986,2024-05-18 14:28:22.613724,2024-05-18 14:28:24.667822,0 days 00:00:02.054098,305,0.6915413768680976,3,COMPLETE
185,185,-1.4750134604422012,0.007931493948474828,2024-05-18 14:28:24.667822,2024-05-18 14:28:28.409980,0 days 00:00:03.742158,656,0.3890329966846028,3,COMPLETE
186,186,-1.8396269236645568,0.00793349155999151,2024-05-18 14:28:28.409980,2024-05-18 14:28:32.414749,0 days 00:00:04.004769,690,0.5900749814403767,3,COMPLETE
187,187,-0.8899831005454206,0.0068631814612736776,2024-05-18 14:28:32.430364,2024-05-18 14:28:35.308906,0 days 00:00:02.878542,610,0.10395212175195867,3,COMPLETE
188,188,-0.5069236007154112,0.006309046073704706,2024-05-18 14:28:35.309903,2024-05-18 14:28:37.710892,0 days 00:00:02.400989,374,0.10395212175195867,3,COMPLETE
189,189,-0.27277265276782403,0.005832095770822604,2024-05-18 14:28:37.712887,2024-05-18 14:28:39.975647,0 days 00:00:02.262760,281,0.5537288758311638,3,COMPLETE
190,190,-0.5725079522338472,0.006262668675315707,2024-05-18 14:28:39.977681,2024-05-18 14:28:43.532999,0 days 00:00:03.555318,642,0.7087737942871889,3,COMPLETE
191,191,-0.20757983593973384,0.005594276601977237,2024-05-18 14:28:43.537101,2024-05-18 14:28:48.170250,0 days 00:00:04.633149,894,0.03192675630572961,3,COMPLETE
192,192,-2.3798947398849526,0.008812944803776881,2024-05-18 14:28:48.170250,2024-05-18 14:28:49.691681,0 days 00:00:01.521431,25,0.10395212175195867,3,COMPLETE
193,193,-0.8770550754179519,0.006900516068484562,2024-05-18 14:28:49.691681,2024-05-18 14:28:54.976180,0 days 00:00:05.284499,971,0.30814854003418424,3,COMPLETE
194,194,-0.41197311657777524,0.006118539009200721,2024-05-18 14:28:54.976180,2024-05-18 14:29:00.069452,0 days 00:00:05.093272,918,0.2758632087197752,3,COMPLETE
195,195,-0.7793949362223938,0.00661138501802914,2024-05-18 14:29:00.071447,2024-05-18 14:29:01.782826,0 days 00:00:01.711379,43,0.6363861403363394,3,COMPLETE
196,196,-0.8436319724627543,0.006849782353305517,2024-05-18 14:29:01.782826,2024-05-18 14:29:04.422098,0 days 00:00:02.639272,530,0.9217660086286241,3,COMPLETE
197,197,-0.653268735787293,0.006452022730396197,2024-05-18 14:29:04.422098,2024-05-18 14:29:09.134931,0 days 00:00:04.712833,918,0.4401106478929029,3,COMPLETE
198,198,-0.5238730963834202,0.006206848330572723,2024-05-18 14:29:09.136630,2024-05-18 14:29:12.705586,0 days 00:00:03.568956,652,0.1720365011897531,3,COMPLETE
199,199,-1.1363818307411118,0.0074975925401540395,2024-05-18 14:29:12.707582,2024-05-18 14:29:18.131313,0 days 00:00:05.423731,840,0.17260011238648731,3,COMPLETE
200,200,-0.6693679727891034,0.006472819088599764,2024-05-18 14:29:18.132743,2024-05-18 14:29:20.028702,0 days 00:00:01.895959,142,0.27252274976837776,4,COMPLETE
201,201,-2.9316255096221138,0.009599503498388826,2024-05-18 14:29:20.028702,2024-05-18 14:29:22.432166,0 days 00:00:02.403464,293,0.18256734443596623,4,COMPLETE
202,202,-1.0373850377213727,0.007261181831440486,2024-05-18 14:29:22.434161,2024-05-18 14:29:25.307511,0 days 00:00:02.873350,378,0.49738297278186805,4,COMPLETE
203,203,-0.24969283975113138,0.005664042156106478,2024-05-18 14:29:25.309501,2024-05-18 14:29:29.784403,0 days 00:00:04.474902,849,0.46872282321131487,4,COMPLETE
204,204,-0.6365019822560227,0.006570265269681954,2024-05-18 14:29:29.784403,2024-05-18 14:29:34.480228,0 days 00:00:04.695825,830,0.18256734443596623,4,COMPLETE
205,205,-2.032479381238228,0.008134267324335781,2024-05-18 14:29:34.480228,2024-05-18 14:29:39.976470,0 days 00:00:05.496242,900,0.15198262539058227,4,COMPLETE
206,206,-0.4621687618106323,0.006152805860305893,2024-05-18 14:29:39.976470,2024-05-18 14:29:42.991907,0 days 00:00:03.015437,491,0.16878590637726298,4,COMPLETE
207,207,-1.0892933818784285,0.007627987043662482,2024-05-18 14:29:42.991907,2024-05-18 14:29:45.945877,0 days 00:00:02.953970,338,0.18256734443596623,4,COMPLETE
208,208,-0.6494132168085306,0.006553413563284469,2024-05-18 14:29:45.945877,2024-05-18 14:29:50.690634,0 days 00:00:04.744757,685,0.8116952141156834,4,COMPLETE
209,209,-0.515690649662384,0.006249175337755201,2024-05-18 14:29:50.692628,2024-05-18 14:29:54.316511,0 days 00:00:03.623883,586,0.26108228399102684,4,COMPLETE
210,210,-0.9587855098417949,0.007041186848395597,2024-05-18 14:29:54.317738,2024-05-18 14:29:58.490872,0 days 00:00:04.173134,830,0.9705776898497739,4,COMPLETE
211,211,-0.410124841620884,0.0060541605640224904,2024-05-18 14:29:58.490872,2024-05-18 14:30:02.706736,0 days 00:00:04.215864,859,0.49093197066078587,4,COMPLETE
212,212,-0.5246944139812068,0.006206804219526186,2024-05-18 14:30:02.706736,2024-05-18 14:30:05.435405,0 days 00:00:02.728669,493,0.17260011238648731,4,COMPLETE
213,213,-1.0916070286308135,0.007410180680668464,2024-05-18 14:30:05.436402,2024-05-18 14:30:08.666721,0 days 00:00:03.230319,557,0.30814854003418424,4,COMPLETE
214,214,-3.5219653201565917,0.01050505880543761,2024-05-18 14:30:08.668718,2024-05-18 14:30:11.714028,0 days 00:00:03.045310,436,0.9739045945941762,4,COMPLETE
215,215,-0.571223267569118,0.006386724007507567,2024-05-18 14:30:11.716023,2024-05-18 14:30:14.060024,0 days 00:00:02.344001,378,0.8048823456250966,4,COMPLETE
216,216,-0.88048328883722,0.006983031512742685,2024-05-18 14:30:14.062093,2024-05-18 14:30:17.126653,0 days 00:00:03.064560,523,0.9454555837571202,4,COMPLETE
217,217,-0.7750699233137668,0.0067278407824842195,2024-05-18 14:30:17.127650,2024-05-18 14:30:19.972837,0 days 00:00:02.845187,404,0.2872477928571312,4,COMPLETE
218,218,-0.7401781359713084,0.006703382453754947,2024-05-18 14:30:19.972837,2024-05-18 14:30:22.739127,0 days 00:00:02.766290,420,0.49093197066078587,4,COMPLETE
219,219,-0.9289362209963912,0.0071359214969136785,2024-05-18 14:30:22.739127,2024-05-18 14:30:24.661522,0 days 00:00:01.922395,73,0.2758632087197752,4,COMPLETE
220,220,-0.8103547251610361,0.006800629270076465,2024-05-18 14:30:24.661522,2024-05-18 14:30:26.582846,0 days 00:00:01.921324,199,0.7748517803006153,4,COMPLETE
221,221,-0.6138369368775034,0.0065042101331357766,2024-05-18 14:30:26.582846,2024-05-18 14:30:28.712827,0 days 00:00:02.129981,244,0.1897965120599433,4,COMPLETE
222,222,-0.5464495173844408,0.0062623610853934555,2024-05-18 14:30:28.714822,2024-05-18 14:30:33.268881,0 days 00:00:04.554059,849,0.6548199577900717,4,COMPLETE
223,223,-0.5807086968330404,0.006274277526320071,2024-05-18 14:30:33.284502,2024-05-18 14:30:39.225186,0 days 00:00:05.940684,967,0.3139902701379804,4,COMPLETE
224,224,-0.9225351048802886,0.007040808193603516,2024-05-18 14:30:39.227183,2024-05-18 14:30:44.287872,0 days 00:00:05.060689,824,0.6729921416802792,4,COMPLETE
225,225,-0.9380265043183329,0.006975454496849001,2024-05-18 14:30:44.289867,2024-05-18 14:30:46.423009,0 days 00:00:02.133142,199,0.27379101105617243,4,COMPLETE
226,226,-0.5056463356402807,0.006170579416374765,2024-05-18 14:30:46.425004,2024-05-18 14:30:48.528603,0 days 00:00:02.103599,199,0.30814854003418424,4,COMPLETE
227,227,-0.3475286715945896,0.005862714923889422,2024-05-18 14:30:48.529600,2024-05-18 14:30:51.250423,0 days 00:00:02.720823,491,0.5037012764993845,4,COMPLETE
228,228,-0.2707939621865172,0.005680164050799846,2024-05-18 14:30:51.252416,2024-05-18 14:30:56.166798,0 days 00:00:04.914382,894,0.03192675630572961,4,COMPLETE
229,229,-0.4125637991649585,0.005958244208356484,2024-05-18 14:30:56.168792,2024-05-18 14:31:00.587525,0 days 00:00:04.418733,677,0.37143435626703936,4,COMPLETE
230,230,-0.6908008429630156,0.006677682237715196,2024-05-18 14:31:00.587525,2024-05-18 14:31:06.293688,0 days 00:00:05.706163,938,0.6137180169121234,4,COMPLETE
231,231,-1.15017644730066,0.007380959387883806,2024-05-18 14:31:06.293688,2024-05-18 14:31:12.145937,0 days 00:00:05.852249,918,0.2758632087197752,4,COMPLETE
232,232,-0.8169640851605283,0.006805687309004373,2024-05-18 14:31:12.146933,2024-05-18 14:31:17.782384,0 days 00:00:05.635451,994,0.03836464194036482,4,COMPLETE
233,233,-0.5631957878431606,0.006225248821065721,2024-05-18 14:31:17.782384,2024-05-18 14:31:20.768531,0 days 00:00:02.986147,390,0.9830208920970607,4,COMPLETE
234,234,-1.0822216953219614,0.00728980427601206,2024-05-18 14:31:20.771522,2024-05-18 14:31:23.884370,0 days 00:00:03.112848,498,0.6118701562765668,4,COMPLETE
235,235,-0.07756678876894496,0.005244707586585951,2024-05-18 14:31:23.884370,2024-05-18 14:31:26.173283,0 days 00:00:02.288913,244,0.2272052575092658,4,COMPLETE
236,236,-12.129092289859832,0.014403140556425876,2024-05-18 14:31:26.175278,2024-05-18 14:31:30.711610,0 days 00:00:04.536332,830,0.18256734443596623,4,COMPLETE
237,237,-0.35292973619745005,0.005796088519784479,2024-05-18 14:31:30.712607,2024-05-18 14:31:35.004863,0 days 00:00:04.292256,730,0.5411929317532349,4,COMPLETE
238,238,-0.4259420786464455,0.0059728492708811575,2024-05-18 14:31:35.004863,2024-05-18 14:31:40.034925,0 days 00:00:05.030062,918,0.8637192429667723,4,COMPLETE
239,239,-0.4417850147938028,0.006124966134620423,2024-05-18 14:31:40.036562,2024-05-18 14:31:45.527759,0 days 00:00:05.491197,971,0.048767431224866375,4,COMPLETE
240,240,-0.4991065160027327,0.006198806592371263,2024-05-18 14:31:45.527759,2024-05-18 14:31:47.750393,0 days 00:00:02.222634,143,0.7914016612597299,4,COMPLETE
241,241,-1.2413788107266224,0.007544607376098791,2024-05-18 14:31:47.750393,2024-05-18 14:31:53.243020,0 days 00:00:05.492627,994,0.03836464194036482,4,COMPLETE
242,242,-0.6129906222590676,0.006375239389378379,2024-05-18 14:31:53.244017,2024-05-18 14:31:59.110613,0 days 00:00:05.866596,999,0.03192675630572961,4,COMPLETE
243,243,-0.3923304566546684,0.006026443880498051,2024-05-18 14:31:59.110613,2024-05-18 14:32:03.747087,0 days 00:00:04.636474,830,0.5208513456399668,4,COMPLETE
244,244,-0.4400120667180726,0.006141682406697364,2024-05-18 14:32:03.749081,2024-05-18 14:32:06.272336,0 days 00:00:02.523255,346,0.46872282321131487,4,COMPLETE
245,245,-1.7494969036120398,0.008448029859418454,2024-05-18 14:32:06.274331,2024-05-18 14:32:08.792636,0 days 00:00:02.518305,363,0.9276008006559193,4,COMPLETE
246,246,-0.4164427221420395,0.006053481036799184,2024-05-18 14:32:08.795446,2024-05-18 14:32:13.338481,0 days 00:00:04.543035,681,0.7087737942871889,4,COMPLETE
247,247,-0.6508416300820431,0.0065727582174098294,2024-05-18 14:32:13.339099,2024-05-18 14:32:15.319896,0 days 00:00:01.980797,111,0.4684798360576009,4,COMPLETE
248,248,-0.3839228981242031,0.005992085529976775,2024-05-18 14:32:15.319896,2024-05-18 14:32:18.752771,0 days 00:00:03.432875,651,0.6207227029747193,4,COMPLETE
249,249,-0.9628569578701249,0.007128439302942169,2024-05-18 14:32:18.752771,2024-05-18 14:32:23.774840,0 days 00:00:05.022069,967,0.2758632087197752,4,COMPLETE
250,250,-0.5240175513050092,0.006308594030829069,2024-05-18 14:32:23.774840,2024-05-18 14:32:28.697483,0 days 00:00:04.922643,922,0.28117396394217,5,COMPLETE
251,251,-0.4514023159646755,0.0061788341691807825,2024-05-18 14:32:28.697483,2024-05-18 14:32:33.378534,0 days 00:00:04.681051,918,0.4903922793581813,5,COMPLETE
252,252,-0.44127192205491494,0.006000056852532199,2024-05-18 14:32:33.378534,2024-05-18 14:32:35.884823,0 days 00:00:02.506289,404,0.6656216146950927,5,COMPLETE
253,253,-0.7545258506038748,0.00678068388778514,2024-05-18 14:32:35.885822,2024-05-18 14:32:39.050882,0 days 00:00:03.165060,611,0.04106312328140527,5,COMPLETE
254,254,-0.5858062277444296,0.006366203326342216,2024-05-18 14:32:39.052876,2024-05-18 14:32:41.467986,0 days 00:00:02.415110,453,0.11826494242901608,5,COMPLETE
255,255,-0.6393887629929169,0.00642556989979764,2024-05-18 14:32:41.478038,2024-05-18 14:32:43.990375,0 days 00:00:02.512337,382,0.8834265871129517,5,COMPLETE
256,256,-6.040407097278899,0.012103523793787107,2024-05-18 14:32:43.992325,2024-05-18 14:32:49.055068,0 days 00:00:05.062743,967,0.17260011238648731,5,COMPLETE
257,257,-0.4991154990177485,0.00630681609032715,2024-05-18 14:32:49.055068,2024-05-18 14:32:52.988324,0 days 00:00:03.933256,660,0.03192675630572961,5,COMPLETE
258,258,-0.5873253181845925,0.006369219313397402,2024-05-18 14:32:52.988324,2024-05-18 14:32:57.529084,0 days 00:00:04.540760,658,0.674621365969595,5,COMPLETE
259,259,-0.9750821072105893,0.007099968635629561,2024-05-18 14:32:57.529084,2024-05-18 14:33:02.263953,0 days 00:00:04.734869,861,0.18256734443596623,5,COMPLETE
260,260,-1.1444722532593423,0.007449339225071317,2024-05-18 14:33:02.263953,2024-05-18 14:33:04.398407,0 days 00:00:02.134454,166,0.15768030937199962,5,COMPLETE
261,261,-7.800053739661871,0.014631883802905254,2024-05-18 14:33:04.398407,2024-05-18 14:33:09.117492,0 days 00:00:04.719085,742,0.11119050325661617,5,COMPLETE
262,262,-0.505328643265444,0.006244204608570196,2024-05-18 14:33:09.119488,2024-05-18 14:33:13.289989,0 days 00:00:04.170501,763,0.40281345694099724,5,COMPLETE
263,263,-0.4045503876681641,0.005921735421982782,2024-05-18 14:33:13.291983,2024-05-18 14:33:17.185088,0 days 00:00:03.893105,710,0.9542497125849834,5,COMPLETE
264,264,-0.7635986706897651,0.006786642554005053,2024-05-18 14:33:17.187083,2024-05-18 14:33:22.223863,0 days 00:00:05.036780,918,0.9716567547718654,5,COMPLETE
265,265,-1.0202699767045669,0.0071382004296575655,2024-05-18 14:33:22.223863,2024-05-18 14:33:26.574906,0 days 00:00:04.351043,764,0.5688805194918073,5,COMPLETE
266,266,-0.3443200296337484,0.00583554197500107,2024-05-18 14:33:26.574906,2024-05-18 14:33:32.384823,0 days 00:00:05.809917,971,0.30814854003418424,5,COMPLETE
267,267,-1.185196410496871,0.007431271988049088,2024-05-18 14:33:32.384823,2024-05-18 14:33:34.587768,0 days 00:00:02.202945,207,0.17260011238648731,5,COMPLETE
268,268,-1.3126940428544314,0.007778597145196649,2024-05-18 14:33:34.589762,2024-05-18 14:33:37.986407,0 days 00:00:03.396645,491,0.1872148704708293,5,COMPLETE
269,269,-0.9720850616153719,0.007136311143282756,2024-05-18 14:33:37.988401,2024-05-18 14:33:43.043733,0 days 00:00:05.055332,918,0.8637192429667723,5,COMPLETE
270,270,-0.8476877506689808,0.006936325471118786,2024-05-18 14:33:43.043733,2024-05-18 14:33:45.916569,0 days 00:00:02.872836,491,0.43959956084408924,5,COMPLETE
271,271,-0.23595454717713507,0.005674326697396594,2024-05-18 14:33:45.916569,2024-05-18 14:33:48.310017,0 days 00:00:02.393448,385,0.6798270613611228,5,COMPLETE
272,272,-1.1114927371197294,0.0073261426999534805,2024-05-18 14:33:48.310017,2024-05-18 14:33:50.990154,0 days 00:00:02.680137,591,0.20172989830436971,5,COMPLETE
273,273,-0.825937615243028,0.007038620078828628,2024-05-18 14:33:50.990154,2024-05-18 14:33:53.725423,0 days 00:00:02.735269,571,0.5281471394387424,5,COMPLETE
274,274,-0.882442919785238,0.0068679489919346495,2024-05-18 14:33:53.725423,2024-05-18 14:33:56.389465,0 days 00:00:02.664042,491,0.46872282321131487,5,COMPLETE
275,275,-0.45577839427962596,0.006195280602185417,2024-05-18 14:33:56.389465,2024-05-18 14:34:00.784952,0 days 00:00:04.395487,859,0.8100561024518842,5,COMPLETE
276,276,-1.50206677346679,0.007915803990857843,2024-05-18 14:34:00.784952,2024-05-18 14:34:04.751753,0 days 00:00:03.966801,816,0.24354151002426194,5,COMPLETE
277,277,-0.6995213583496922,0.006593031989521278,2024-05-18 14:34:04.751753,2024-05-18 14:34:06.615547,0 days 00:00:01.863794,178,0.27379101105617243,5,COMPLETE
278,278,-0.4517561678170825,0.006134783142608291,2024-05-18 14:34:06.615547,2024-05-18 14:34:09.031332,0 days 00:00:02.415785,461,0.5918097357636898,5,COMPLETE
279,279,-0.6860754511331298,0.006580103507753605,2024-05-18 14:34:09.031332,2024-05-18 14:34:13.014032,0 days 00:00:03.982700,816,0.5219941433182567,5,COMPLETE
280,280,-0.458410438457054,0.006091614082716641,2024-05-18 14:34:13.014032,2024-05-18 14:34:14.996508,0 days 00:00:01.982476,285,0.6694626513145412,5,COMPLETE
281,281,-1.211294241188443,0.007515263009367184,2024-05-18 14:34:14.996508,2024-05-18 14:34:19.911305,0 days 00:00:04.914797,890,0.6262934113665739,5,COMPLETE
282,282,-1.8519814437688882,0.008690482825559223,2024-05-18 14:34:19.911305,2024-05-18 14:34:22.244567,0 days 00:00:02.333262,348,0.2758632087197752,5,COMPLETE
283,283,-2.602897361136795,0.009210905686360016,2024-05-18 14:34:22.244567,2024-05-18 14:34:27.236505,0 days 00:00:04.991938,830,0.5208513456399668,5,COMPLETE
284,284,-1.37456943242933,0.007805771757875208,2024-05-18 14:34:27.236505,2024-05-18 14:34:31.239344,0 days 00:00:04.002839,667,0.7040366723392834,5,COMPLETE
285,285,-0.3432461068088266,0.005914245678666222,2024-05-18 14:34:31.239344,2024-05-18 14:34:36.446083,0 days 00:00:05.206739,898,0.3413378536436953,5,COMPLETE
286,286,-0.5376650318040694,0.006242754351700435,2024-05-18 14:34:36.446083,2024-05-18 14:34:41.190266,0 days 00:00:04.744183,830,0.2758632087197752,5,COMPLETE
287,287,-0.7327930683930395,0.006830773271750415,2024-05-18 14:34:41.190266,2024-05-18 14:34:46.305110,0 days 00:00:05.114844,936,0.6207227029747193,5,COMPLETE
288,288,-1.9371970131232465,0.008514953052369864,2024-05-18 14:34:46.307103,2024-05-18 14:34:48.967137,0 days 00:00:02.660034,530,0.7820169621967699,5,COMPLETE
289,289,-0.6254363698577055,0.006402561713973148,2024-05-18 14:34:48.967137,2024-05-18 14:34:50.908670,0 days 00:00:01.941533,150,0.06665597370731491,5,COMPLETE
290,290,-0.3505090215116944,0.005953624895248779,2024-05-18 14:34:50.909667,2024-05-18 14:34:55.849982,0 days 00:00:04.940315,849,0.7198400535460219,5,COMPLETE
291,291,-11.345507007026177,0.014412715968019163,2024-05-18 14:34:55.851894,2024-05-18 14:35:00.918950,0 days 00:00:05.067056,859,0.7059417171634296,5,COMPLETE
292,292,-0.9076856664935622,0.006979499331212143,2024-05-18 14:35:00.918950,2024-05-18 14:35:05.612426,0 days 00:00:04.693476,755,0.6498223872984176,5,COMPLETE
293,293,-0.6439814672513432,0.006686861098271884,2024-05-18 14:35:05.614421,2024-05-18 14:35:07.680031,0 days 00:00:02.065610,108,0.4742136325432218,5,COMPLETE
294,294,-0.3908179489571509,0.006018762237383593,2024-05-18 14:35:07.682025,2024-05-18 14:35:10.503420,0 days 00:00:02.821395,377,0.21345598190136617,5,COMPLETE
295,295,-0.3854810005333583,0.005999686397258262,2024-05-18 14:35:10.505413,2024-05-18 14:35:13.942677,0 days 00:00:03.437264,651,0.03192675630572961,5,COMPLETE
296,296,-0.49511028833717285,0.006074468798376275,2024-05-18 14:35:13.942677,2024-05-18 14:35:19.906666,0 days 00:00:05.963989,730,0.5411929317532349,5,COMPLETE
297,297,-0.34270956335457914,0.005816134273625336,2024-05-18 14:35:19.906666,2024-05-18 14:35:22.855494,0 days 00:00:02.948828,404,0.14247161773214778,5,COMPLETE
298,298,-1.636421960054556,0.007827526578549824,2024-05-18 14:35:22.855494,2024-05-18 14:35:26.453807,0 days 00:00:03.598313,623,0.01962994267196294,5,COMPLETE
299,299,-0.1353070238737841,0.005457787028230836,2024-05-18 14:35:26.453807,2024-05-18 14:35:33.567869,0 days 00:00:07.114062,852,0.46872282321131487,5,COMPLETE
300,300,-0.6132640205056392,0.006497659348134956,2024-05-18 14:35:33.567869,2024-05-18 14:35:37.129745,0 days 00:00:03.561876,491,0.2872477928571312,6,COMPLETE
301,301,-0.7587413388117923,0.006539371802230609,2024-05-18 14:35:37.129745,2024-05-18 14:35:39.211030,0 days 00:00:02.081285,194,0.26786371295480427,6,COMPLETE
302,302,-1.2592330595810803,0.00755729895042391,2024-05-18 14:35:39.211030,2024-05-18 14:35:41.151244,0 days 00:00:01.940214,178,0.013566119419588185,6,COMPLETE
303,303,-0.8874879407439433,0.007083992359072986,2024-05-18 14:35:41.151244,2024-05-18 14:35:45.392890,0 days 00:00:04.241646,685,0.9294497471052522,6,COMPLETE
304,304,-0.3301445758040426,0.0058761612548046864,2024-05-18 14:35:45.392890,2024-05-18 14:35:49.929821,0 days 00:00:04.536931,859,0.9112883510198551,6,COMPLETE
305,305,-0.4895607580338517,0.00627562346825732,2024-05-18 14:35:49.929821,2024-05-18 14:35:51.907905,0 days 00:00:01.978084,199,0.7680844587280367,6,COMPLETE
306,306,-0.36950011078222633,0.0058728513214215995,2024-05-18 14:35:51.907905,2024-05-18 14:35:54.892978,0 days 00:00:02.985073,491,0.3179859725093068,6,COMPLETE
307,307,-0.697914897994783,0.00661595364689474,2024-05-18 14:35:54.892978,2024-05-18 14:35:57.956660,0 days 00:00:03.063682,603,0.1897965120599433,6,COMPLETE
308,308,-0.375256028382753,0.005983236306345168,2024-05-18 14:35:57.972281,2024-05-18 14:36:03.365867,0 days 00:00:05.393586,971,0.6970913897692645,6,COMPLETE
309,309,-0.5352772359472053,0.006236484195004695,2024-05-18 14:36:03.365867,2024-05-18 14:36:08.672018,0 days 00:00:05.306151,918,0.6118701562765668,6,COMPLETE
310,310,-0.39635789317815107,0.005934380660439703,2024-05-18 14:36:08.672018,2024-05-18 14:36:13.533176,0 days 00:00:04.861158,816,0.30814854003418424,6,COMPLETE
311,311,-0.7237322458401133,0.006588781702448372,2024-05-18 14:36:13.533176,2024-05-18 14:36:18.286485,0 days 00:00:04.753309,769,0.2721799647933443,6,COMPLETE
312,312,-0.783496944605676,0.00667890450649012,2024-05-18 14:36:18.286485,2024-05-18 14:36:21.328607,0 days 00:00:03.042122,458,0.003502905564865655,6,COMPLETE
313,313,-1.9237077877098852,0.008778564922792937,2024-05-18 14:36:21.328607,2024-05-18 14:36:23.180703,0 days 00:00:01.852096,72,0.24005941875505177,6,COMPLETE
