,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_rank,params_window_length,system_attrs_nsga2:generation,state
148,148,-0.865653110178578,0.00694962103569881,2024-05-18 12:16:13.954006,2024-05-18 12:16:16.758832,0 days 00:00:02.804826,564,5,11,2,COMPLETE
149,149,-0.5777626327235359,0.006397279313810717,2024-05-18 12:16:16.760828,2024-05-18 12:16:23.949158,0 days 00:00:07.188330,993,31,264,2,COMPLETE
150,150,-1.0414709455967988,0.007296116268093504,2024-05-18 12:16:23.951153,2024-05-18 12:16:29.824486,0 days 00:00:05.873333,250,97,118,3,COMPLETE
151,151,-0.4017957057159526,0.005933255789256415,2024-05-18 12:16:29.826482,2024-05-18 12:16:40.303578,0 days 00:00:10.477096,766,138,272,3,COMPLETE
152,152,-1.3557938292030216,0.00785070912460904,2024-05-18 12:16:40.305571,2024-05-18 12:16:46.844593,0 days 00:00:06.539022,341,100,184,3,COMPLETE
153,153,-0.1952265789957052,0.005651337949761743,2024-05-18 12:16:46.846588,2024-05-18 12:16:56.384065,0 days 00:00:09.537477,629,148,192,3,COMPLETE
154,154,-1.0675673496275317,0.007177836069479311,2024-05-18 12:16:56.386059,2024-05-18 12:17:11.254492,0 days 00:00:14.868433,780,222,272,3,COMPLETE
155,155,-5.7239833796789155,0.01091743426657335,2024-05-18 12:17:11.256485,2024-05-18 12:17:23.042578,0 days 00:00:11.786093,642,179,215,3,COMPLETE
156,156,-1.0560857812964142,0.0071954561758670625,2024-05-18 12:17:23.044572,2024-05-18 12:17:26.372761,0 days 00:00:03.328189,575,7,87,3,COMPLETE
157,157,-0.6305205389004124,0.006331300054299388,2024-05-18 12:17:26.374756,2024-05-18 12:17:30.503591,0 days 00:00:04.128835,250,51,163,3,COMPLETE
158,158,-0.6244392354528706,0.006417617472597803,2024-05-18 12:17:30.504588,2024-05-18 12:17:33.784795,0 days 00:00:03.280207,585,13,107,3,COMPLETE
159,159,-0.1522027313875185,0.005582102949328346,2024-05-18 12:17:33.786789,2024-05-18 12:17:43.533206,0 days 00:00:09.746417,412,165,219,3,COMPLETE
160,160,-0.3414754767049848,0.00583017926142409,2024-05-18 12:17:43.535199,2024-05-18 12:17:49.227395,0 days 00:00:05.692196,690,44,244,3,COMPLETE
161,161,-0.5784921194911516,0.006274153494130958,2024-05-18 12:17:49.229388,2024-05-18 12:17:52.864039,0 days 00:00:03.634651,422,30,103,3,COMPLETE
162,162,-0.5677922186565025,0.0062774550147005285,2024-05-18 12:17:52.865034,2024-05-18 12:18:09.260814,0 days 00:00:16.395780,902,247,288,3,COMPLETE
163,163,-1.230137423407437,0.00757581518070057,2024-05-18 12:18:09.262808,2024-05-18 12:18:13.555611,0 days 00:00:04.292803,651,39,48,3,COMPLETE
164,164,-1.1457764269174617,0.007385048771640963,2024-05-18 12:18:13.557607,2024-05-18 12:18:18.690445,0 days 00:00:05.132838,681,40,81,3,COMPLETE
165,165,-0.6543656672511051,0.006446481372473635,2024-05-18 12:18:18.692438,2024-05-18 12:18:26.930427,0 days 00:00:08.237989,337,130,264,3,COMPLETE
166,166,-0.24381340090659132,0.005604202258408538,2024-05-18 12:18:26.931422,2024-05-18 12:18:35.563037,0 days 00:00:08.631615,764,110,145,3,COMPLETE
