,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_window_length,system_attrs_nsga2:generation,state
130,130,-2.2041696911118898,0.2186545697045398,2024-05-10 16:44:52.244972,2024-05-10 16:44:55.948818,0 days 00:00:03.703846,33,47,2,COMPLETE
131,131,-1.0201894876505553,0.1681249807170541,2024-05-10 16:44:55.952834,2024-05-10 16:45:01.142728,0 days 00:00:05.189894,79,185,2,COMPLETE
132,132,-0.3353788052266264,0.13936339918992005,2024-05-10 16:45:01.149819,2024-05-10 16:45:06.366398,0 days 00:00:05.216579,92,45,2,COMPLETE
133,133,-0.9893991766316766,0.16419086280402273,2024-05-10 16:45:06.367428,2024-05-10 16:45:12.846930,0 days 00:00:06.479502,76,116,2,COMPLETE
134,134,-0.2776518869377961,0.11186326937210742,2024-05-10 16:45:12.850507,2024-05-10 16:45:18.213098,0 days 00:00:05.362591,5,195,2,COMPLETE
135,135,-0.14537683384551459,0.10545142762510673,2024-05-10 16:45:18.222344,2024-05-10 16:45:19.443959,0 days 00:00:01.221615,5,191,2,COMPLETE
136,136,-2.1070255205744686,0.2019704380715909,2024-05-10 16:45:19.452095,2024-05-10 16:45:21.675350,0 days 00:00:02.223255,85,72,2,COMPLETE
137,137,-1.390128567862408,0.17621054134262443,2024-05-10 16:45:21.680359,2024-05-10 16:45:25.428686,0 days 00:00:03.748327,34,115,2,COMPLETE
138,138,-0.8465609507891919,0.15951928937377088,2024-05-10 16:45:25.433960,2024-05-10 16:45:30.208329,0 days 00:00:04.774369,61,139,2,COMPLETE
139,139,-0.6222405595478027,0.1506079505276384,2024-05-10 16:45:30.212603,2024-05-10 16:45:31.673553,0 days 00:00:01.460950,24,146,2,COMPLETE
140,140,-2.2398605823795164,0.21178217041299718,2024-05-10 16:45:31.677525,2024-05-10 16:45:38.376524,0 days 00:00:06.698999,85,84,2,COMPLETE
141,141,-0.5540832693359583,0.14548534845034516,2024-05-10 16:45:38.380651,2024-05-10 16:45:42.275168,0 days 00:00:03.894517,9,103,2,COMPLETE
142,142,-1.1834298305954054,0.16723731389841717,2024-05-10 16:45:42.279123,2024-05-10 16:45:46.650332,0 days 00:00:04.371209,47,120,2,COMPLETE
143,143,-1.4719029579080225,0.18757691828360729,2024-05-10 16:45:46.650332,2024-05-10 16:45:51.047484,0 days 00:00:04.397152,52,72,2,COMPLETE
144,144,-2.2947654482548883,0.2140498599449056,2024-05-10 16:45:51.047484,2024-05-10 16:45:52.098087,0 days 00:00:01.050603,31,72,2,COMPLETE
145,145,-0.319268267726369,0.11621211438012916,2024-05-10 16:45:52.100310,2024-05-10 16:45:53.446295,0 days 00:00:01.345985,3,206,2,COMPLETE
146,146,-0.8439624058185207,0.1610492563699768,2024-05-10 16:45:53.463032,2024-05-10 16:46:01.777076,0 days 00:00:08.314044,85,201,2,COMPLETE
147,147,-1.3114339935933785,0.1781220065831755,2024-05-10 16:46:01.791560,2024-05-10 16:46:07.466229,0 days 00:00:05.674669,28,134,2,COMPLETE
148,148,-1.4970019586105276,0.18387048656541694,2024-05-10 16:46:07.469222,2024-05-10 16:46:15.700718,0 days 00:00:08.231496,40,72,2,COMPLETE
149,149,-0.338222676917565,0.1304163559307023,2024-05-10 16:46:15.704840,2024-05-10 16:46:22.480925,0 days 00:00:06.776085,51,149,2,COMPLETE
150,150,-0.883529364428467,0.16119107436147,2024-05-10 16:46:22.485857,2024-05-10 16:46:28.450554,0 days 00:00:05.964697,88,11,3,COMPLETE
151,151,-0.27768088723195317,0.10605147342867427,2024-05-10 16:46:28.457946,2024-05-10 16:46:31.115851,0 days 00:00:02.657905,3,67,3,COMPLETE
152,152,-1.251417541130359,0.1756392985027962,2024-05-10 16:46:31.126075,2024-05-10 16:46:38.870868,0 days 00:00:07.744793,32,78,3,COMPLETE
153,153,-1.3218675185251105,0.18178604684447258,2024-05-10 16:46:38.877864,2024-05-10 16:46:43.546845,0 days 00:00:04.668981,34,5,3,COMPLETE
154,154,-1.9259463922055169,0.20453816861391197,2024-05-10 16:46:43.554542,2024-05-10 16:46:46.171717,0 days 00:00:02.617175,96,185,3,COMPLETE
155,155,-3.60135905508182,0.18688243090241072,2024-05-10 16:46:46.176164,2024-05-10 16:46:48.467492,0 days 00:00:02.291328,3,158,3,COMPLETE
156,156,-0.41913945611429354,0.12292921401742522,2024-05-10 16:46:48.476785,2024-05-10 16:46:51.210599,0 days 00:00:02.733814,3,66,3,COMPLETE
