,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_smoothing_level,params_smoothing_trend,system_attrs_nsga2:generation,state
10,10,-176.39316454629432,0.00027944982202106615,2024-05-18 07:56:46.511079,2024-05-18 07:56:58.221493,0 days 00:00:11.710414,641,0.8143633259390717,0.2520349156002184,0,COMPLETE
11,11,-11746.300237012692,0.0011400045345657146,2024-05-18 07:56:58.222497,2024-05-18 07:57:06.384641,0 days 00:00:08.162144,336,0.9140490102644264,0.5127389299444868,0,COMPLETE
12,12,-20.469575113323355,9.44422051823036e-05,2024-05-18 07:57:06.390628,2024-05-18 07:57:14.082141,0 days 00:00:07.691513,117,0.47736473737612894,0.7705410471071081,0,COMPLETE
13,13,-109.69991581664723,0.00016722229198294338,2024-05-18 07:57:14.082141,2024-05-18 07:57:22.261819,0 days 00:00:08.179678,276,0.9524920431870494,0.013297203175979821,0,COMPLETE
14,14,-10331.731842803434,0.0013206631309866958,2024-05-18 07:57:22.277508,2024-05-18 07:57:34.702379,0 days 00:00:12.424871,753,0.7314836091454425,0.5948051690527615,0,COMPLETE
15,15,-27.28912850309602,9.540143221779255e-05,2024-05-18 07:57:34.707366,2024-05-18 07:57:41.619897,0 days 00:00:06.912531,37,0.7028421814997815,0.9378857949419868,0,COMPLETE
16,16,-17.678087177811967,8.790273095120031e-05,2024-05-18 07:57:41.619897,2024-05-18 07:57:49.026417,0 days 00:00:07.406520,196,0.8449343507843566,0.14615106509685138,0,COMPLETE
17,17,-57.158177376926645,0.00014287458903681363,2024-05-18 07:57:49.028410,2024-05-18 07:57:57.063023,0 days 00:00:08.034613,346,0.10406648045603295,0.22759769730225532,0,COMPLETE
18,18,-13.898058133711936,7.298115115231627e-05,2024-05-18 07:57:57.063023,2024-05-18 07:58:04.126606,0 days 00:00:07.063583,167,0.17628508665565046,0.4818530919325832,0,COMPLETE
19,19,-512.6160165628869,0.0004258579224270385,2024-05-18 07:58:04.142394,2024-05-18 07:58:19.976233,0 days 00:00:15.833839,673,0.22743803963079168,0.9862759806072744,0,COMPLETE
20,20,-392.18578938807667,0.00041238621329294666,2024-05-18 07:58:19.980528,2024-05-18 07:58:33.945117,0 days 00:00:13.964589,953,0.8347306142814165,0.9054391855491815,0,COMPLETE
21,21,-7024.173297238027,0.0010151911273571582,2024-05-18 07:58:33.946148,2024-05-18 07:58:48.490438,0 days 00:00:14.544290,855,0.08952758474464961,0.31301844074019225,0,COMPLETE
22,22,-19.21972563057213,9.020878897731768e-05,2024-05-18 07:58:48.506961,2024-05-18 07:58:54.870822,0 days 00:00:06.363861,88,0.01110996165667344,0.8144510324545677,0,COMPLETE
23,23,-809.0537881157959,0.00035728471218656724,2024-05-18 07:58:54.870822,2024-05-18 07:59:01.600392,0 days 00:00:06.729570,127,0.6605805747641109,0.6424318641762048,0,COMPLETE
24,24,-22.86165708448824,9.489954971484285e-05,2024-05-18 07:59:01.602580,2024-05-18 07:59:07.806781,0 days 00:00:06.204201,80,0.3788422094892757,0.30388544212975477,0,COMPLETE
25,25,-3628.718807675677,0.0008258282722742826,2024-05-18 07:59:07.814180,2024-05-18 07:59:16.826894,0 days 00:00:09.012714,602,0.9206044632948892,0.014846071536065542,0,COMPLETE
26,26,-650.0072331327962,0.0004458278864566262,2024-05-18 07:59:16.826894,2024-05-18 07:59:27.306636,0 days 00:00:10.479742,635,0.14112178555976918,0.05991753566120339,0,COMPLETE
27,27,-612.0617582383151,0.00046772715232600606,2024-05-18 07:59:27.306636,2024-05-18 07:59:36.617948,0 days 00:00:09.311312,636,0.7115129110909771,0.7044671093613543,0,COMPLETE
28,28,-88.6022598647766,0.0001663538175372853,2024-05-18 07:59:36.618945,2024-05-18 07:59:43.949131,0 days 00:00:07.330186,351,0.5103518657640363,0.804983721387375,0,COMPLETE
29,29,-16531.291633820416,0.0014344694226278152,2024-05-18 07:59:43.949131,2024-05-18 07:59:54.427816,0 days 00:00:10.478685,565,0.4399735090680803,0.6835489207011163,0,COMPLETE
30,30,-18725.650047867435,0.0016987969308739405,2024-05-18 07:59:54.427816,2024-05-18 08:00:08.169700,0 days 00:00:13.741884,870,0.3109597793532498,0.47857551959958355,0,COMPLETE
31,31,-609.8121382553577,0.00028428369385022427,2024-05-18 08:00:08.173721,2024-05-18 08:00:15.318395,0 days 00:00:07.144674,266,0.8243442340677519,0.006032657550489651,0,COMPLETE
32,32,-243334.40905019297,0.004959738073056346,2024-05-18 08:00:15.318395,2024-05-18 08:00:25.246649,0 days 00:00:09.928254,569,0.0826955350320906,0.4213567494050282,0,COMPLETE
33,33,-802.5278273025979,0.0005014427180949357,2024-05-18 08:00:25.246649,2024-05-18 08:00:38.932760,0 days 00:00:13.686111,829,0.2107805468366194,0.3540411010894774,0,COMPLETE
34,34,-26.017889661665738,0.00010525705478506824,2024-05-18 08:00:38.932760,2024-05-18 08:00:47.769788,0 days 00:00:08.837028,274,0.03868990881050505,0.18608715601226822,0,COMPLETE
35,35,-45340.95089520606,0.002628815046722444,2024-05-18 08:00:47.786520,2024-05-18 08:01:02.131194,0 days 00:00:14.344674,931,0.059582490683568246,0.04769260177805068,0,COMPLETE
36,36,-94.34457548513342,0.0002046344008497305,2024-05-18 08:01:02.131194,2024-05-18 08:01:12.577133,0 days 00:00:10.445939,469,0.6681896686338737,0.18448223932160435,0,COMPLETE
37,37,-25.258763746304663,0.00010483694441175031,2024-05-18 08:01:12.577133,2024-05-18 08:01:19.322544,0 days 00:00:06.745411,89,0.81558015451674,0.5047662845825736,0,COMPLETE
38,38,-256589.00478090206,0.0050483410213482665,2024-05-18 08:01:19.322544,2024-05-18 08:01:35.059896,0 days 00:00:15.737352,812,0.25298428785952,0.3682806622414547,0,COMPLETE
39,39,-43903.12963035429,0.0033162872545910473,2024-05-18 08:01:35.066410,2024-05-18 08:01:53.075052,0 days 00:00:18.008642,982,0.9407189055203574,0.2748257422963092,0,COMPLETE
40,40,-355.371034382153,0.00039059574784993246,2024-05-18 08:01:53.075052,2024-05-18 08:02:08.251838,0 days 00:00:15.176786,954,0.8629365717801175,0.5586285970568737,0,COMPLETE
41,41,-155.29529594096613,0.000260407549257564,2024-05-18 08:02:08.267464,2024-05-18 08:02:23.543965,0 days 00:00:15.276501,689,0.358091477317257,0.34730981037656505,0,COMPLETE
42,42,-10012.345254631538,0.0011437028018762784,2024-05-18 08:02:23.543965,2024-05-18 08:02:31.507316,0 days 00:00:07.963351,424,0.5324767910058579,0.49518681853198787,0,COMPLETE
43,43,-226.3034177038043,0.00027651538095662623,2024-05-18 08:02:31.508295,2024-05-18 08:02:39.556735,0 days 00:00:08.048440,413,0.02610367396849045,0.2563772908440801,0,COMPLETE
44,44,-42882.17297016805,0.0031841368149663216,2024-05-18 08:02:39.572221,2024-05-18 08:02:51.381724,0 days 00:00:11.809503,676,0.3789683828653785,0.44203553690836406,0,COMPLETE
45,45,-31318.768310347943,0.0018150223898250075,2024-05-18 08:02:51.381724,2024-05-18 08:03:01.045269,0 days 00:00:09.663545,445,0.9276122610937919,0.7026723573928269,0,COMPLETE
46,46,-25.34307900599796,0.00010518923189091843,2024-05-18 08:03:01.049243,2024-05-18 08:03:08.817535,0 days 00:00:07.768292,141,0.008558214933761854,0.5280639594592498,0,COMPLETE
47,47,-17.56640188296929,8.834228231789216e-05,2024-05-18 08:03:08.821112,2024-05-18 08:03:17.353288,0 days 00:00:08.532176,77,0.8643730694131961,0.6576239980390949,0,COMPLETE
48,48,-65.96012465663732,0.00016689087820547497,2024-05-18 08:03:17.356831,2024-05-18 08:03:26.098677,0 days 00:00:08.741846,454,0.019447485500512562,0.6230113897383559,0,COMPLETE
49,49,-324.6944556737656,0.00034537990862110884,2024-05-18 08:03:26.100671,2024-05-18 08:03:39.177214,0 days 00:00:13.076543,709,0.5124206519323815,0.20877506270824253,0,COMPLETE
50,50,-30.407441427987038,0.00011031440565248956,2024-05-18 08:03:39.177214,2024-05-18 08:03:45.912881,0 days 00:00:06.735667,89,0.3043530896998854,0.5047662845825736,1,COMPLETE
51,51,-183.39902748223477,0.0001953381643313659,2024-05-18 08:03:45.912881,2024-05-18 08:03:53.356428,0 days 00:00:07.443547,175,0.7004597471519919,0.11577494590290205,1,COMPLETE
52,52,-128.385453826966,0.00023058237063703697,2024-05-18 08:03:53.356428,2024-05-18 08:04:02.101614,0 days 00:00:08.745186,469,0.8614442754246859,0.18448223932160435,1,COMPLETE
53,53,-152.7792961565347,0.0002527002137069054,2024-05-18 08:04:02.101614,2024-05-18 08:04:12.329503,0 days 00:00:10.227889,635,0.7028421814997815,0.05991753566120339,1,COMPLETE
54,54,-1335.3946639980254,0.0005603332132865955,2024-05-18 08:04:12.332501,2024-05-18 08:04:27.440228,0 days 00:00:15.107727,709,0.8143633259390717,0.2520349156002184,1,COMPLETE
55,55,-77.96317875216549,0.0001728816687834655,2024-05-18 08:04:27.440228,2024-05-18 08:04:35.579602,0 days 00:00:08.139374,451,0.35685321862453234,0.6576239980390949,1,COMPLETE
56,56,-1274.4466063243335,0.0004745408263940572,2024-05-18 08:04:35.586354,2024-05-18 08:04:44.175853,0 days 00:00:08.589499,484,0.22743803963079168,0.2443137270323099,1,COMPLETE
57,57,-1346.7803936306477,0.0004199187553198841,2024-05-18 08:04:44.179480,2024-05-18 08:04:52.897587,0 days 00:00:08.718107,454,0.9524920431870494,0.6230113897383559,1,COMPLETE
58,58,-20.547416245309048,9.326850650581781e-05,2024-05-18 08:04:52.901601,2024-05-18 08:04:59.442723,0 days 00:00:06.541122,266,0.8243442340677519,0.30388544212975477,1,COMPLETE
59,59,-24.05662682695038,9.694195151667838e-05,2024-05-18 08:04:59.442723,2024-05-18 08:05:05.190178,0 days 00:00:05.747455,89,0.81558015451674,0.5047662845825736,1,COMPLETE
60,60,-270.304487858525,0.0003441130018805346,2024-05-18 08:05:05.190178,2024-05-18 08:05:25.581260,0 days 00:00:20.391082,870,0.47736473737612894,0.47857551959958355,1,COMPLETE
61,61,-10060.716181432841,0.0012221482440198386,2024-05-18 08:05:25.581260,2024-05-18 08:05:35.025981,0 days 00:00:09.444721,601,0.3359895144309021,0.49550457415535965,1,COMPLETE
62,62,-84202.96834549909,0.0028840415241559625,2024-05-18 08:05:35.025981,2024-05-18 08:05:43.125244,0 days 00:00:08.099263,429,0.5103518657640363,0.804983721387375,1,COMPLETE
63,63,-88461.08433308975,0.002958560494056507,2024-05-18 08:05:43.125244,2024-05-18 08:05:52.968899,0 days 00:00:09.843655,467,0.7115129110909771,0.7012012443713876,1,COMPLETE
64,64,-27.937822301155812,0.00010979077287023606,2024-05-18 08:05:52.968899,2024-05-18 08:05:59.592918,0 days 00:00:06.624019,88,0.01110996165667344,0.05299842962013179,1,COMPLETE
65,65,-20.823335428564057,8.956218675865492e-05,2024-05-18 08:05:59.597417,2024-05-18 08:06:06.099764,0 days 00:00:06.502347,89,0.01110996165667344,0.8144510324545677,1,COMPLETE
66,66,-41.86368254994873,0.00012840066923257144,2024-05-18 08:06:06.103179,2024-05-18 08:06:13.346442,0 days 00:00:07.243263,274,0.17479857487732442,0.804983721387375,1,COMPLETE
67,67,-27.995994976761004,0.00010971001360438122,2024-05-18 08:06:13.359785,2024-05-18 08:06:19.723583,0 days 00:00:06.363798,117,0.0896953270501687,0.49538568029601204,1,COMPLETE
68,68,-61164.54767183021,0.0026435856740340035,2024-05-18 08:06:19.723583,2024-05-18 08:06:34.817157,0 days 00:00:15.093574,940,0.02610367396849045,0.20877506270824253,1,COMPLETE
69,69,-28345.120858722854,0.0018191893757946256,2024-05-18 08:06:34.817157,2024-05-18 08:06:49.778115,0 days 00:00:14.960958,963,0.1647105583562959,0.18608715601226822,1,COMPLETE
70,70,-82.87957468474103,0.00014619894630927134,2024-05-18 08:06:49.778115,2024-05-18 08:06:56.240842,0 days 00:00:06.462727,141,0.5124206519323815,0.20877506270824253,1,COMPLETE
71,71,-233.30132648831713,0.00030692921876877805,2024-05-18 08:06:56.240842,2024-05-18 08:07:11.944654,0 days 00:00:15.703812,724,0.3788422094892757,0.2584452656319143,1,COMPLETE
72,72,-21.499988775705344,9.571869089057214e-05,2024-05-18 08:07:11.949829,2024-05-18 08:07:18.601733,0 days 00:00:06.651904,80,0.782015180940574,0.6576239980390949,1,COMPLETE
73,73,-26.467424673773714,0.00010880983858135305,2024-05-18 08:07:18.613406,2024-05-18 08:07:24.494118,0 days 00:00:05.880712,80,0.07556003116897103,0.14615106509685138,1,COMPLETE
74,74,-303.2191109444349,0.00036493012285103855,2024-05-18 08:07:24.494118,2024-05-18 08:07:38.755403,0 days 00:00:14.261285,931,0.5103518657640363,0.5586285970568737,1,COMPLETE
75,75,-9835.225725292814,0.0011470314642118423,2024-05-18 08:07:38.755403,2024-05-18 08:07:54.880604,0 days 00:00:16.125201,954,0.8629365717801175,0.5586285970568737,1,COMPLETE
76,76,-153.14263804201158,0.0002182095612890427,2024-05-18 08:07:54.880604,2024-05-18 08:08:03.377630,0 days 00:00:08.497026,424,0.5324767910058579,0.14615106509685138,1,COMPLETE
77,77,-122695.78596025801,0.005624558826109767,2024-05-18 08:08:03.377630,2024-05-18 08:08:16.871780,0 days 00:00:13.494150,707,0.01110996165667344,0.8144510324545677,1,COMPLETE
78,78,-40.392781333756645,0.00011945349179104269,2024-05-18 08:08:16.871780,2024-05-18 08:08:23.085591,0 days 00:00:06.213811,117,0.10406648045603295,0.45336626601916863,1,COMPLETE
79,79,-19.502962194199675,9.128410513451697e-05,2024-05-18 08:08:23.085591,2024-05-18 08:08:29.281923,0 days 00:00:06.196332,80,0.3788422094892757,0.30388544212975477,1,COMPLETE
80,80,-12796.773021849182,0.0014329165272047107,2024-05-18 08:08:29.282920,2024-05-18 08:08:38.078277,0 days 00:00:08.795357,351,0.7004597471519919,0.7364531396144439,1,COMPLETE
81,81,-86027.4079699086,0.0030356036129080654,2024-05-18 08:08:38.078277,2024-05-18 08:08:53.538125,0 days 00:00:15.459848,953,0.8347306142814165,0.8225689171895967,1,COMPLETE
82,82,-5582.851240087706,0.000998444283644788,2024-05-18 08:08:53.538125,2024-05-18 08:09:12.913577,0 days 00:00:19.375452,954,0.8629365717801175,0.18448223932160435,1,COMPLETE
83,83,-44.15056484928316,0.00013097438518347052,2024-05-18 08:09:12.913577,2024-05-18 08:09:20.176105,0 days 00:00:07.262528,192,0.8243442340677519,0.9862759806072744,1,COMPLETE
84,84,-772613.2837863556,0.008456607988261571,2024-05-18 08:09:20.192655,2024-05-18 08:09:26.457113,0 days 00:00:06.264458,469,0.17628508665565046,0.11378628878697583,1,COMPLETE
85,85,-167.62220494163734,0.0002631441822297242,2024-05-18 08:09:26.457113,2024-05-18 08:09:32.947498,0 days 00:00:06.490385,953,0.8347306142814165,0.5586285970568737,1,COMPLETE
86,86,-19.740457258893834,9.320865025500152e-05,2024-05-18 08:09:32.947498,2024-05-18 08:09:34.996961,0 days 00:00:02.049463,167,0.17628508665565046,0.7208208640699033,1,COMPLETE
87,87,-16.921400141211837,7.732338098759349e-05,2024-05-18 08:09:34.996961,2024-05-18 08:09:39.373455,0 days 00:00:04.376494,117,0.47736473737612894,0.24256979329013428,1,COMPLETE
88,88,-6323.999561461287,0.001172849583387555,2024-05-18 08:09:39.375450,2024-05-18 08:09:50.763502,0 days 00:00:11.388052,709,0.9736472425485774,0.36877240965693614,1,COMPLETE
89,89,-52.21018902628468,0.00014005332533675318,2024-05-18 08:09:50.766493,2024-05-18 08:09:55.839599,0 days 00:00:05.073106,454,0.03868990881050505,0.6230113897383559,1,COMPLETE
90,90,-36.76266835221718,0.00010504769853003922,2024-05-18 08:09:55.839599,2024-05-18 08:09:57.944422,0 days 00:00:02.104823,43,0.5568456977716287,0.5586285970568737,1,COMPLETE
91,91,-85346.59288200436,0.00299909073763976,2024-05-18 08:09:57.960301,2024-05-18 08:10:02.204732,0 days 00:00:04.244431,641,0.5099661927275105,0.2520349156002184,1,COMPLETE
92,92,-21108.554442219483,0.0020345998864093307,2024-05-18 08:10:02.205687,2024-05-18 08:10:08.554406,0 days 00:00:06.348719,714,0.33383171048268534,0.4123768257875412,1,COMPLETE
93,93,-176.99197477434757,0.0002712689764098169,2024-05-18 08:10:08.554406,2024-05-18 08:10:15.568613,0 days 00:00:07.014207,724,0.6681896686338737,0.18448223932160435,1,COMPLETE
94,94,-278.7900993926493,0.0003493902033997969,2024-05-18 08:10:15.568613,2024-05-18 08:10:23.131359,0 days 00:00:07.562746,954,0.954074833054401,0.5586285970568737,1,COMPLETE
95,95,-23.31855369120961,0.00010102621418310088,2024-05-18 08:10:23.133317,2024-05-18 08:10:25.431686,0 days 00:00:02.298369,80,0.3788422094892757,0.22759769730225532,1,COMPLETE
96,96,-9746.51109294701,0.0011063457322888937,2024-05-18 08:10:25.431686,2024-05-18 08:10:29.164941,0 days 00:00:03.733255,454,0.019447485500512562,0.08139521198768429,1,COMPLETE
97,97,-213.84835382174296,0.00030624429278635804,2024-05-18 08:10:29.164941,2024-05-18 08:10:37.210776,0 days 00:00:08.045835,958,0.36397261380687107,0.34011720177729565,1,COMPLETE
98,98,-196.56825480401298,0.0002667147235089735,2024-05-18 08:10:37.226087,2024-05-18 08:10:41.589346,0 days 00:00:04.363259,602,0.9416848496899504,0.014846071536065542,1,COMPLETE
99,99,-12.724258637400592,7.394447219600344e-05,2024-05-18 08:10:41.591340,2024-05-18 08:10:43.873731,0 days 00:00:02.282391,39,0.6681896686338737,0.18448223932160435,1,COMPLETE
100,100,-23.560758686293987,9.524857425238819e-05,2024-05-18 08:10:43.873731,2024-05-18 08:10:46.553851,0 days 00:00:02.680120,117,0.8449343507843566,0.45336626601916863,2,COMPLETE
101,101,-26.184203794808685,0.00010620166870621789,2024-05-18 08:10:46.553851,2024-05-18 08:10:49.402477,0 days 00:00:02.848626,89,0.01110996165667344,0.8144510324545677,2,COMPLETE
102,102,-173.219622087976,0.0002579522697335625,2024-05-18 08:10:49.402477,2024-05-18 08:10:54.839526,0 days 00:00:05.437049,718,0.47736473737612894,0.6030715863106115,2,COMPLETE
103,103,-16440.230379883935,0.001407266497273216,2024-05-18 08:10:54.839526,2024-05-18 08:11:02.296895,0 days 00:00:07.457369,901,0.3365627592218118,0.8144510324545677,2,COMPLETE
104,104,-38.171605369341805,0.00012037894058691641,2024-05-18 08:11:02.296895,2024-05-18 08:11:05.878874,0 days 00:00:03.581979,117,0.8243442340677519,0.9862759806072744,2,COMPLETE
105,105,-51.91187127674393,0.00013146279134094988,2024-05-18 08:11:05.878874,2024-05-18 08:11:09.231231,0 days 00:00:03.352357,89,0.81558015451674,0.5047662845825736,2,COMPLETE
106,106,-394.0669069557872,0.00033072433366628125,2024-05-18 08:11:09.231231,2024-05-18 08:11:12.727043,0 days 00:00:03.495812,431,0.47736473737612894,0.7705410471071081,2,COMPLETE
107,107,-361.6320022278788,0.00039966410307414247,2024-05-18 08:11:12.742193,2024-05-18 08:11:19.693742,0 days 00:00:06.951549,958,0.36397261380687107,0.7196522611838266,2,COMPLETE
108,108,-14.713374978620944,7.983037374513824e-05,2024-05-18 08:11:19.693742,2024-05-18 08:11:22.237918,0 days 00:00:02.544176,80,0.3788422094892757,0.7705410471071081,2,COMPLETE
109,109,-32.85000502562677,0.0001045316478164146,2024-05-18 08:11:22.237918,2024-05-18 08:11:25.086785,0 days 00:00:02.848867,192,0.7747109739869406,0.9862759806072744,2,COMPLETE
110,110,-27.67354531064789,0.00011022214338454895,2024-05-18 08:11:25.086785,2024-05-18 08:11:27.668977,0 days 00:00:02.582192,89,0.01110996165667344,0.5586285970568737,2,COMPLETE
111,111,-3375.2925908403713,0.000625124608896562,2024-05-18 08:11:27.668977,2024-05-18 08:11:30.802503,0 days 00:00:03.133526,196,0.8449343507843566,0.14615106509685138,2,COMPLETE
112,112,-21.95423505286784,9.740623610921986e-05,2024-05-18 08:11:30.804498,2024-05-18 08:11:34.735554,0 days 00:00:03.931056,117,0.008558214933761854,0.8601563606654336,2,COMPLETE
113,113,-35.35554903625565,0.00012549160075132296,2024-05-18 08:11:34.736551,2024-05-18 08:11:39.565383,0 days 00:00:04.828832,346,0.10406648045603295,0.22759769730225532,2,COMPLETE
114,114,-53119.177852992245,0.002412493694410847,2024-05-18 08:11:39.567377,2024-05-18 08:11:46.138901,0 days 00:00:06.571524,664,0.8243442340677519,0.5503508918414581,2,COMPLETE
115,115,-1226.7894100897347,0.00041229970915014554,2024-05-18 08:11:46.154523,2024-05-18 08:11:48.516079,0 days 00:00:02.361556,89,0.01110996165667344,0.45336626601916863,2,COMPLETE
116,116,-67.90060544585171,0.00016397392922152696,2024-05-18 08:11:48.516079,2024-05-18 08:11:51.024409,0 days 00:00:02.508330,141,0.008558214933761854,0.46932381492275355,2,COMPLETE
117,117,-313.40018046240846,0.0003684028590737948,2024-05-18 08:11:51.024409,2024-05-18 08:11:56.695589,0 days 00:00:05.671180,909,0.8243442340677519,0.30388544212975477,2,COMPLETE
118,118,-19.748977410015595,9.208069928864454e-05,2024-05-18 08:11:56.695589,2024-05-18 08:11:59.060422,0 days 00:00:02.364833,90,0.024437239510272213,0.013297203175979821,2,COMPLETE
119,119,-18.26636735691399,9.0154320353894e-05,2024-05-18 08:11:59.060422,2024-05-18 08:12:01.619725,0 days 00:00:02.559303,54,0.8449343507843566,0.6576239980390949,2,COMPLETE
120,120,-1866.4042620065,0.0004765557269804192,2024-05-18 08:12:01.619725,2024-05-18 08:12:04.408618,0 days 00:00:02.788893,167,0.47736473737612894,0.5204456110190382,2,COMPLETE
121,121,-17.504358592713096,8.85389274001029e-05,2024-05-18 08:12:04.408618,2024-05-18 08:12:06.634038,0 days 00:00:02.225420,77,0.3841264678969425,0.987933608113982,2,COMPLETE
122,122,-26.491152990794234,0.00010343587742454726,2024-05-18 08:12:06.634038,2024-05-18 08:12:08.998060,0 days 00:00:02.364022,89,0.81558015451674,0.5164107845793523,2,COMPLETE
123,123,-265.24772783336414,0.0002293071902573391,2024-05-18 08:12:08.998060,2024-05-18 08:12:12.358416,0 days 00:00:03.360356,403,0.8614442754246859,0.18448223932160435,2,COMPLETE
124,124,-29.931241747825947,0.00011404786320639447,2024-05-18 08:12:12.358416,2024-05-18 08:12:14.651681,0 days 00:00:02.293265,89,0.9226637003090303,0.804983721387375,2,COMPLETE
125,125,-15.260241664631412,7.73845210254725e-05,2024-05-18 08:12:14.651681,2024-05-18 08:12:16.608841,0 days 00:00:01.957160,77,0.8643730694131961,0.24256979329013428,2,COMPLETE
126,126,-141.6958951683259,0.00023265320233916933,2024-05-18 08:12:16.608841,2024-05-18 08:12:22.506403,0 days 00:00:05.897562,677,0.2819260418250338,0.5047662845825736,2,COMPLETE
127,127,-16.96228372682547,8.595371299777201e-05,2024-05-18 08:12:22.507401,2024-05-18 08:12:25.143548,0 days 00:00:02.636147,117,0.47736473737612894,0.6576239980390949,2,COMPLETE
128,128,-36.74372519976585,0.00011831263220135431,2024-05-18 08:12:25.145544,2024-05-18 08:12:27.790022,0 days 00:00:02.644478,141,0.24456455615937445,0.20877506270824253,2,COMPLETE
129,129,-622.2192165371285,0.0004461599390975124,2024-05-18 08:12:27.790022,2024-05-18 08:12:35.704284,0 days 00:00:07.914262,809,0.0896953270501687,0.8227251802985354,2,COMPLETE
130,130,-22.082965544116053,9.873538411577117e-05,2024-05-18 08:12:35.705959,2024-05-18 08:12:38.703882,0 days 00:00:02.997923,89,0.01110996165667344,0.49538568029601204,2,COMPLETE
131,131,-26.1296861672242,0.00010230235071047682,2024-05-18 08:12:38.703882,2024-05-18 08:12:41.634109,0 days 00:00:02.930227,141,0.008558214933761854,0.18448223932160435,2,COMPLETE
132,132,-63.90731692398591,0.00014812171284165292,2024-05-18 08:12:41.636163,2024-05-18 08:12:45.667898,0 days 00:00:04.031735,141,0.9968122781338992,0.20877506270824253,2,COMPLETE
133,133,-274.77905374202834,0.00024009363485299334,2024-05-18 08:12:45.667898,2024-05-18 08:12:48.782191,0 days 00:00:03.114293,196,0.48867096752575045,0.22759769730225532,2,COMPLETE
134,134,-23971.10830487656,0.001534081801793058,2024-05-18 08:12:48.782191,2024-05-18 08:12:51.546939,0 days 00:00:02.764748,77,0.7690543756916767,0.6576239980390949,2,COMPLETE
135,135,-21.488118335511775,9.742828726256877e-05,2024-05-18 08:12:51.546939,2024-05-18 08:12:55.332210,0 days 00:00:03.785271,117,0.3788422094892757,0.739954866956755,2,COMPLETE
136,136,-63.07461097366773,0.00014125845303329052,2024-05-18 08:12:55.334202,2024-05-18 08:12:59.275251,0 days 00:00:03.941049,89,0.8705122115992057,0.2246976867888444,2,COMPLETE
137,137,-49.72903824031262,0.00013623576878656868,2024-05-18 08:12:59.277246,2024-05-18 08:13:02.876797,0 days 00:00:03.599551,415,0.47736473737612894,0.3982920202579381,2,COMPLETE
138,138,-21.390081608026406,9.641193173238887e-05,2024-05-18 08:13:02.876797,2024-05-18 08:13:05.393283,0 days 00:00:02.516486,80,0.8068250238537753,0.716015193213553,2,COMPLETE
139,139,-1062.0324167608499,0.0005089960335377787,2024-05-18 08:13:05.393283,2024-05-18 08:13:09.762324,0 days 00:00:04.369041,635,0.17628508665565046,0.4818530919325832,2,COMPLETE
140,140,-21.08064649818533,9.591644984110109e-05,2024-05-18 08:13:09.762324,2024-05-18 08:13:12.317425,0 days 00:00:02.555101,66,0.4267448797079797,0.013297203175979821,2,COMPLETE
141,141,-35.15113231223932,0.0001209240038077868,2024-05-18 08:13:12.319421,2024-05-18 08:13:14.968203,0 days 00:00:02.648782,80,0.3788422094892757,0.30388544212975477,2,COMPLETE
