,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_smoothing_level,params_smoothing_trend,system_attrs_nsga2:generation,state
251,251,-0.8190008669967253,0.0066840616215601235,2024-05-18 17:17:23.878864,2024-05-18 17:17:27.527461,0 days 00:00:03.648597,612,0.9842348073935804,0.7000598075042406,5,COMPLETE
252,252,-0.3466228472127906,0.0059647993465707936,2024-05-18 17:17:27.527461,2024-05-18 17:17:30.681431,0 days 00:00:03.153970,448,0.6011485757274585,0.2912480994604083,5,COMPLETE
253,253,-0.5012113318713285,0.006263673962133424,2024-05-18 17:17:30.683971,2024-05-18 17:17:33.265211,0 days 00:00:02.581240,265,0.07978410045548523,0.8635801180660567,5,COMPLETE
254,254,-0.8572501699480611,0.006837696872758668,2024-05-18 17:17:33.273986,2024-05-18 17:17:38.755627,0 days 00:00:05.481641,865,0.6741721442127685,0.1390401654120803,5,COMPLETE
255,255,-0.9700457981229473,0.006978748101043901,2024-05-18 17:17:38.755627,2024-05-18 17:17:41.921136,0 days 00:00:03.165509,448,0.6741721442127685,0.2912480994604083,5,COMPLETE
256,256,-0.7181542889809817,0.006573137424173493,2024-05-18 17:17:41.921136,2024-05-18 17:17:47.585312,0 days 00:00:05.664176,973,0.06276897796255398,0.6349494377596687,5,COMPLETE
257,257,-0.6326685951334896,0.006413413018965292,2024-05-18 17:17:47.585312,2024-05-18 17:17:50.966940,0 days 00:00:03.381628,509,0.0700636979466861,0.7232915514834799,5,COMPLETE
258,258,-0.8122615752610644,0.006780888896818027,2024-05-18 17:17:50.966940,2024-05-18 17:17:56.397957,0 days 00:00:05.431017,873,0.02404735079253406,0.7571666721826962,5,COMPLETE
259,259,-1.1102317263896995,0.007424541461117077,2024-05-18 17:17:56.397957,2024-05-18 17:17:58.979998,0 days 00:00:02.582041,188,0.20200066503773495,0.7571666721826962,5,COMPLETE
260,260,-0.5051791898194875,0.006261636295921561,2024-05-18 17:17:58.979998,2024-05-18 17:18:04.211106,0 days 00:00:05.231108,865,0.04367041053946974,0.8009718186606866,5,COMPLETE
261,261,-0.5178698779558252,0.006254090923655017,2024-05-18 17:18:04.227749,2024-05-18 17:18:06.943825,0 days 00:00:02.716076,378,0.45165363142392556,0.7000598075042406,5,COMPLETE
262,262,-1.25242380095843,0.0073963526307507755,2024-05-18 17:18:06.943825,2024-05-18 17:18:13.020221,0 days 00:00:06.076396,918,0.3563041679237753,0.34041309654007923,5,COMPLETE
263,263,-1.0623382534026156,0.007359088158524156,2024-05-18 17:18:13.022215,2024-05-18 17:18:16.914459,0 days 00:00:03.892244,607,0.4137425514930463,0.60820233532216,5,COMPLETE
264,264,-0.6317674149324596,0.006435849387466323,2024-05-18 17:18:16.916416,2024-05-18 17:18:24.239990,0 days 00:00:07.323574,962,0.18360422671077603,0.1390401654120803,5,COMPLETE
265,265,-0.5713677221323661,0.0063560283929246465,2024-05-18 17:18:24.239990,2024-05-18 17:18:30.265030,0 days 00:00:06.025040,865,0.23498984578546278,0.5513282541379884,5,COMPLETE
266,266,-0.5028268794188026,0.006206066605056048,2024-05-18 17:18:30.265030,2024-05-18 17:18:36.630494,0 days 00:00:06.365464,724,0.619812754439383,0.7232915514834799,5,COMPLETE
267,267,-1.0591196025619325,0.007420627999055187,2024-05-18 17:18:36.630494,2024-05-18 17:18:42.443633,0 days 00:00:05.813139,962,0.5180428844086638,0.18367402643829434,5,COMPLETE
268,268,-0.5486880919256157,0.006396817968373077,2024-05-18 17:18:42.460076,2024-05-18 17:18:48.385167,0 days 00:00:05.925091,801,0.9943453634998941,0.35239562828736193,5,COMPLETE
269,269,-0.5878432930769403,0.0062033275401139724,2024-05-18 17:18:48.385167,2024-05-18 17:18:50.421169,0 days 00:00:02.036002,208,0.04367041053946974,0.1390401654120803,5,COMPLETE
270,270,-0.6858639264788495,0.006664129415584348,2024-05-18 17:18:50.421169,2024-05-18 17:18:54.071774,0 days 00:00:03.650605,603,0.267439671306406,0.1884858330372915,5,COMPLETE
271,271,-0.8384913131826949,0.006881231379057262,2024-05-18 17:18:54.071774,2024-05-18 17:19:00.062393,0 days 00:00:05.990619,995,0.4485758208674373,0.3947185068047774,5,COMPLETE
272,272,-0.4232958804735235,0.006057770203564721,2024-05-18 17:19:00.065386,2024-05-18 17:19:03.567277,0 days 00:00:03.501891,432,0.9016349801114897,0.09100579832805822,5,COMPLETE
273,273,-0.7510830097367265,0.00662309565481615,2024-05-18 17:19:03.570269,2024-05-18 17:19:10.078489,0 days 00:00:06.508220,875,0.9134916074863114,0.1884858330372915,5,COMPLETE
274,274,-0.40682246508294123,0.0059295617671932125,2024-05-18 17:19:10.082483,2024-05-18 17:19:14.284977,0 days 00:00:04.202494,616,0.8723739167002719,0.8635801180660567,5,COMPLETE
275,275,-0.7481666458679939,0.006758692486144746,2024-05-18 17:19:14.287969,2024-05-18 17:19:17.389580,0 days 00:00:03.101611,271,0.03714141860103415,0.7947800461488277,5,COMPLETE
276,276,-0.25272189861354405,0.005704943623277926,2024-05-18 17:19:17.391575,2024-05-18 17:19:23.268446,0 days 00:00:05.876871,794,0.7747091101861301,0.7784599339647019,5,COMPLETE
277,277,-0.47738023603149227,0.006176088862175999,2024-05-18 17:19:23.271439,2024-05-18 17:19:29.678588,0 days 00:00:06.407149,962,0.9405706225960211,0.820776984097283,5,COMPLETE
278,278,-0.986890923557057,0.007126720847036844,2024-05-18 17:19:29.681581,2024-05-18 17:19:33.779243,0 days 00:00:04.097662,616,0.898496808714242,0.8254389585550163,5,COMPLETE
279,279,-0.49974659886055434,0.006376155179068738,2024-05-18 17:19:33.781238,2024-05-18 17:19:38.340301,0 days 00:00:04.559063,612,0.3289833145102581,0.7000598075042406,5,COMPLETE
280,280,-0.440561668023182,0.0061577482852757095,2024-05-18 17:19:38.348297,2024-05-18 17:19:43.456780,0 days 00:00:05.108483,799,0.6741721442127685,0.7820852073773362,5,COMPLETE
281,281,-1.04634113976381,0.007317643973361048,2024-05-18 17:19:43.464776,2024-05-18 17:19:48.261178,0 days 00:00:04.796402,779,0.9413785120517071,0.1390401654120803,5,COMPLETE
282,282,-0.8131312631071447,0.006843758604873976,2024-05-18 17:19:48.264170,2024-05-18 17:19:53.495436,0 days 00:00:05.231266,679,0.7526984966147395,0.6195808034251494,5,COMPLETE
283,283,-0.5700507369056579,0.006424580196113225,2024-05-18 17:19:53.495436,2024-05-18 17:19:57.180139,0 days 00:00:03.684703,516,0.5355906172391094,0.25330869084210483,5,COMPLETE
284,284,-0.45448921606892173,0.006190028510332774,2024-05-18 17:19:57.183374,2024-05-18 17:20:02.630051,0 days 00:00:05.446677,837,0.20200066503773495,0.2912480994604083,5,COMPLETE
285,285,-1.0532921920443172,0.007312752606734316,2024-05-18 17:20:02.630493,2024-05-18 17:20:07.379206,0 days 00:00:04.748713,661,0.5355906172391094,0.688569150151321,5,COMPLETE
286,286,-0.4677493574064794,0.006251878601002625,2024-05-18 17:20:07.379206,2024-05-18 17:20:10.477102,0 days 00:00:03.097896,448,0.0700636979466861,0.2912480994604083,5,COMPLETE
287,287,-3.848637752262865,0.010603432476108638,2024-05-18 17:20:10.477102,2024-05-18 17:20:15.819422,0 days 00:00:05.342320,859,0.536964049611274,0.9540534414959897,5,COMPLETE
288,288,-0.3316267916549133,0.005816714870278691,2024-05-18 17:20:15.819422,2024-05-18 17:20:19.617885,0 days 00:00:03.798463,612,0.7799650199147381,0.21499079878289562,5,COMPLETE
289,289,-0.4960651937090059,0.006041122144881561,2024-05-18 17:20:19.617885,2024-05-18 17:20:25.132245,0 days 00:00:05.514360,784,0.031677586880330844,0.7160081931634832,5,COMPLETE
290,290,-0.7583573352602873,0.006695866748962463,2024-05-18 17:20:25.148710,2024-05-18 17:20:30.296412,0 days 00:00:05.147702,794,0.7747091101861301,0.7571666721826962,5,COMPLETE
291,291,-0.7622339745660841,0.006619212215718378,2024-05-18 17:20:30.296412,2024-05-18 17:20:36.210322,0 days 00:00:05.913910,995,0.23498984578546278,0.1884858330372915,5,COMPLETE
292,292,-1.728918560659766,0.008123785210500964,2024-05-18 17:20:36.210322,2024-05-18 17:20:38.342939,0 days 00:00:02.132617,132,0.04367041053946974,0.4782122688181526,5,COMPLETE
293,293,-0.9793400049893197,0.007071692879980546,2024-05-18 17:20:38.342939,2024-05-18 17:20:43.240666,0 days 00:00:04.897727,679,0.5355906172391094,0.9490581139351498,5,COMPLETE
294,294,-1.526938353584436,0.007814620409410996,2024-05-18 17:20:43.240666,2024-05-18 17:20:46.639207,0 days 00:00:03.398541,612,0.7799650199147381,0.47478003179328476,5,COMPLETE
295,295,-0.6247462942367916,0.006460088727648824,2024-05-18 17:20:46.639207,2024-05-18 17:20:48.938126,0 days 00:00:02.298919,188,0.20200066503773495,0.32025962271173547,5,COMPLETE
296,296,-0.5338951618730688,0.006266228141131962,2024-05-18 17:20:48.938126,2024-05-18 17:20:52.136790,0 days 00:00:03.198664,509,0.0700636979466861,0.7000598075042406,5,COMPLETE
297,297,-0.5168077065352461,0.006149914294033371,2024-05-18 17:20:52.136790,2024-05-18 17:20:56.684871,0 days 00:00:04.548081,679,0.47017004116818495,0.24904409942264005,5,COMPLETE
298,298,-0.2662724227959075,0.005642572996762818,2024-05-18 17:20:56.684871,2024-05-18 17:20:59.666807,0 days 00:00:02.981936,447,0.3289833145102581,0.7000598075042406,5,COMPLETE
299,299,-0.48970636812677804,0.006191250617417579,2024-05-18 17:20:59.666807,2024-05-18 17:21:05.434114,0 days 00:00:05.767307,962,0.7747091101861301,0.1390401654120803,5,COMPLETE
300,300,-0.6601399994339221,0.006537813942378632,2024-05-18 17:21:05.436149,2024-05-18 17:21:10.062269,0 days 00:00:04.626120,673,0.1286447614248163,0.6182776209659573,6,COMPLETE
301,301,-0.9939734329548081,0.007127215617510052,2024-05-18 17:21:10.062269,2024-05-18 17:21:12.311218,0 days 00:00:02.248949,198,0.043910948380322945,0.7732947330283615,6,COMPLETE
302,302,-3.4380129885162085,0.010832259541910506,2024-05-18 17:21:12.311218,2024-05-18 17:21:14.676707,0 days 00:00:02.365489,208,0.04367041053946974,0.7182650747939969,6,COMPLETE
303,303,-0.7696816108696416,0.006750272570528177,2024-05-18 17:21:14.676707,2024-05-18 17:21:19.824558,0 days 00:00:05.147851,865,0.6741721442127685,0.7000598075042406,6,COMPLETE
304,304,-1.1443759997829503,0.007568006613239042,2024-05-18 17:21:19.824558,2024-05-18 17:21:25.372068,0 days 00:00:05.547510,794,0.898496808714242,0.7784599339647019,6,COMPLETE
305,305,-3.1603795328081574,0.009664928921469093,2024-05-18 17:21:25.372068,2024-05-18 17:21:30.395290,0 days 00:00:05.023222,756,0.04367041053946974,0.6195808034251494,6,COMPLETE
306,306,-0.8324018390965928,0.006982383555999207,2024-05-18 17:21:30.403199,2024-05-18 17:21:35.500898,0 days 00:00:05.097699,794,0.7799650199147381,0.7784599339647019,6,COMPLETE
307,307,-0.5812313842109489,0.006332733122168381,2024-05-18 17:21:35.500898,2024-05-18 17:21:40.015610,0 days 00:00:04.514712,679,0.6494698692002794,0.4381429573953338,6,COMPLETE
308,308,-5.185395845953574,0.010790520995906706,2024-05-18 17:21:40.015610,2024-05-18 17:21:45.862250,0 days 00:00:05.846640,962,0.30105190653823277,0.2912480994604083,6,COMPLETE
309,309,-0.8413523360222829,0.006954148823937375,2024-05-18 17:21:45.862946,2024-05-18 17:21:48.280471,0 days 00:00:02.417525,183,0.41097640917872924,0.7642941469656191,6,COMPLETE
310,310,-0.11278323695459576,0.005531115427710103,2024-05-18 17:21:48.280471,2024-05-18 17:21:53.877705,0 days 00:00:05.597234,724,0.0700636979466861,0.3947185068047774,6,COMPLETE
311,311,-0.38002990530459546,0.006019121923383114,2024-05-18 17:21:53.881692,2024-05-18 17:21:56.691353,0 days 00:00:02.809661,155,0.45307253149451476,0.5080777860360639,6,COMPLETE
312,312,-7.915655517189829,0.012864162416485022,2024-05-18 17:21:56.691353,2024-05-18 17:22:01.472962,0 days 00:00:04.781609,679,0.7526984966147395,0.7522446912476662,6,COMPLETE
313,313,-0.6350120892955001,0.006434666962861106,2024-05-18 17:22:01.489535,2024-05-18 17:22:07.103730,0 days 00:00:05.614195,865,0.6741721442127685,0.5513282541379884,6,COMPLETE
314,314,-0.6525070813851295,0.006627167246597171,2024-05-18 17:22:07.119350,2024-05-18 17:22:11.817580,0 days 00:00:04.698230,679,0.7526984966147395,0.6195808034251494,6,COMPLETE
315,315,-0.47726894149735843,0.006072620325594235,2024-05-18 17:22:11.817580,2024-05-18 17:22:15.050124,0 days 00:00:03.232544,448,0.0700636979466861,0.2912480994604083,6,COMPLETE
316,316,-0.5495621541086578,0.00632619506721205,2024-05-18 17:22:15.050124,2024-05-18 17:22:19.315336,0 days 00:00:04.265212,484,0.6741721442127685,0.7784599339647019,6,COMPLETE
317,317,-0.4125492103168571,0.005947006400853482,2024-05-18 17:22:19.318320,2024-05-18 17:22:25.916282,0 days 00:00:06.597962,673,0.3289833145102581,0.7000598075042406,6,COMPLETE
318,318,-0.5920114518226617,0.006377316320333197,2024-05-18 17:22:25.919274,2024-05-18 17:22:29.918316,0 days 00:00:03.999042,179,0.11768250594734475,0.2434728693158087,6,COMPLETE
319,319,-0.4883995912745142,0.006178659013210401,2024-05-18 17:22:29.921308,2024-05-18 17:22:35.121893,0 days 00:00:05.200585,545,0.536964049611274,0.6325157465914798,6,COMPLETE
320,320,-0.512348241583094,0.006142337904292416,2024-05-18 17:22:35.123889,2024-05-18 17:22:40.271674,0 days 00:00:05.147785,693,0.0700636979466861,0.7232915514834799,6,COMPLETE
321,321,-0.35039344893520485,0.005870334364792607,2024-05-18 17:22:40.271674,2024-05-18 17:22:43.786736,0 days 00:00:03.515062,609,0.8812672176949229,0.8635801180660567,6,COMPLETE
322,322,-1.055207432703011,0.007214149245991569,2024-05-18 17:22:43.786736,2024-05-18 17:22:49.018351,0 days 00:00:05.231615,794,0.19656452598546048,0.048265743392474136,6,COMPLETE
323,323,-0.6226419473513373,0.006485111224773132,2024-05-18 17:22:49.021724,2024-05-18 17:22:54.466014,0 days 00:00:05.444290,865,0.7747091101861301,0.3966858280231319,6,COMPLETE
324,324,-1.519455964521717,0.00784192186194244,2024-05-18 17:22:54.466014,2024-05-18 17:23:00.217764,0 days 00:00:05.751750,827,0.898496808714242,0.14025622568840745,6,COMPLETE
325,325,-0.5645329533260707,0.0062597284764305625,2024-05-18 17:23:00.220756,2024-05-18 17:23:07.325747,0 days 00:00:07.104991,794,0.5337063068845579,0.20592144708549764,6,COMPLETE
326,326,-0.5062624581104324,0.006150646440259487,2024-05-18 17:23:07.328739,2024-05-18 17:23:09.595574,0 days 00:00:02.266835,168,0.6011485757274585,0.2912480994604083,6,COMPLETE
327,327,-0.3808525108238757,0.006034138838840889,2024-05-18 17:23:09.597569,2024-05-18 17:23:15.099521,0 days 00:00:05.501952,827,0.7887488789940459,0.8635801180660567,6,COMPLETE
328,328,-1.0164892631916287,0.0072867350274724,2024-05-18 17:23:15.101517,2024-05-18 17:23:20.239674,0 days 00:00:05.138157,679,0.979273725576179,0.3947185068047774,6,COMPLETE
329,329,-1.1272132951206284,0.007562293264106147,2024-05-18 17:23:20.241670,2024-05-18 17:23:22.998676,0 days 00:00:02.757006,188,0.8788821789585338,0.6349494377596687,6,COMPLETE
330,330,-0.7216492690827291,0.006665036170967767,2024-05-18 17:23:23.000639,2024-05-18 17:23:24.951068,0 days 00:00:01.950429,27,0.5601423339168824,0.3947185068047774,6,COMPLETE
331,331,-0.7467422047360308,0.006762050178445879,2024-05-18 17:23:24.954060,2024-05-18 17:23:31.666465,0 days 00:00:06.712405,784,0.5664539910456016,0.8632724515028581,6,COMPLETE
332,332,-0.5792491295130816,0.006450812592062025,2024-05-18 17:23:31.666465,2024-05-18 17:23:35.016472,0 days 00:00:03.350007,448,0.9016349801114897,0.8465592087250448,6,COMPLETE
333,333,-0.6534797642085438,0.006380654702157526,2024-05-18 17:23:35.018464,2024-05-18 17:23:40.473273,0 days 00:00:05.454809,859,0.5555583401358223,0.2467437984554206,6,COMPLETE
334,334,-0.399021733914333,0.006102063894753617,2024-05-18 17:23:40.475268,2024-05-18 17:23:45.913693,0 days 00:00:05.438425,794,0.7007332811886683,0.5712896283370412,6,COMPLETE
335,335,-0.7092895469205738,0.006602283215788896,2024-05-18 17:23:45.915688,2024-05-18 17:23:51.459825,0 days 00:00:05.544137,794,0.042624641741952574,0.6696325522938181,6,COMPLETE
336,336,-0.4994276645393464,0.006222584454709946,2024-05-18 17:23:51.462781,2024-05-18 17:23:57.350810,0 days 00:00:05.888029,794,0.966783756019486,0.5513282541379884,6,COMPLETE
337,337,-1.7807646680680977,0.008670078689542577,2024-05-18 17:23:57.352804,2024-05-18 17:24:00.209227,0 days 00:00:02.856423,188,0.03526118188506022,0.0030295145461833872,6,COMPLETE
338,338,-1.2296903473674132,0.007675371282843013,2024-05-18 17:24:00.211224,2024-05-18 17:24:06.548431,0 days 00:00:06.337207,794,0.7747091101861301,0.10564337422173609,6,COMPLETE
339,339,-1.160729208167717,0.007417758979960577,2024-05-18 17:24:06.551425,2024-05-18 17:24:12.414743,0 days 00:00:05.863318,962,0.8854626454817216,0.5513282541379884,6,COMPLETE
340,340,-0.6852076629187283,0.006626625627910517,2024-05-18 17:24:12.414743,2024-05-18 17:24:17.735047,0 days 00:00:05.320304,794,0.45165363142392556,0.7000598075042406,6,COMPLETE
341,341,-1.099802228235595,0.007446754117717985,2024-05-18 17:24:17.737005,2024-05-18 17:24:23.548259,0 days 00:00:05.811254,932,0.9938158478075421,0.5942858726911522,6,COMPLETE
342,342,-0.4047053770024284,0.0060658596991493285,2024-05-18 17:24:23.550253,2024-05-18 17:24:26.600804,0 days 00:00:03.050551,448,0.04367041053946974,0.2912480994604083,6,COMPLETE
343,343,-0.25445784644749914,0.005759565058982967,2024-05-18 17:24:26.602799,2024-05-18 17:24:32.821581,0 days 00:00:06.218782,932,0.9938158478075421,0.14025622568840745,6,COMPLETE
344,344,-0.43572924807777796,0.006020082433376815,2024-05-18 17:24:32.821581,2024-05-18 17:24:35.637234,0 days 00:00:02.815653,324,0.8986201057902558,0.8635801180660567,6,COMPLETE
345,345,-1.3878438432928182,0.0076381762486200325,2024-05-18 17:24:35.637234,2024-05-18 17:24:38.486394,0 days 00:00:02.849160,448,0.4186062818687788,0.2743566694618951,6,COMPLETE
346,346,-0.5134094508359889,0.00638628263488997,2024-05-18 17:24:38.494390,2024-05-18 17:24:41.384978,0 days 00:00:02.890588,440,0.9938158478075421,0.14025622568840745,6,COMPLETE
347,347,-0.5273859563899402,0.0063573596590509,2024-05-18 17:24:41.400600,2024-05-18 17:24:46.335672,0 days 00:00:04.935072,724,0.3289833145102581,0.7000598075042406,6,COMPLETE
348,348,-0.5897775960207005,0.006348422123277643,2024-05-18 17:24:46.335672,2024-05-18 17:24:50.880538,0 days 00:00:04.544866,679,0.04367041053946974,0.1390401654120803,6,COMPLETE
349,349,-0.618878689180114,0.0064843108274626905,2024-05-18 17:24:50.880538,2024-05-18 17:24:56.611544,0 days 00:00:05.731006,932,0.9938158478075421,0.6146263911324656,6,COMPLETE
350,350,-0.5924278161593118,0.006365619066768571,2024-05-18 17:24:56.614359,2024-05-18 17:25:01.895508,0 days 00:00:05.281149,794,0.7747091101861301,0.820776984097283,7,COMPLETE
351,351,-0.5685657357658087,0.006333264432586949,2024-05-18 17:25:01.898928,2024-05-18 17:25:07.562769,0 days 00:00:05.663841,901,0.5355906172391094,0.9326649935224522,7,COMPLETE
352,352,-0.5827369593815621,0.006306903162101264,2024-05-18 17:25:07.573439,2024-05-18 17:25:10.777739,0 days 00:00:03.204300,509,0.0700636979466861,0.5296107256643063,7,COMPLETE
353,353,-0.23292826196321692,0.005707532156544903,2024-05-18 17:25:10.777739,2024-05-18 17:25:13.460808,0 days 00:00:02.683069,265,0.8986201057902558,0.00428846961915641,7,COMPLETE
354,354,-0.8906007086854091,0.0069625432765529115,2024-05-18 17:25:13.462870,2024-05-18 17:25:16.219835,0 days 00:00:02.756965,337,0.7747091101861301,0.8798458263534714,7,COMPLETE
355,355,-0.44543415561459465,0.006095980360102343,2024-05-18 17:25:16.219835,2024-05-18 17:25:19.851633,0 days 00:00:03.631798,612,0.7799650199147381,0.21499079878289562,7,COMPLETE
356,356,-0.8869052592378495,0.007013194452935316,2024-05-18 17:25:19.851633,2024-05-18 17:25:22.950404,0 days 00:00:03.098771,447,0.6741721442127685,0.2870466606875537,7,COMPLETE
357,357,-1.0174299436268213,0.007130928117941734,2024-05-18 17:25:22.950404,2024-05-18 17:25:28.847713,0 days 00:00:05.897309,982,0.7816606449417077,0.8970476934084558,7,COMPLETE
358,358,-0.6109134631462089,0.006336920229617853,2024-05-18 17:25:28.864379,2024-05-18 17:25:35.094929,0 days 00:00:06.230550,887,0.04367041053946974,0.1390401654120803,7,COMPLETE
359,359,-0.6159300902892575,0.006475505268911512,2024-05-18 17:25:35.094929,2024-05-18 17:25:40.875959,0 days 00:00:05.781030,923,0.45165363142392556,0.2912480994604083,7,COMPLETE
360,360,-0.5473430144521985,0.006321336431026335,2024-05-18 17:25:40.875959,2024-05-18 17:25:44.124283,0 days 00:00:03.248324,504,0.0700636979466861,0.2330109508071342,7,COMPLETE
361,361,-4.940124719222053,0.01104739524345175,2024-05-18 17:25:44.124283,2024-05-18 17:25:49.136091,0 days 00:00:05.011808,794,0.5355906172391094,0.942938444925996,7,COMPLETE
362,362,-3.8490829259093893,0.00996881066811155,2024-05-18 17:25:49.136091,2024-05-18 17:25:52.787331,0 days 00:00:03.651240,544,0.17205974163070592,0.1390401654120803,7,COMPLETE
363,363,-1.1710213336087427,0.007377133903432556,2024-05-18 17:25:52.787331,2024-05-18 17:25:56.368907,0 days 00:00:03.581576,594,0.9938158478075421,0.14025622568840745,7,COMPLETE
364,364,-0.37059496260729413,0.00602430340983383,2024-05-18 17:25:56.368907,2024-05-18 17:26:01.833036,0 days 00:00:05.464129,794,0.28651316596990284,0.5513282541379884,7,COMPLETE
365,365,-0.5090499880664381,0.006194110572815016,2024-05-18 17:26:01.833036,2024-05-18 17:26:07.214265,0 days 00:00:05.381229,865,0.6438375560037725,0.5513282541379884,7,COMPLETE
366,366,-0.5870219930064888,0.006398526777093722,2024-05-18 17:26:07.214265,2024-05-18 17:26:11.978801,0 days 00:00:04.764536,679,0.43354651000249556,0.5216116852472192,7,COMPLETE
367,367,-1.7780025424638555,0.008558550458118397,2024-05-18 17:26:11.978801,2024-05-18 17:26:15.110425,0 days 00:00:03.131624,468,0.9836583824414212,0.8254389585550163,7,COMPLETE
368,368,-1.2154266326866827,0.007640716631868401,2024-05-18 17:26:15.110425,2024-05-18 17:26:17.208702,0 days 00:00:02.098277,98,0.3289833145102581,0.8243630018722236,7,COMPLETE
369,369,-0.6185050560875747,0.006423764827958018,2024-05-18 17:26:17.209657,2024-05-18 17:26:22.324060,0 days 00:00:05.114403,724,0.0700636979466861,0.14025622568840745,7,COMPLETE
370,370,-0.20749166354738335,0.005657787874089506,2024-05-18 17:26:22.324060,2024-05-18 17:26:27.186351,0 days 00:00:04.862291,680,0.9623107323022978,0.40797897381607784,7,COMPLETE
371,371,-0.49038144400109934,0.006099682809378731,2024-05-18 17:26:27.189629,2024-05-18 17:26:30.403838,0 days 00:00:03.214209,509,0.6741721442127685,0.3144414056816277,7,COMPLETE
372,372,-0.29283667019982207,0.005775387214830691,2024-05-18 17:26:30.403838,2024-05-18 17:26:34.438636,0 days 00:00:04.034798,612,0.7799650199147381,0.996766956293855,7,COMPLETE
373,373,-2.407460288292715,0.008616387862860262,2024-05-18 17:26:34.438636,2024-05-18 17:26:39.745951,0 days 00:00:05.307315,794,0.6741721442127685,0.7160081931634832,7,COMPLETE
374,374,-0.7769784321737794,0.006680323630545934,2024-05-18 17:26:39.745951,2024-05-18 17:26:42.297880,0 days 00:00:02.551929,271,0.8367896166349439,0.7232915514834799,7,COMPLETE
375,375,-0.761932994317056,0.0067233853384485705,2024-05-18 17:26:42.314129,2024-05-18 17:26:45.328907,0 days 00:00:03.014778,447,0.0700636979466861,0.7232915514834799,7,COMPLETE
376,376,-0.6461428947020522,0.006514414705000802,2024-05-18 17:26:45.328907,2024-05-18 17:26:47.428949,0 days 00:00:02.100042,131,0.7747091101861301,0.7784599339647019,7,COMPLETE
377,377,-0.9629778895445013,0.007031800077944117,2024-05-18 17:26:47.428949,2024-05-18 17:26:49.428066,0 days 00:00:01.999117,85,0.7799650199147381,0.5513282541379884,7,COMPLETE
378,378,-0.6110355074917617,0.0064486849341044246,2024-05-18 17:26:49.428066,2024-05-18 17:26:51.376154,0 days 00:00:01.948088,84,0.898496808714242,0.2912480994604083,7,COMPLETE
379,379,-0.4649061399818503,0.006005432125188172,2024-05-18 17:26:51.376154,2024-05-18 17:26:54.525831,0 days 00:00:03.149677,394,0.7747091101861301,0.14025622568840745,7,COMPLETE
380,380,-0.379761460418948,0.0060215671114974,2024-05-18 17:26:54.525831,2024-05-18 17:26:57.374791,0 days 00:00:02.848960,323,0.8858583041500945,0.8370729836863017,7,COMPLETE
381,381,-0.7362977219467199,0.006737363237765702,2024-05-18 17:26:57.391190,2024-05-18 17:27:02.634408,0 days 00:00:05.243218,794,0.5775681742539245,0.22410725851774993,7,COMPLETE
382,382,-0.649950608546707,0.006305219925609236,2024-05-18 17:27:02.636447,2024-05-18 17:27:05.021151,0 days 00:00:02.384704,279,0.17149641879303934,0.5133911334281038,7,COMPLETE
383,383,-1.3726090494708996,0.007472924055937677,2024-05-18 17:27:05.037820,2024-05-18 17:27:08.569575,0 days 00:00:03.531755,612,0.7799650199147381,0.8635801180660567,7,COMPLETE
384,384,-0.3056664166914318,0.00581687013132382,2024-05-18 17:27:08.569575,2024-05-18 17:27:11.485701,0 days 00:00:02.916126,313,0.6741721442127685,0.5513282541379884,7,COMPLETE
385,385,-0.4959177356388638,0.0061348104796639736,2024-05-18 17:27:11.485701,2024-05-18 17:27:16.750038,0 days 00:00:05.264337,859,0.0700636979466861,0.6349494377596687,7,COMPLETE
386,386,-0.7349730307394464,0.006663082363204058,2024-05-18 17:27:16.750038,2024-05-18 17:27:21.497850,0 days 00:00:04.747812,664,0.6741721442127685,0.5513282541379884,7,COMPLETE
387,387,-0.7566021582675989,0.006780173259790187,2024-05-18 17:27:21.497850,2024-05-18 17:27:26.878755,0 days 00:00:05.380905,724,0.0700636979466861,0.8122568263034771,7,COMPLETE
388,388,-0.7046911212748961,0.006584170131001052,2024-05-18 17:27:26.878755,2024-05-18 17:27:32.159872,0 days 00:00:05.281117,794,0.4965899250163941,0.1390401654120803,7,COMPLETE
389,389,-3.398482440980028,0.010128739563031623,2024-05-18 17:27:32.159872,2024-05-18 17:27:37.198722,0 days 00:00:05.038850,679,0.7526984966147395,0.6195808034251494,7,COMPLETE
390,390,-0.898264950747991,0.006949520294597257,2024-05-18 17:27:37.207575,2024-05-18 17:27:40.811266,0 days 00:00:03.603691,609,0.7747091101861301,0.8926566585298329,7,COMPLETE
391,391,-0.6303900570929567,0.006453775689452397,2024-05-18 17:27:40.811266,2024-05-18 17:27:46.303439,0 days 00:00:05.492173,859,0.45165363142392556,0.2519066242142024,7,COMPLETE
392,392,-0.7562988434930897,0.006670191623702096,2024-05-18 17:27:46.303439,2024-05-18 17:27:51.817769,0 days 00:00:05.514330,887,0.04367041053946974,0.7232915514834799,7,COMPLETE
393,393,-0.5935291302872013,0.0063695868276578025,2024-05-18 17:27:51.817769,2024-05-18 17:27:54.832474,0 days 00:00:03.014705,447,0.13569107857855767,0.32025962271173547,7,COMPLETE
