,number,values_0,values_1,datetime_start,datetime_complete,duration,params_dim,params_window_length,system_attrs_nsga2:generation,state
52,52,-128.7965338936921,0.03560584246062192,2024-05-18 10:49:41.647198,2024-05-18 10:49:43.102419,0 days 00:00:01.455221,16,7,1,COMPLETE
53,53,-0.9387308032739888,0.00698649416146904,2024-05-18 10:49:43.102419,2024-05-18 10:49:44.597325,0 days 00:00:01.494906,87,68,1,COMPLETE
54,54,-0.7356890855970166,0.00675078400108794,2024-05-18 10:49:44.597325,2024-05-18 10:49:45.923325,0 days 00:00:01.326000,47,74,1,COMPLETE
55,55,-736.2425286492103,0.06988357707131446,2024-05-18 10:49:45.923325,2024-05-18 10:49:47.603324,0 days 00:00:01.679999,15,33,1,COMPLETE
56,56,-0.6184080599426158,0.006533249777446326,2024-05-18 10:49:47.603324,2024-05-18 10:49:49.165359,0 days 00:00:01.562035,26,52,1,COMPLETE
57,57,-4.165583918188372,0.010457226059216767,2024-05-18 10:49:49.165359,2024-05-18 10:49:50.583065,0 days 00:00:01.417706,10,146,1,COMPLETE
58,58,-7.010068563751185,0.011507126061909784,2024-05-18 10:49:50.583065,2024-05-18 10:49:52.135686,0 days 00:00:01.552621,21,66,1,COMPLETE
59,59,-1.0958031670205108,0.007500969861554433,2024-05-18 10:49:52.135686,2024-05-18 10:49:53.759023,0 days 00:00:01.623337,94,105,1,COMPLETE
60,60,-0.8019573548582632,0.006837681920688299,2024-05-18 10:49:53.759023,2024-05-18 10:49:55.189324,0 days 00:00:01.430301,59,63,1,COMPLETE
61,61,-0.1261569448789907,0.005423849527739043,2024-05-18 10:49:55.204945,2024-05-18 10:49:56.677238,0 days 00:00:01.472293,19,36,1,COMPLETE
62,62,-0.7932375986324791,0.006699302985109674,2024-05-18 10:49:56.677238,2024-05-18 10:49:58.230955,0 days 00:00:01.553717,42,144,1,COMPLETE
63,63,-1.0246164305370904,0.007239871103621673,2024-05-18 10:49:58.230955,2024-05-18 10:49:59.774928,0 days 00:00:01.543973,80,213,1,COMPLETE
64,64,-2.336862291485916,0.009012391987564872,2024-05-18 10:49:59.774928,2024-05-18 10:50:01.194714,0 days 00:00:01.419786,30,37,1,COMPLETE
65,65,-0.6611819413550698,0.006642042081050131,2024-05-18 10:50:01.194714,2024-05-18 10:50:02.670448,0 days 00:00:01.475734,89,188,1,COMPLETE
66,66,-1.6687592717555746,0.008541562063137614,2024-05-18 10:50:02.670448,2024-05-18 10:50:04.226909,0 days 00:00:01.556461,12,80,1,COMPLETE
67,67,-0.8192635042409708,0.0067788028462403005,2024-05-18 10:50:04.226909,2024-05-18 10:50:06.013863,0 days 00:00:01.786954,87,143,1,COMPLETE
68,68,-0.8325701824084426,0.006945553650904897,2024-05-18 10:50:06.014908,2024-05-18 10:50:07.864731,0 days 00:00:01.849823,100,164,1,COMPLETE
69,69,-0.6748748698580267,0.0065746244600992905,2024-05-18 10:50:07.864731,2024-05-18 10:50:09.483730,0 days 00:00:01.618999,86,209,1,COMPLETE
70,70,-1.3559764130994871,0.0078160601256003,2024-05-18 10:50:09.484779,2024-05-18 10:50:12.795927,0 days 00:00:03.311148,47,115,1,COMPLETE
71,71,-0.92284740802319,0.007059686746312681,2024-05-18 10:50:12.798526,2024-05-18 10:50:17.021392,0 days 00:00:04.222866,82,126,1,COMPLETE
72,72,-0.5019053029751059,0.0062938093040935325,2024-05-18 10:50:17.024102,2024-05-18 10:50:20.283585,0 days 00:00:03.259483,76,135,1,COMPLETE
73,73,-1.015976086635955,0.0071350789770917595,2024-05-18 10:50:20.283585,2024-05-18 10:50:21.635749,0 days 00:00:01.352164,81,74,1,COMPLETE
74,74,-4.296964068078369,0.011010842248687026,2024-05-18 10:50:21.635749,2024-05-18 10:50:22.904237,0 days 00:00:01.268488,44,204,1,COMPLETE
75,75,-2.240608020911613,0.008428577624902376,2024-05-18 10:50:22.904237,2024-05-18 10:50:24.192723,0 days 00:00:01.288486,42,189,1,COMPLETE
76,76,-1.4211171172062689,0.00822955895977961,2024-05-18 10:50:24.192723,2024-05-18 10:50:25.391905,0 days 00:00:01.199182,21,23,1,COMPLETE
77,77,-0.2010281079730797,0.005642706611935987,2024-05-18 10:50:25.391905,2024-05-18 10:50:26.644682,0 days 00:00:01.252777,4,88,1,COMPLETE
78,78,-91.5612086919093,0.02912976910402757,2024-05-18 10:50:26.644682,2024-05-18 10:50:27.887940,0 days 00:00:01.243258,23,183,1,COMPLETE
79,79,-5.504863303188523,0.01021814357783542,2024-05-18 10:50:27.887940,2024-05-18 10:50:29.127009,0 days 00:00:01.239069,21,81,1,COMPLETE
80,80,-0.6875130714610099,0.006664160853079075,2024-05-18 10:50:29.135209,2024-05-18 10:50:30.801018,0 days 00:00:01.665809,90,35,1,COMPLETE
81,81,-0.9670532807854848,0.00699191178529362,2024-05-18 10:50:30.802015,2024-05-18 10:50:32.775370,0 days 00:00:01.973355,100,152,1,COMPLETE
82,82,-0.9554725893109595,0.007159106767426234,2024-05-18 10:50:32.776367,2024-05-18 10:50:34.176676,0 days 00:00:01.400309,56,29,1,COMPLETE
83,83,-298.8306518214192,0.039715478747740146,2024-05-18 10:50:34.178748,2024-05-18 10:50:35.445388,0 days 00:00:01.266640,7,142,1,COMPLETE
84,84,-1389.9431905166844,0.08038974423642517,2024-05-18 10:50:35.447383,2024-05-18 10:50:36.696422,0 days 00:00:01.249039,60,192,1,COMPLETE
85,85,-2.110911479949326,0.009271015702038508,2024-05-18 10:50:36.697419,2024-05-18 10:50:37.918322,0 days 00:00:01.220903,45,6,1,COMPLETE
86,86,-0.8258464959585889,0.006971836612447224,2024-05-18 10:50:37.919320,2024-05-18 10:50:39.106395,0 days 00:00:01.187075,26,188,1,COMPLETE
87,87,-3.307663947403011,0.009538371691578677,2024-05-18 10:50:39.107392,2024-05-18 10:50:40.493575,0 days 00:00:01.386183,59,143,1,COMPLETE
88,88,-4.0702109208932145,0.011851596242804671,2024-05-18 10:50:40.495570,2024-05-18 10:50:41.729007,0 days 00:00:01.233437,3,145,1,COMPLETE
89,89,-1.603781588999762,0.007987772783525303,2024-05-18 10:50:41.730005,2024-05-18 10:50:43.099883,0 days 00:00:01.369878,61,183,1,COMPLETE
90,90,-0.47961422141545657,0.0061201752259956695,2024-05-18 10:50:43.101843,2024-05-18 10:50:44.715768,0 days 00:00:01.613925,85,165,1,COMPLETE
91,91,-1.5133121447684486,0.008231606192242733,2024-05-18 10:50:44.717763,2024-05-18 10:50:46.353174,0 days 00:00:01.635411,35,197,1,COMPLETE
92,92,-1.9916443828257548,0.00878797634315128,2024-05-18 10:50:46.355299,2024-05-18 10:50:47.995141,0 days 00:00:01.639842,80,213,1,COMPLETE
93,93,-1.2146272990238214,0.007375599390025678,2024-05-18 10:50:47.997136,2024-05-18 10:50:49.423350,0 days 00:00:01.426214,12,177,1,COMPLETE
94,94,-6.510083628050242,0.011227570904454762,2024-05-18 10:50:49.425344,2024-05-18 10:50:50.905237,0 days 00:00:01.479893,44,204,1,COMPLETE
95,95,-1.3110389309550647,0.00780389249725013,2024-05-18 10:50:50.906235,2024-05-18 10:50:52.330080,0 days 00:00:01.423845,20,26,1,COMPLETE
96,96,-0.3317446381777718,0.005909426433439376,2024-05-18 10:50:52.331077,2024-05-18 10:50:53.973638,0 days 00:00:01.642561,93,102,1,COMPLETE
97,97,-1.0113126247071946,0.007321221406738157,2024-05-18 10:50:53.974635,2024-05-18 10:50:55.527492,0 days 00:00:01.552857,31,122,1,COMPLETE
98,98,-12.286020360483203,0.014353805388114366,2024-05-18 10:50:55.529487,2024-05-18 10:50:57.062770,0 days 00:00:01.533283,31,142,1,COMPLETE
99,99,-0.853177963598695,0.006875033882068822,2024-05-18 10:50:57.065762,2024-05-18 10:50:58.610299,0 days 00:00:01.544537,82,113,1,COMPLETE
100,100,-3.413443824961475,0.009748657545573807,2024-05-18 10:50:58.612294,2024-05-18 10:51:00.325509,0 days 00:00:01.713215,47,49,2,COMPLETE
101,101,-2.346444432145087,0.009332365253356286,2024-05-18 10:51:00.326505,2024-05-18 10:51:01.966680,0 days 00:00:01.640175,82,103,2,COMPLETE
102,102,-0.7409100359860407,0.006678557137437785,2024-05-18 10:51:01.967676,2024-05-18 10:51:03.719903,0 days 00:00:01.752227,76,135,2,COMPLETE
103,103,-10.927505295481595,0.012779905163681871,2024-05-18 10:51:03.721898,2024-05-18 10:51:05.255974,0 days 00:00:01.534076,92,74,2,COMPLETE
104,104,-0.6677979209040342,0.006607121689507674,2024-05-18 10:51:05.257969,2024-05-18 10:51:06.861957,0 days 00:00:01.603988,82,164,2,COMPLETE
105,105,-1.5286246994943775,0.007824310258050898,2024-05-18 10:51:06.863951,2024-05-18 10:51:08.730794,0 days 00:00:01.866843,81,119,2,COMPLETE
106,106,-0.9749189332405681,0.00715215678507472,2024-05-18 10:51:08.731760,2024-05-18 10:51:10.216994,0 days 00:00:01.485234,80,103,2,COMPLETE
107,107,-0.7467707638332473,0.006685968104804774,2024-05-18 10:51:10.218989,2024-05-18 10:51:11.845984,0 days 00:00:01.626995,35,157,2,COMPLETE
108,108,-1.1431776088812406,0.007631082035363041,2024-05-18 10:51:11.847979,2024-05-18 10:51:14.047200,0 days 00:00:02.199221,96,82,2,COMPLETE
109,109,-1.5100569256101688,0.008047021679448495,2024-05-18 10:51:14.049195,2024-05-18 10:51:15.930212,0 days 00:00:01.881017,68,74,2,COMPLETE
110,110,-0.7046356560023748,0.006737279746253218,2024-05-18 10:51:15.932207,2024-05-18 10:51:18.311637,0 days 00:00:02.379430,88,135,2,COMPLETE
111,111,-1.2908437941253355,0.007756883508608503,2024-05-18 10:51:18.313632,2024-05-18 10:51:21.045281,0 days 00:00:02.731649,82,145,2,COMPLETE
112,112,-1.9849461343918633,0.008971046297888542,2024-05-18 10:51:21.046278,2024-05-18 10:51:22.707830,0 days 00:00:01.661552,17,89,2,COMPLETE
113,113,-9.097713477719456,0.013746178049252572,2024-05-18 10:51:22.709825,2024-05-18 10:51:24.210289,0 days 00:00:01.500464,51,122,2,COMPLETE
114,114,-0.6036045377079692,0.00640601032738054,2024-05-18 10:51:24.212284,2024-05-18 10:51:25.689241,0 days 00:00:01.476957,22,29,2,COMPLETE
115,115,-0.9861092189203171,0.007082372050280316,2024-05-18 10:51:25.690237,2024-05-18 10:51:27.273210,0 days 00:00:01.582973,88,98,2,COMPLETE
116,116,-1.1086265161453448,0.007264838682882141,2024-05-18 10:51:27.274208,2024-05-18 10:51:29.011602,0 days 00:00:01.737394,80,121,2,COMPLETE
117,117,-2.668728285136253,0.009307996562914981,2024-05-18 10:51:29.013597,2024-05-18 10:51:30.827215,0 days 00:00:01.813618,45,88,2,COMPLETE
118,118,-3.138772565351839,0.009274424442381714,2024-05-18 10:51:30.829309,2024-05-18 10:51:32.762690,0 days 00:00:01.933381,52,23,2,COMPLETE
119,119,-5.623657304219226,0.010710672947812808,2024-05-18 10:51:32.764685,2024-05-18 10:51:34.787787,0 days 00:00:02.023102,26,102,2,COMPLETE
120,120,-1.1147061217180192,0.007352763720921929,2024-05-18 10:51:34.789783,2024-05-18 10:51:37.013088,0 days 00:00:02.223305,26,188,2,COMPLETE
121,121,-1.6602848322071495,0.008074309339775796,2024-05-18 10:51:37.015082,2024-05-18 10:51:39.146440,0 days 00:00:02.131358,54,209,2,COMPLETE
122,122,-0.6322340811355973,0.006463825892982095,2024-05-18 10:51:39.147437,2024-05-18 10:51:41.034780,0 days 00:00:01.887343,56,213,2,COMPLETE
123,123,-1.5646711478251218,0.008118504694240617,2024-05-18 10:51:41.037772,2024-05-18 10:51:42.893293,0 days 00:00:01.855521,37,164,2,COMPLETE
124,124,-0.9699389876599295,0.007142363468773836,2024-05-18 10:51:42.894291,2024-05-18 10:51:45.505042,0 days 00:00:02.610751,93,60,2,COMPLETE
125,125,-37.2261830284972,0.019801840787426337,2024-05-18 10:51:45.508034,2024-05-18 10:51:47.113690,0 days 00:00:01.605656,11,127,2,COMPLETE
126,126,-1.272778084871181,0.00794215136022069,2024-05-18 10:51:47.114688,2024-05-18 10:51:48.432069,0 days 00:00:01.317381,4,88,2,COMPLETE
127,127,-0.703227438187586,0.006628702946515968,2024-05-18 10:51:48.433066,2024-05-18 10:51:50.041703,0 days 00:00:01.608637,95,75,2,COMPLETE
128,128,-2.390650853782052,0.009812266514399787,2024-05-18 10:51:50.042657,2024-05-18 10:51:51.485420,0 days 00:00:01.442763,28,102,2,COMPLETE
129,129,-14.419390217674811,0.017149215199897552,2024-05-18 10:51:51.486418,2024-05-18 10:51:52.861376,0 days 00:00:01.374958,19,10,2,COMPLETE
130,130,-2.6702211523410297,0.00980352638658882,2024-05-18 10:51:52.862373,2024-05-18 10:51:54.221319,0 days 00:00:01.358946,13,143,2,COMPLETE
131,131,-1.35333481712379,0.007662478969251804,2024-05-18 10:51:54.222317,2024-05-18 10:51:55.882505,0 days 00:00:01.660188,87,143,2,COMPLETE
132,132,-1.895410656548514,0.008363281300824784,2024-05-18 10:51:55.883502,2024-05-18 10:51:57.392237,0 days 00:00:01.508735,21,63,2,COMPLETE
133,133,-0.7918731880503035,0.006773767400735142,2024-05-18 10:51:57.394232,2024-05-18 10:51:58.977111,0 days 00:00:01.582879,94,119,2,COMPLETE
134,134,-2.881968243065368,0.010037151222632807,2024-05-18 10:51:58.978107,2024-05-18 10:52:00.921471,0 days 00:00:01.943364,19,182,2,COMPLETE
135,135,-0.4967910145145355,0.0061664216684476185,2024-05-18 10:52:00.923466,2024-05-18 10:52:03.028520,0 days 00:00:02.105054,38,17,2,COMPLETE
136,136,-1.4926176955899781,0.007970879201203535,2024-05-18 10:52:03.028520,2024-05-18 10:52:05.522037,0 days 00:00:02.493517,87,68,2,COMPLETE
137,137,-2.107697249786549,0.009203734295074179,2024-05-18 10:52:05.524031,2024-05-18 10:52:07.978350,0 days 00:00:02.454319,17,180,2,COMPLETE
138,138,-0.5109760383616919,0.006181151344725272,2024-05-18 10:52:07.978350,2024-05-18 10:52:09.838988,0 days 00:00:01.860638,87,46,2,COMPLETE
139,139,-0.9805399726753216,0.007100853637948765,2024-05-18 10:52:09.840985,2024-05-18 10:52:12.031211,0 days 00:00:02.190226,98,74,2,COMPLETE
140,140,-0.9928933677349621,0.00722882234551545,2024-05-18 10:52:12.033207,2024-05-18 10:52:14.386369,0 days 00:00:02.353162,21,176,2,COMPLETE
141,141,-0.4971382692913897,0.006190211476431837,2024-05-18 10:52:14.389362,2024-05-18 10:52:16.377626,0 days 00:00:01.988264,42,144,2,COMPLETE
142,142,-1.1537952692880356,0.007608910723203713,2024-05-18 10:52:16.378736,2024-05-18 10:52:17.924068,0 days 00:00:01.545332,4,106,2,COMPLETE
143,143,-6.5380751967594035,0.011646305432254742,2024-05-18 10:52:17.926062,2024-05-18 10:52:20.083032,0 days 00:00:02.156970,41,135,2,COMPLETE
144,144,-1.1197069648946347,0.007668279625643652,2024-05-18 10:52:20.085027,2024-05-18 10:52:21.904356,0 days 00:00:01.819329,17,36,2,COMPLETE
145,145,-0.7343016902302302,0.006706504632773008,2024-05-18 10:52:21.906351,2024-05-18 10:52:24.564647,0 days 00:00:02.658296,67,36,2,COMPLETE
146,146,-1.1670247655575936,0.007271305904504313,2024-05-18 10:52:24.567639,2024-05-18 10:52:26.415116,0 days 00:00:01.847477,49,27,2,COMPLETE
147,147,-3.599794018403615,0.01000717474287289,2024-05-18 10:52:26.417111,2024-05-18 10:52:29.032288,0 days 00:00:02.615177,93,102,2,COMPLETE
148,148,-1.2852305799492016,0.007527868004140859,2024-05-18 10:52:29.033286,2024-05-18 10:52:30.914695,0 days 00:00:01.881409,93,147,2,COMPLETE
149,149,-0.7907172039204952,0.006737409046651455,2024-05-18 10:52:30.916688,2024-05-18 10:52:32.791462,0 days 00:00:01.874774,95,98,2,COMPLETE
150,150,-0.7707166043219215,0.006806285091297025,2024-05-18 10:52:32.793457,2024-05-18 10:52:34.903873,0 days 00:00:02.110416,67,213,3,COMPLETE
151,151,-21.479008753870673,0.01957351576553499,2024-05-18 10:52:34.906866,2024-05-18 10:52:36.746647,0 days 00:00:01.839781,8,110,3,COMPLETE
152,152,-1.1277537876530093,0.007313936297425048,2024-05-18 10:52:36.748609,2024-05-18 10:52:38.337523,0 days 00:00:01.588914,96,88,3,COMPLETE
153,153,-2.470577873823783,0.00954563291334888,2024-05-18 10:52:38.338522,2024-05-18 10:52:39.896050,0 days 00:00:01.557528,61,102,3,COMPLETE
154,154,-2.4382642232983516,0.010251410193524919,2024-05-18 10:52:39.898044,2024-05-18 10:52:41.328714,0 days 00:00:01.430670,4,135,3,COMPLETE
155,155,-1.0334369341186351,0.007263933981606986,2024-05-18 10:52:41.329712,2024-05-18 10:52:42.837833,0 days 00:00:01.508121,38,17,3,COMPLETE
156,156,-0.9274974870570347,0.007055875769139469,2024-05-18 10:52:42.838831,2024-05-18 10:52:44.510182,0 days 00:00:01.671351,54,11,3,COMPLETE
157,157,-1.0838723071707386,0.0073178936093088644,2024-05-18 10:52:44.511180,2024-05-18 10:52:46.189422,0 days 00:00:01.678242,93,180,3,COMPLETE
158,158,-1.174067917097125,0.007685978124164708,2024-05-18 10:52:46.191417,2024-05-18 10:52:48.018149,0 days 00:00:01.826732,82,147,3,COMPLETE
159,159,-1.9323582340880123,0.008960844192275236,2024-05-18 10:52:48.019147,2024-05-18 10:52:49.763128,0 days 00:00:01.743981,16,126,3,COMPLETE
160,160,-0.8954519866521047,0.007043977193269208,2024-05-18 10:52:49.765122,2024-05-18 10:52:51.507955,0 days 00:00:01.742833,35,146,3,COMPLETE
161,161,-5.610777010046311,0.010434913694743694,2024-05-18 10:52:51.509949,2024-05-18 10:52:53.421774,0 days 00:00:01.911825,31,189,3,COMPLETE
162,162,-1.0118471526999184,0.00732175856585367,2024-05-18 10:52:53.423770,2024-05-18 10:52:55.431739,0 days 00:00:02.007969,5,154,3,COMPLETE
163,163,-2.4423702100947304,0.008941128737080004,2024-05-18 10:52:55.432736,2024-05-18 10:52:57.868648,0 days 00:00:02.435912,88,74,3,COMPLETE
164,164,-1.3897694663241231,0.008141456786228416,2024-05-18 10:52:57.870644,2024-05-18 10:53:00.381278,0 days 00:00:02.510634,53,113,3,COMPLETE
165,165,-1.3608443256614398,0.007806288685692891,2024-05-18 10:53:00.383273,2024-05-18 10:53:03.115280,0 days 00:00:02.732007,87,29,3,COMPLETE
166,166,-0.2701270730298685,0.005641300714629883,2024-05-18 10:53:03.117276,2024-05-18 10:53:05.486935,0 days 00:00:02.369659,35,31,3,COMPLETE
167,167,-1.1227839313333572,0.007365840058447544,2024-05-18 10:53:05.488930,2024-05-18 10:53:07.458542,0 days 00:00:01.969612,90,97,3,COMPLETE
168,168,-0.7404857731262628,0.006728972402236075,2024-05-18 10:53:07.459540,2024-05-18 10:53:09.263197,0 days 00:00:01.803657,75,169,3,COMPLETE
169,169,-1.9325236449223318,0.008896767522787388,2024-05-18 10:53:09.265192,2024-05-18 10:53:11.942304,0 days 00:00:02.677112,93,22,3,COMPLETE
170,170,-1.092609026085809,0.007302242917297233,2024-05-18 10:53:11.945298,2024-05-18 10:53:14.392607,0 days 00:00:02.447309,75,154,3,COMPLETE
171,171,-2.6311041170040377,0.009048341951781004,2024-05-18 10:53:14.394599,2024-05-18 10:53:16.415163,0 days 00:00:02.020564,13,188,3,COMPLETE
